country,ym,cpv_division,n,sb,ge3,sum_offers
BE,201504,98,52,51,0,53
DK,201504,45,19,0,19,86
DK,201504,42,10,1,9,34
DE,201504,45,661,40,569,4958
AT,201504,45,95,0,91,643
CZ,201504,45,116,20,89,659
SI,201504,45,13,2,9,44
RO,201504,45,47,8,33,230
PL,201504,45,129,26,77,554
PL,201504,71,186,84,64,472
NL,201504,50,25,0,23,139
IT,201504,45,45,7,37,579
LU,201504,45,85,24,35,229
FR,201504,45,1010,61,847,5673
BE,201504,45,69,1,62,368
UK,201504,45,274,3,265,5621
FR,201504,44,142,22,95,526
FR,201504,77,81,7,68,384
SE,201504,45,23,0,18,142
DE,201504,22,19,1,17,1029
DE,201504,44,30,4,24,187
DE,201504,33,53,25,13,105
DE,201504,31,18,2,13,78
DE,201504,39,53,6,38,267
DE,201504,34,200,46,95,517
DK,201504,38,4,3,1,6
SE,201504,15,8,5,2,17
FI,201504,34,8,2,4,18
FI,201504,24,1,0,1,3
FI,201504,15,9,0,7,47
SK,201504,42,42,0,30,118
SI,201504,09,5,1,4,21
SI,201504,33,35,8,11,156
SI,201504,39,2,1,1,5
SI,201504,38,2,2,0,2
SK,201504,30,9,0,8,33
CZ,201504,48,13,2,7,33
CZ,201504,38,56,4,19,146
LT,201504,33,153,33,99,1760
CZ,201504,44,18,0,12,64
RO,201504,33,2071,237,1706,34065
CZ,201504,30,44,7,21,113
CZ,201504,09,10,1,3,26
CZ,201504,33,59,7,35,179
LT,201504,48,1,1,0,1
LT,201504,34,19,1,17,129
LT,201504,38,25,20,2,32
HU,201504,44,11,2,6,32
LT,201504,35,2,1,1,4
CZ,201504,32,25,10,6,51
ES,201504,65,12,5,6,37
ES,201504,22,19,5,12,95
SK,201504,34,7,1,4,17
PL,201504,09,40,9,20,120
PL,201504,33,4150,1940,1480,9535
NL,201504,38,30,5,25,131
NL,201504,33,11,5,6,29
PL,201504,42,119,35,60,331
PL,201504,18,57,33,11,103
NL,201504,09,18,2,13,53
UK,201504,33,227,7,206,2318
PL,201504,48,19,7,5,44
HR,201504,33,185,61,97,481
PL,201504,38,66,46,8,105
PL,201504,30,87,22,50,264
NL,201504,34,24,0,19,86
HR,201504,09,11,5,4,22
BE,201504,33,33,9,9,75
UK,201504,38,72,4,62,275
UK,201504,15,44,7,28,228
UK,201504,44,138,6,129,791
UK,201504,42,43,2,35,263
UK,201504,35,16,1,9,73
EE,201504,38,8,2,4,20
FR,201504,14,11,3,4,28
FR,201504,39,102,10,72,360
ES,201504,09,45,6,30,153
FR,201504,09,127,53,42,296
FR,201504,31,49,16,22,123
ES,201504,45,34,3,30,499
LV,201504,09,45,37,6,63
FR,201504,32,32,8,17,108
PL,201504,72,27,12,12,86
FR,201504,34,231,64,114,722
FR,201504,15,220,23,173,961
FR,201504,30,137,11,102,491
PL,201504,65,3,3,0,3
FR,201504,38,42,19,18,119
LV,201504,33,423,37,286,1837
PL,201504,24,45,12,18,105
IT,201504,38,7,5,0,9
FR,201504,79,315,40,245,2082
FR,201504,33,346,24,304,4903
PL,201504,39,30,8,14,96
FR,201504,24,23,0,15,68
FR,201504,50,366,85,208,1721
BE,201504,31,54,13,33,190
BE,201504,44,110,96,6,148
FI,201504,35,1,1,0,1
IT,201504,90,96,21,49,545
DK,201504,98,4,0,4,20
DK,201504,71,38,0,38,291
IT,201504,72,28,10,17,130
IT,201504,98,14,4,8,63
IT,201504,50,54,29,24,242
IT,201504,71,16,2,13,388
IT,201504,85,64,21,28,210
SE,201504,85,10,1,7,34
DE,201504,90,225,6,203,1781
DE,201504,79,185,6,170,1037
UK,201504,80,78,20,53,477
SE,201504,71,82,2,77,2113
DE,201504,72,35,14,18,163
FI,201504,71,18,0,16,83
FI,201504,90,9,1,7,48
DE,201504,60,74,5,65,274
DE,201504,85,28,10,12,74
DE,201504,71,154,11,129,865
IT,201504,60,20,8,10,61
RO,201504,65,1,0,0,2
PT,201504,98,1,1,0,1
LT,201504,72,16,10,4,26
HU,201504,71,40,3,37,199
LT,201504,79,17,10,5,44
CZ,201504,72,35,19,11,87
CZ,201504,73,6,1,2,14
SK,201504,85,1,1,0,1
CZ,201504,71,31,7,22,135
CZ,201504,90,13,3,9,58
SK,201504,72,6,3,3,14
CZ,201504,66,7,2,1,14
HU,201504,64,1,1,0,1
ES,201504,50,97,29,58,505
UK,201504,60,112,7,95,1627
PL,201504,50,144,59,63,371
UK,201504,85,349,55,254,3306
PL,201504,80,347,91,171,1204
NL,201504,30,28,1,20,119
NL,201504,79,102,12,88,1306
UK,201504,98,25,0,16,77
NL,201504,72,55,3,41,291
PL,201504,66,42,15,9,85
HR,201504,71,15,4,11,53
PL,201504,90,125,32,63,440
BE,201504,79,125,48,75,590
PL,201504,64,23,14,3,35
HR,201504,98,2,1,0,3
PL,201504,79,84,18,47,409
ES,201504,72,59,26,23,143
PL,201504,77,110,39,37,268
ES,201504,73,1,1,0,1
FR,201504,55,177,13,162,2270
UK,201504,71,448,2,443,4962
UK,201504,63,10,4,5,22
HR,201504,72,4,3,0,5
UK,201504,79,158,2,149,1441
ES,201504,71,36,3,32,623
FR,201504,72,143,25,107,1245
FR,201504,60,111,27,66,685
UK,201504,66,218,13,172,1084
UK,201504,50,153,51,95,611
FR,201504,71,249,18,219,1745
UK,201504,90,261,36,203,3169
UK,201504,48,26,3,19,186
FR,201504,66,49,4,34,220
EE,201504,72,15,5,7,57
LV,201504,90,12,1,7,39
ES,201504,64,17,4,8,46
UK,201504,72,52,4,40,349
LV,201504,50,9,5,1,14
FR,201504,85,96,23,58,404
ES,201504,60,8,0,4,24
IT,201504,79,48,5,17,190
FR,201504,90,236,32,168,1091
LV,201504,85,3,3,0,3
PL,201504,55,67,4,31,236
DE,201504,50,13,6,1,25
NL,201504,45,91,0,91,740
SI,201504,31,5,2,2,11
SI,201504,30,4,0,3,14
HU,201504,38,8,5,3,14
PL,201504,44,64,10,31,186
PL,201504,43,27,9,15,66
IT,201504,24,4,2,1,8
PL,201504,15,75,14,34,191
UK,201504,31,44,3,36,211
LV,201504,42,15,6,4,30
LV,201504,34,15,1,10,53
UK,201504,34,55,6,43,184
DE,201504,65,18,1,15,79
SI,201504,71,7,2,3,17
RO,201504,66,7,1,4,18
FR,201504,64,83,25,39,207
PL,201504,31,55,8,41,342
NO,201504,38,10,1,7,38
NO,201504,45,8,1,5,33
NO,201504,85,2,0,1,9
NO,201504,72,10,0,8,76
CH,201504,45,58,9,42,274
CH,201504,72,54,0,54,2541
CH,201504,92,1,1,0,1
EC,201504,79,24,0,0,48
FR,201504,42,23,4,15,89
SK,201504,45,15,2,12,70
PT,201504,45,8,0,8,74
CZ,201504,16,5,0,5,22
IT,201504,33,323,59,196,1410
ES,201504,33,185,48,122,1610
IT,201504,30,14,3,9,60
FR,201504,03,23,3,16,85
ES,201504,48,16,4,8,52
MT,201504,33,9,4,3,18
IE,201504,31,1,0,1,6
UK,201504,18,2,0,2,11
UK,201504,09,17,1,14,87
MT,201504,38,5,0,5,17
ES,201504,30,65,3,61,2750
LU,201504,38,28,25,2,35
IE,201504,45,4,0,4,39
BE,201504,39,57,13,39,192
PL,201504,32,13,7,5,28
PL,201504,22,9,3,2,22
PL,201504,34,115,51,39,276
DK,201504,33,17,4,12,43
DK,201504,32,17,0,17,180
PT,201504,33,7,0,7,56
PT,201504,15,52,0,50,1236
PT,201504,38,2,0,0,4
PL,201504,16,2,1,1,4
PT,201504,31,2,0,0,4
FR,201504,65,20,0,17,85
SE,201504,31,15,0,15,81
HR,201504,18,9,6,2,15
UK,201504,39,20,1,17,176
ES,201504,14,2,0,2,8
FR,201504,48,25,10,11,69
FR,201504,18,48,10,27,148
SE,201504,33,106,2,101,1527
ES,201504,34,21,7,11,95
BE,201504,18,24,4,14,64
ES,201504,38,6,2,0,10
IT,201504,34,31,13,7,57
FR,201504,22,36,3,25,126
BE,201504,48,7,1,4,23
PL,201504,60,17,6,8,252
ES,201504,77,3,0,3,41
CZ,201504,79,33,6,22,141
CZ,201504,50,11,2,9,41
UK,201504,77,46,0,38,409
CZ,201504,80,17,6,9,83
IT,201504,66,41,15,17,120
FR,201504,92,40,17,18,110
BE,201504,50,38,3,31,128
UK,201504,55,7,0,3,25
UK,201504,73,22,5,17,87
PL,201504,98,6,4,0,8
PL,201504,85,108,71,13,162
GR,201504,72,6,3,3,17
ES,201504,66,30,4,18,83
DK,201504,90,32,0,26,134
ES,201504,90,85,16,60,639
FR,201504,75,20,9,6,45
PT,201504,90,13,0,13,173
FR,201504,80,57,23,25,190
SK,201504,50,21,6,11,53
UK,201504,03,2,0,0,4
SK,201504,71,11,5,5,28
DK,201504,79,9,2,6,38
PL,201504,63,16,3,12,51
ES,201504,79,66,12,44,249
MT,201504,66,1,0,1,6
ES,201504,85,15,3,12,73
UK,201504,32,19,2,16,89
ES,201504,92,11,2,8,39
HR,201504,79,5,0,3,17
BE,201504,66,63,2,37,192
BE,201504,92,2,0,2,6
BE,201504,90,58,6,47,283
LT,201504,50,50,37,6,73
LT,201504,71,18,2,16,79
BE,201504,77,56,24,8,122
PL,201504,73,8,6,2,17
PL,201504,35,9,7,1,12
ES,201504,31,45,17,22,140
BE,201504,09,9,2,3,21
IT,201504,31,9,2,5,48
SE,201504,79,30,5,19,138
IT,201504,77,36,25,2,49
PL,201504,51,3,3,0,3
CZ,201504,85,13,0,10,60
BE,201504,72,164,32,130,462
PL,201504,76,3,2,1,5
DK,201504,50,1,0,1,4
NO,201504,31,6,0,4,22
NO,201504,34,4,0,4,14
NO,201504,44,3,0,3,14
NO,201504,71,22,0,20,184
CH,201504,35,1,0,0,2
CH,201504,32,2,0,2,9
CH,201504,30,12,0,12,82
CH,201504,71,19,0,17,142
CH,201504,60,7,0,7,84
FR,201503,73,49,0,48,194
BE,201503,72,149,48,101,688
BE,201503,73,288,0,288,7368
GR,201504,45,6,0,6,75
SI,201504,50,12,4,7,39
DE,201503,45,136,9,116,966
DE,201504,37,1,0,1,5
AT,201504,44,3,1,1,10
BG,201504,33,683,255,230,3998
GR,201504,09,54,34,12,98
FR,201504,35,24,5,19,78
IT,201504,55,19,2,11,67
GR,201504,33,16,1,12,75
GR,201504,39,2,1,0,3
CZ,201504,34,24,1,12,75
GR,201504,48,1,0,0,2
GR,201504,34,12,3,4,30
NL,201504,22,22,0,14,221
NL,201504,48,21,4,16,83
NL,201504,39,21,2,18,103
IT,201504,32,3,1,0,5
CZ,201504,42,10,4,2,19
CZ,201504,39,38,10,23,117
