country,ym,cpv_division,n,sb,ge3,sum_offers
IT,201506,66,63,43,13,113
EE,201506,72,245,3,145,1209
NE,201506,45,24,24,0,24
DE,201506,45,781,67,643,5304
BG,201506,45,25,4,16,78
SE,201506,90,36,5,29,200
SE,201506,45,93,0,86,815
SE,201506,50,23,2,19,459
IT,201506,45,82,5,71,1228
NL,201506,45,51,1,44,307
DE,201506,90,309,9,288,3612
FR,201506,45,1029,106,775,4943
PL,201506,45,195,25,149,1022
UK,201506,45,442,10,423,4664
FR,201506,15,255,24,209,1197
FR,201506,60,263,33,175,1252
FR,201506,71,321,19,271,2203
BG,201506,33,211,51,134,1575
BG,201506,44,18,4,5,43
BG,201506,24,1,1,0,1
IT,201506,30,12,1,7,45
BG,201506,30,35,5,22,106
BG,201506,34,15,8,4,31
BG,201506,15,33,8,20,115
PL,201506,38,266,180,26,398
PL,201506,42,111,37,46,331
PL,201506,33,6933,3014,2494,19080
HU,201506,15,44,2,35,160
HR,201506,31,1,1,0,1
PL,201506,34,155,57,35,328
PL,201506,30,259,68,119,729
SE,201506,34,22,6,5,46
PL,201506,09,89,47,37,257
SE,201506,35,7,1,6,37
SE,201506,15,28,3,18,142
PL,201506,48,60,43,7,90
HU,201506,35,5,1,2,11
SE,201506,09,3,1,2,10
HU,201506,34,36,7,18,112
PL,201506,39,81,16,50,269
NL,201506,18,11,0,8,30
NL,201506,35,10,0,5,28
RO,201506,33,1449,196,1056,10482
PL,201506,37,1,1,0,1
NL,201506,34,33,4,25,128
NL,201506,30,12,0,9,43
RO,201506,30,20,3,12,61
DE,201506,34,163,49,64,392
BE,201506,33,20,1,16,123
RO,201506,35,24,13,7,42
RO,201506,38,48,36,4,76
RO,201506,09,40,11,20,113
FI,201506,14,1,1,0,1
FI,201506,38,14,6,8,30
FR,201506,18,52,9,37,214
FR,201506,64,79,18,38,214
IT,201506,09,55,18,19,120
FR,201506,03,51,7,33,170
IT,201506,38,26,7,9,61
IT,201506,33,545,166,209,1594
FR,201506,09,104,14,71,351
FR,201506,39,166,21,119,1047
FR,201506,44,102,18,57,319
BE,201506,34,40,4,32,202
FR,201506,30,150,17,94,506
ES,201506,72,42,14,19,107
UK,201506,09,29,1,25,151
RO,201506,39,14,2,10,43
FR,201506,14,22,2,14,69
ES,201506,09,41,4,30,122
FR,201506,32,44,10,22,139
FR,201506,34,172,32,118,766
FR,201506,31,42,3,28,131
RO,201506,48,11,1,7,41
IT,201506,44,3,1,2,7
UK,201506,38,34,5,13,87
UK,201506,44,138,9,120,1678
FR,201506,22,74,9,50,379
UK,201506,39,269,3,247,1891
UK,201506,33,366,22,304,3490
ES,201506,32,10,2,6,42
IT,201506,24,2,2,0,2
FR,201506,24,37,14,14,81
PT,201506,33,27,3,24,391
DE,201506,30,98,20,60,278
UK,201506,35,8,0,7,51
FR,201506,65,11,4,5,29
ES,201506,30,36,2,25,151
UK,201506,15,9,2,5,38
UK,201506,30,19,2,15,67
UK,201506,85,322,11,283,6752
UK,201506,31,31,2,22,138
MT,201506,33,10,1,2,21
UK,201506,32,26,0,18,158
FR,201506,33,142,23,102,3399
UK,201506,48,56,3,49,634
IE,201506,34,2,1,1,7
UK,201506,34,26,4,19,98
IE,201506,22,6,0,6,42
FR,201506,48,25,8,12,81
FR,201506,79,274,33,173,1240
UK,201506,43,8,3,4,28
CZ,201506,30,42,22,14,95
IE,201506,43,6,0,6,50
FR,201506,42,32,9,21,118
CZ,201506,39,20,2,14,88
BE,201506,43,3,0,3,11
FR,201506,16,40,10,24,128
CZ,201506,38,50,26,10,88
FR,201506,75,13,1,9,69
CZ,201506,09,14,4,9,55
CZ,201506,24,7,2,0,12
CZ,201506,34,48,4,25,131
CZ,201506,32,22,8,5,51
BE,201506,09,74,0,50,241
BG,201506,66,23,3,17,88
PL,201506,55,72,19,44,267
IT,201506,79,44,6,29,207
PL,201506,90,205,55,99,632
PL,201506,66,55,11,30,162
FR,201506,98,35,20,13,79
IT,201506,90,72,15,44,979
PL,201506,80,103,39,33,284
SE,201506,71,146,2,141,1644
IT,201506,71,10,0,10,124
HU,201506,55,4,1,3,17
IT,201506,80,2,1,1,6
HU,201506,66,14,0,11,44
SE,201506,72,33,2,28,1041
IT,201506,50,59,6,43,264
FR,201506,72,116,42,64,528
HU,201506,90,9,0,9,65
SE,201506,60,9,4,4,23
HU,201506,98,1,0,1,12
FR,201506,63,19,2,14,102
NL,201506,90,65,4,61,433
SE,201506,79,28,1,25,263
NL,201506,72,60,24,30,230
HR,201506,71,19,6,9,59
NL,201506,79,71,8,53,394
RO,201506,90,23,12,5,44
NL,201506,50,12,0,9,57
DE,201506,79,80,5,70,483
NL,201506,55,6,0,4,25
NL,201506,85,25,2,23,218
NL,201506,71,98,3,94,979
RO,201506,79,40,10,24,179
BE,201506,50,18,0,10,63
BE,201506,71,61,0,53,282
FI,201506,60,12,5,4,27
FI,201506,80,7,4,0,10
FI,201506,72,5,0,5,16
FI,201506,90,3,0,2,12
FI,201506,98,23,0,23,367
DE,201506,77,41,6,26,166
FR,201506,66,69,11,32,192
BE,201506,66,43,5,34,122
