country,ym,cpv_division,n,sb,ge3,sum_offers
BE,202006,45,4,1,3,15
UK,202006,18,3,3,0,3
UK,202006,50,7,2,5,25
UK,202006,60,12,4,8,60
FR,202006,71,70,6,58,428
FR,202006,45,223,17,158,930
FR,202006,92,7,1,6,42
FI,202006,31,2,1,0,3
UK,202006,79,17,1,15,289
BE,202006,50,5,2,3,11
NL,202006,79,18,2,13,95
DE,202006,45,179,24,125,942
DE,202006,44,3,1,2,8
FR,202006,15,54,22,20,122
NO,202006,72,8,1,6,45
UK,202006,35,17,17,0,17
ES,202006,72,18,14,4,36
BG,202006,45,6,3,2,15
CH,202006,45,7,1,5,38
RO,202006,15,435,111,248,1537
GR,202006,90,1,0,0,2
ES,202006,42,2,1,0,3
ES,202006,50,40,6,27,258
DK,202006,71,2,0,2,6
PL,202006,80,9,8,1,11
DE,202006,90,72,3,65,1277
UK,202006,85,46,14,26,197
IT,202006,60,1,0,0,2
BG,202006,66,5,2,0,8
SE,202006,72,6,0,5,18
PL,202006,33,655,382,166,1215
DE,202006,77,13,0,10,50
SE,202006,50,7,0,6,23
HR,202006,72,3,3,0,3
RO,202006,64,3,2,0,4
FR,202006,33,15,9,3,35
CZ,202006,45,103,73,30,325
HU,202006,72,1,0,1,3
FR,202006,39,20,2,13,72
IT,202006,15,46,12,21,104
NO,202006,73,3,1,1,7
DE,202006,48,6,2,3,17
SK,202006,33,8,1,5,28
LT,202006,33,13,4,7,47
GR,202006,50,6,3,2,17
FR,202006,98,3,2,1,5
UK,202006,33,8,8,0,8
PL,202006,66,12,4,4,28
NO,202006,79,3,0,3,42
FR,202006,42,5,0,5,18
FR,202006,63,3,0,0,6
SE,202006,44,3,1,2,9
CH,202006,31,1,0,1,4
PL,202006,39,7,2,5,20
FR,202006,79,30,3,20,167
ES,202006,14,5,1,3,13
RO,202006,71,7,2,5,24
PL,202006,44,10,1,2,23
RO,202006,33,5378,1964,2548,21000
BG,202006,42,1,1,0,1
UK,202006,48,2,0,2,10
PL,202006,38,3,1,0,5
IT,202006,30,4,1,2,20
ES,202006,75,2,0,2,10
UK,202006,45,8,0,2,20
SE,202006,15,5,0,5,25
BE,202006,33,3,0,1,7
HU,202006,45,3,0,3,21
IT,202006,33,78,25,35,261
ES,202006,71,13,0,12,125
NL,202006,33,3,1,1,8
ES,202006,63,4,1,2,13
IE,202006,72,6,0,5,27
FR,202006,09,4,0,1,10
IT,202006,90,7,2,3,53
DE,202006,34,39,16,10,89
SE,202006,80,8,0,8,101
DK,202006,90,2,0,2,7
HR,202006,33,209,60,79,465
ES,202006,32,5,2,2,10
IT,202006,42,4,0,3,11
BG,202006,90,3,0,2,9
CZ,202006,50,5,2,0,8
IT,202006,63,2,1,0,3
DE,202006,31,9,1,7,39
PL,202006,34,4,1,1,8
DE,202006,85,13,8,4,27
RO,202006,45,110,41,55,312
DE,202006,64,9,3,6,24
FR,202006,90,17,8,7,50
UK,202006,90,8,2,6,36
DK,202006,33,9,2,4,23
NL,202006,30,3,1,1,6
SI,202006,35,1,0,1,4
BG,202006,71,5,1,3,15
PL,202006,71,31,4,16,129
RO,202006,03,36,1,25,193
BG,202006,38,3,2,0,4
FR,202006,38,13,7,4,26
HU,202006,31,1,0,1,6
LU,202006,42,1,1,0,1
FI,202006,72,1,0,1,3
UK,202006,34,1,1,0,1
DE,202006,35,11,7,4,19
ES,202006,33,92,27,55,430
PL,202006,30,18,14,0,22
SE,202006,48,3,1,1,6
SE,202006,09,1,1,0,1
NL,202006,50,9,7,2,17
ES,202006,45,3,0,3,46
IE,202006,39,3,1,2,8
CZ,202006,33,18,11,5,31
FR,202006,50,43,10,16,100
FR,202006,44,4,1,1,11
HU,202006,34,1,1,0,1
LT,202006,71,14,0,14,116
ES,202006,34,13,3,4,41
FR,202006,35,11,1,7,31
FI,202006,79,6,0,6,31
ES,202006,85,21,1,18,140
FI,202006,71,1,0,1,8
CZ,202006,42,6,2,4,17
FR,202006,77,7,1,4,20
BG,202006,55,4,3,0,5
BE,202006,60,3,3,0,3
PL,202006,45,20,2,17,85
CZ,202006,90,2,0,0,4
HR,202006,64,1,0,0,2
SE,202006,79,2,0,2,31
SK,202006,14,1,0,0,2
IT,202006,72,2,1,1,4
FR,202006,66,13,1,10,43
HU,202006,77,1,0,0,2
RO,202006,09,10,8,1,19
SE,202006,63,2,0,1,5
FR,202006,60,78,17,28,227
BG,202006,30,3,0,3,11
PL,202006,50,80,62,6,105
FR,202006,34,26,13,7,51
SE,202006,42,2,2,0,2
GR,202006,09,1,1,0,1
PL,202006,42,1,1,0,1
NO,202006,80,1,0,0,2
ES,202006,79,15,1,12,68
IT,202006,48,1,1,0,1
FR,202006,64,8,4,4,19
DE,202006,39,14,3,11,51
DK,202006,85,4,0,4,14
