country,ym,cpv_division,n,sb,ge3,sum_offers
MT,202004,73,24,24,0,24
IE,202004,72,24,0,24,96
IE,202004,51,24,0,0,48
ES,202004,60,26,26,0,26
BE,202004,79,50,48,0,52
LU,202004,18,96,0,72,408
BE,202004,71,24,0,24,72
PL,202005,45,157,27,108,628
FR,202005,45,787,110,501,2916
DE,202005,45,1362,171,983,7135
SI,202005,45,19,9,4,46
DE,202005,34,332,139,83,700
BG,202005,45,96,36,51,326
NL,202005,45,58,21,31,217
SE,202005,45,72,2,66,397
BG,202005,30,30,5,22,90
SE,202005,42,19,0,9,92
HU,202005,32,3,1,1,6
IE,202005,33,9,0,9,41
ES,202005,30,41,11,23,152
PL,202005,33,5719,3151,1531,11143
SE,202005,33,163,8,148,1577
SE,202005,30,14,0,12,57
DE,202005,38,64,44,9,105
ES,202005,35,7,2,2,24
IT,202005,33,858,472,259,1940
GR,202005,15,102,10,71,434
ES,202005,33,518,345,128,1741
ES,202005,18,76,58,11,214
IT,202005,31,3,1,1,7
SI,202005,33,119,84,23,462
SI,202005,39,50,43,5,64
RO,202005,33,31130,9120,16762,142047
FR,202005,44,62,19,24,154
PL,202005,48,25,13,8,55
SI,202005,15,590,325,134,1048
SI,202005,30,33,23,4,116
FR,202005,33,605,55,338,12273
FR,202005,30,134,17,99,481
CZ,202005,30,26,6,8,261
CZ,202005,33,383,170,167,2635
CZ,202005,09,60,9,48,450
FR,202005,34,123,21,68,346
CZ,202005,48,20,7,3,49
DK,202005,33,52,9,29,150
DK,202005,38,9,4,3,20
FR,202005,15,83,24,38,296
NL,202005,33,7,2,4,19
DE,202005,39,89,19,54,379
DE,202005,30,122,31,75,482
PL,202005,09,97,51,24,202
FR,202005,24,86,62,3,119
PL,202005,34,181,38,77,628
DE,202005,33,489,230,183,1260
DE,202005,35,146,46,86,5474
DE,202005,31,33,6,20,113
FI,202005,38,5,2,2,12
BG,202005,22,147,145,2,155
FR,202005,32,27,9,12,68
BG,202005,09,48,37,9,78
DE,202005,09,28,3,17,100
DE,202005,44,41,3,34,177
NL,202005,35,3,1,1,9
NL,202005,39,6,0,4,22
NL,202005,48,13,5,5,27
PL,202005,31,18,9,5,37
FR,202005,18,29,16,13,74
FR,202005,39,113,14,79,553
FR,202005,31,16,2,11,46
FI,202005,34,8,2,3,19
FI,202005,42,7,1,4,20
LT,202005,33,454,142,199,3129
BG,202005,39,24,2,15,84
FR,202005,35,28,10,14,75
HR,202005,33,761,23,491,2352
LT,202005,38,6,5,1,9
NL,202005,30,19,1,13,68
IT,202005,48,6,3,2,17
DE,202005,48,74,28,25,160
DE,202005,42,28,16,8,60
FR,202005,38,43,15,12,91
IT,202005,42,9,3,6,23
SE,202005,44,16,1,11,55
ES,202005,34,33,20,8,54
ES,202005,48,23,13,9,51
SI,202005,32,3,2,1,8
SI,202005,48,3,2,1,8
SI,202005,22,7,7,0,7
PT,202005,48,26,23,0,29
GR,202005,33,71,11,50,621
PL,202005,32,17,9,4,41
GR,202005,34,15,8,3,25
LT,202005,42,10,1,7,38
PT,202005,33,82,32,42,373
SI,202005,34,12,9,1,16
BG,202005,35,8,1,6,28
PL,202005,14,1,0,0,2
SE,202005,03,2,1,0,3
IT,202005,65,4,3,0,5
FI,202005,44,9,1,6,28
HU,202005,34,14,8,4,27
SE,202005,60,27,1,24,286
SE,202005,70,3,0,2,14
SE,202005,80,118,9,102,6334
BG,202005,50,65,38,13,117
DE,202005,71,422,86,260,1831
SE,202005,79,171,3,160,5887
PT,202005,50,31,25,6,48
BG,202005,60,34,30,1,40
IE,202005,79,59,3,53,688
SE,202005,72,32,5,24,112
DE,202005,90,319,32,255,2008
DE,202005,79,178,16,131,1041
PL,202005,77,217,89,81,523
SE,202005,90,52,7,38,230
IT,202005,72,17,6,8,49
ES,202005,90,58,21,22,208
ES,202005,50,152,49,64,651
ES,202005,73,7,2,1,13
HU,202005,72,17,16,0,18
PL,202005,85,70,56,12,148
ES,202005,72,114,26,82,580
IT,202005,85,30,11,13,88
ES,202005,77,7,2,3,21
PL,202005,50,191,133,18,278
CZ,202005,77,113,19,78,473
IT,202005,50,45,18,20,200
IT,202005,79,61,13,19,182
CZ,202005,98,11,8,0,14
PL,202005,71,122,28,68,394
SE,202005,63,5,4,0,6
IT,202005,90,102,29,53,678
SI,202005,90,26,24,2,33
FR,202005,71,299,17,257,1746
SI,202005,71,17,9,6,85
SE,202005,77,12,1,10,70
SE,202005,71,148,6,135,2069
FR,202005,50,205,49,100,569
CZ,202005,60,2,2,0,2
IT,202005,60,9,6,1,13
PL,202005,80,102,67,26,201
CZ,202005,90,28,4,18,139
FR,202005,90,274,129,107,792
FR,202005,79,310,25,244,2443
CZ,202005,64,43,9,10,87
DK,202005,71,28,4,23,143
IT,202005,66,113,25,62,440
DE,202005,73,15,7,4,33
FR,202005,64,36,6,21,107
DE,202005,72,104,33,52,351
DE,202005,60,112,28,50,612
PL,202005,90,341,160,105,753
BG,202005,72,9,9,0,9
FR,202005,75,25,10,8,61
PL,202005,73,13,9,1,19
ES,202005,79,46,19,22,143
DE,202005,85,30,8,8,67
BE,202005,90,185,126,31,339
FI,202005,80,4,1,3,48
NL,202005,79,80,8,59,541
FR,202005,60,178,27,120,1425
DE,202005,98,24,6,17,103
FR,202005,66,63,9,22,158
PL,202005,72,60,27,26,193
FI,202005,72,26,5,18,195
NL,202005,90,37,5,27,143
CZ,202005,80,16,14,2,22
DE,202005,55,12,4,8,36
IT,202005,55,14,2,12,60
LT,202005,50,704,127,429,4241
IT,202005,63,4,2,0,6
PL,202005,60,20,6,8,71
IT,202005,92,4,2,2,14
IT,202005,77,34,1,30,244
FI,202005,79,18,3,13,88
SI,202005,50,47,13,22,110
BE,202005,79,116,10,94,425
DE,202005,32,33,9,16,89
ES,202005,71,39,5,30,361
LT,202005,72,20,13,6,36
PL,202005,66,53,28,10,88
ES,202005,60,43,33,6,59
DE,202005,75,137,53,35,292
ES,202005,92,54,3,50,165
GR,202005,90,25,13,12,64
BG,202005,71,51,18,28,236
BE,202005,80,15,4,4,34
DE,202005,50,54,9,34,207
EE,202005,71,6,1,5,54
NL,202005,71,45,3,34,260
BE,202005,55,3,1,1,7
BG,202005,92,1,1,0,1
EE,202005,72,11,1,8,57
PT,202005,85,9,9,0,9
ES,202005,85,32,9,14,85
DE,202005,80,49,9,29,156
AT,202005,80,7,5,1,11
PL,202005,79,209,8,194,3301
AT,202005,45,68,8,52,292
ES,202005,45,14,1,13,154
LT,202005,45,14,1,13,71
ES,202005,32,31,13,14,69
CZ,202005,42,10,4,4,26
SI,202005,31,19,11,1,28
SI,202005,18,6,6,0,6
PL,202005,42,41,14,16,108
PL,202005,24,41,12,21,103
DK,202005,22,1,0,1,3
BG,202005,31,19,1,11,64
AT,202005,38,5,2,1,13
BG,202005,14,6,5,1,11
BG,202005,43,2,0,2,11
PL,202005,19,5,3,0,7
IT,202005,09,4,0,3,12
NL,202005,44,9,1,3,25
HU,202005,44,15,9,3,24
AT,202005,44,11,6,3,22
HU,202005,42,9,8,0,10
SE,202005,50,43,3,37,448
HU,202005,50,18,12,3,27
BG,202005,79,58,21,25,133
DK,202005,72,23,7,14,105
AT,202005,60,3,1,1,9
CZ,202005,50,29,11,12,80
PL,202005,64,10,6,3,18
NO,202005,30,10,0,10,55
NO,202005,39,13,0,12,78
NO,202005,72,15,3,9,70
NO,202005,50,13,0,10,72
NO,202005,60,6,0,3,27
NO,202005,73,8,0,8,93
NO,202005,80,8,1,2,19
NO,202005,45,36,4,24,176
CH,202005,71,42,2,35,224
UK,202005,45,220,59,152,1524
UK,202005,71,134,11,118,1418
UK,202005,44,14,1,11,73
UK,202005,18,25,20,5,129
UK,202005,39,47,6,41,472
UK,202005,48,11,6,4,26
UK,202005,60,241,78,145,1051
UK,202005,85,509,204,232,1850
UK,202005,75,34,4,26,159
UK,202005,92,30,1,27,206
UK,202005,79,76,11,57,461
UK,202005,66,89,30,38,301
UK,202005,73,27,5,18,196
UK,202005,77,16,0,13,105
UK,202005,42,11,3,6,29
UK,202005,90,78,7,67,573
MT,202005,79,25,0,25,173
LU,202005,79,24,0,24,72
LU,202005,72,99,49,26,206
IE,202005,45,13,0,12,70
FI,202005,45,45,1,40,222
DK,202005,45,62,4,51,269
RO,202005,45,1201,348,769,8691
IT,202005,45,51,4,46,1290
LV,202005,45,7,1,4,21
PT,202005,45,9,0,9,52
DK,202005,44,9,0,7,38
FI,202005,33,16,4,10,355
ES,202005,44,35,13,11,71
FR,202005,03,21,4,9,59
CZ,202005,38,38,23,7,60
PL,202005,38,68,49,5,96
SE,202005,15,12,1,7,36
FR,202005,43,14,4,6,41
LT,202005,18,14,5,1,24
PT,202005,44,8,3,4,20
CZ,202005,32,9,5,1,15
ES,202005,43,1,1,0,1
FR,202005,42,21,7,8,46
CZ,202005,34,40,12,14,138
FR,202005,14,25,4,14,73
DE,202005,43,50,15,23,125
LU,202005,33,534,54,432,2814
PL,202005,44,67,13,35,183
LT,202005,44,16,5,9,42
ES,202005,09,31,8,15,88
HR,202005,30,12,5,2,22
HR,202005,38,3,2,1,5
CZ,202005,24,76,13,53,460
SE,202005,31,13,5,7,32
RO,202005,15,2582,378,1694,12094
SE,202005,39,7,2,4,19
ES,202005,39,19,5,12,109
ES,202005,24,13,3,3,27
PL,202005,30,94,21,43,249
HR,202005,39,16,3,10,56
HR,202005,34,22,9,8,47
BG,202005,33,222,33,173,2914
BG,202005,34,37,17,9,76
GR,202005,39,20,13,6,48
LV,202005,34,6,2,0,10
EE,202005,33,87,40,24,161
LV,202005,33,109,48,41,363
SK,202005,42,22,1,18,69
LV,202005,09,12,7,5,27
RO,202005,43,59,15,17,134
RO,202005,14,26,13,4,45
RO,202005,32,53,40,11,104
FR,202005,48,20,5,10,53
MT,202005,39,1,0,1,5
SE,202005,92,23,3,18,133
LT,202005,98,3,3,0,3
FI,202005,71,38,3,30,200
PT,202005,90,27,11,12,95
PT,202005,60,8,1,6,41
ES,202005,55,13,9,2,20
FR,202005,72,62,22,26,177
LU,202005,71,3,1,2,13
PT,202005,66,10,2,4,25
FR,202005,85,19,3,13,80
FR,202005,80,94,42,29,238
FR,202005,55,10,6,0,14
RO,202005,72,140,116,2,171
RO,202005,71,202,61,126,659
FR,202005,77,143,37,71,422
RO,202005,50,952,634,179,1896
RO,202005,90,365,189,79,732
RO,202005,77,454,92,308,1209
HR,202005,50,7,7,0,7
BG,202005,64,9,8,1,11
BG,202005,63,3,1,2,9
CZ,202005,79,26,9,12,88
BG,202005,90,19,16,2,26
EE,202005,98,16,0,16,86
SK,202005,72,5,2,3,11
LV,202005,72,3,1,2,8
LV,202005,79,14,12,2,19
RO,202005,79,237,112,95,641
PT,202005,55,2,1,1,6
DE,202005,66,3,0,3,9
HR,202005,45,31,19,7,69
RO,202005,09,377,158,139,833
RO,202005,31,416,272,102,869
HR,202005,09,35,4,7,73
RO,202005,44,581,127,374,2022
RO,202005,48,46,41,5,65
BG,202005,44,12,5,2,21
PT,202005,34,74,47,14,120
RO,202005,60,1068,154,541,3466
FI,202005,32,5,3,1,12
BE,202005,34,23,6,10,59
MK,202005,09,5,2,3,18
IS,202005,45,2,0,2,6
NO,202005,48,5,1,2,15
NO,202005,09,5,2,1,9
