country,ym,cpv_division,n,sb,ge3,sum_offers
HU,201801,79,92,36,53,209
GR,201801,73,145,24,49,341
BE,201801,79,520,32,434,2564
LU,201801,66,72,0,72,216
LU,201801,09,48,0,0,96
BE,201801,39,72,27,19,167
BE,201801,15,103,16,48,264
NL,201801,90,73,7,55,247
LU,201801,79,242,24,170,730
BE,201801,90,488,94,330,1594
IT,201801,50,145,85,43,313
FI,201801,45,32,2,29,197
BG,201801,45,102,23,69,407
SE,201801,45,89,8,69,719
PL,201801,45,139,24,62,429
UK,201801,45,101,10,85,680
FR,201801,45,2241,304,1516,12965
IT,201801,45,49,5,42,636
DE,201801,45,998,75,815,5789
ES,201801,45,50,4,46,668
AT,201801,45,56,2,42,236
HU,201801,45,72,10,56,208
FR,201801,44,307,51,188,1042
BE,201801,45,57,4,35,213
FR,201801,71,801,58,674,5982
LU,201801,45,3,0,3,19
CZ,201801,45,231,29,196,1593
FR,201801,77,244,42,169,1059
CZ,201801,44,18,11,5,40
PL,201801,33,6566,3578,1672,13675
NL,201801,09,20,7,11,67
BG,201801,09,146,120,18,213
LT,201801,33,726,161,504,6245
BG,201801,44,15,2,6,38
SE,201801,19,1,0,1,3
DK,201801,15,36,17,7,62
BG,201801,33,257,47,184,2154
ES,201801,15,414,62,247,1383
BG,201801,35,13,4,5,28
NL,201801,33,14,6,5,33
FI,201801,33,18,1,12,61
UK,201801,33,308,6,296,5795
PL,201801,09,355,166,134,855
ES,201801,34,134,23,87,657
PL,201801,92,7,6,1,10
SE,201801,34,21,5,6,43
PT,201801,34,63,2,57,280
UK,201801,35,10,3,6,45
LV,201801,32,3,2,0,4
FR,201801,09,321,101,98,741
LV,201801,33,151,72,49,667
NL,201801,38,15,11,1,20
SI,201801,33,626,370,183,1502
SI,201801,15,2865,1490,804,6334
SI,201801,30,68,36,29,904
SI,201801,09,37,23,6,73
ES,201801,33,563,182,336,4380
ES,201801,48,26,13,6,53
ES,201801,44,61,12,38,175
UK,201801,44,44,1,38,327
BE,201801,33,101,42,41,241
IT,201801,30,13,3,8,42
IT,201801,39,9,3,5,26
DE,201801,34,357,110,119,1245
FR,201801,34,455,107,243,1399
FR,201801,30,235,37,139,751
FI,201801,15,21,6,9,58
BG,201801,34,40,21,15,97
FR,201801,39,440,53,311,2759
IE,201801,31,1,0,0,2
DE,201801,09,59,12,34,223
DE,201801,30,38,5,23,135
FR,201801,38,175,42,72,541
UK,201801,39,37,1,35,646
CZ,201801,09,46,10,31,232
FR,201801,15,1190,121,868,5125
CY,201801,33,68,27,10,122
FR,201801,48,115,60,46,291
FR,201801,33,893,92,725,16531
PL,201801,15,309,79,76,661
FR,201801,55,147,18,104,729
DE,201801,33,729,101,517,3123
CZ,201801,30,417,165,70,1170
BG,201801,43,4,2,1,7
FR,201801,50,749,189,428,2418
CZ,201801,33,710,423,129,1447
FR,201801,32,70,13,30,192
HU,201801,38,44,28,8,71
FR,201801,42,99,18,66,371
BE,201801,16,1,1,0,1
HR,201801,31,11,4,5,36
PL,201801,30,256,95,78,548
PL,201801,38,97,73,4,125
HR,201801,15,1,0,1,4
CZ,201801,34,97,57,26,286
FR,201801,03,180,31,107,556
HR,201801,09,11,1,2,23
PL,201801,48,78,36,21,164
IT,201801,24,15,3,8,46
