country,ym,cpv_division,n,sb,ge3,sum_offers
PT,201803,32,28,1,27,89
ES,201803,73,60,7,52,169
IE,201803,79,291,192,51,447
MT,201803,64,24,24,0,24
DE,201803,65,27,26,1,35
LU,201803,79,437,27,385,7524
BE,201803,30,34,26,8,54
DK,201803,79,31,0,6,80
BE,201803,75,24,0,24,96
NL,201803,90,65,5,51,247
BE,201803,73,96,24,72,528
PL,201803,45,131,38,61,373
NL,201803,45,73,4,62,347
DE,201803,45,895,66,735,5305
FR,201803,45,1462,200,988,6380
BG,201803,45,78,17,54,423
UK,201803,45,210,19,164,1842
DE,201803,44,53,7,42,277
AT,201803,45,64,6,54,297
DE,201803,71,583,59,447,5193
DE,201803,39,111,20,72,600
DE,201804,45,1,0,1,6
FR,201803,71,528,29,442,3309
PL,201803,33,6748,3275,1773,13318
CZ,201803,33,284,147,74,724
IT,201803,33,294,106,133,1111
BG,201803,09,112,80,22,193
IT,201803,15,35,9,18,91
BG,201803,33,484,64,382,18329
PL,201803,42,46,13,21,139
CZ,201803,38,31,17,3,48
CZ,201803,30,40,11,20,110
BG,201803,15,47,11,26,138
LT,201803,33,525,124,328,3751
EE,201803,38,12,8,4,25
CZ,201803,24,14,4,8,39
CZ,201803,39,19,6,9,58
CZ,201803,42,14,7,4,27
LV,201803,33,109,20,81,1236
CZ,201803,32,13,11,2,17
PL,201803,30,144,56,52,351
BG,201803,42,10,3,3,24
PL,201803,15,110,23,57,267
PL,201803,39,80,27,34,199
FR,201803,30,177,21,113,745
UK,201803,39,56,1,47,624
MT,201803,33,27,4,16,75
IE,201803,33,10,0,10,88
PL,201803,09,57,21,25,150
FR,201803,34,416,93,209,1188
FR,201803,44,232,40,147,1016
UK,201803,31,31,6,21,162
UK,201803,22,34,1,29,228
UK,201803,42,23,1,17,155
UK,201803,33,83,7,59,441
UK,201803,34,51,9,34,200
PL,201803,34,90,48,21,202
FR,201803,15,323,52,200,1299
UK,201803,35,12,2,7,50
FR,201803,33,1189,127,976,46424
FR,201803,16,14,3,9,42
FR,201803,38,74,15,43,251
LU,201803,34,2,2,0,2
BE,201803,38,42,6,7,97
NL,201803,32,8,2,2,18
BE,201803,33,161,18,122,747
IT,201803,09,19,7,4,42
FR,201803,66,154,12,109,580
IT,201803,48,8,0,6,39
IT,201803,30,72,23,29,167
FR,201803,32,59,11,28,203
PT,201803,33,106,46,53,738
FR,201803,35,39,12,17,99
PL,201803,48,30,13,11,73
FR,201803,39,263,49,166,980
PL,201803,90,259,80,100,677
FR,201803,18,81,8,61,503
DE,201803,18,9,3,3,22
BG,201803,34,33,12,15,103
FR,201803,48,42,11,18,120
DE,201803,34,232,85,72,510
BG,201803,22,19,17,2,36
BG,201803,32,10,2,3,24
FR,201803,42,86,18,42,247
PL,201803,24,82,36,34,196
BE,201803,09,14,0,9,44
AT,201803,33,26,14,5,43
DE,201803,09,45,8,27,267
AT,201803,38,18,2,12,154
CZ,201803,09,11,2,8,71
CZ,201803,48,11,7,2,24
IT,201803,38,20,5,11,46
AT,201803,34,11,2,3,25
BG,201803,39,31,8,20,192
LT,201803,34,71,2,69,840
IT,201803,85,94,56,27,249
PL,201803,66,76,20,33,186
BG,201803,79,50,14,30,188
NL,201803,71,31,4,18,116
DE,201803,30,68,15,42,228
PL,201803,71,197,42,97,571
NL,201803,79,161,12,132,1270
PL,201803,77,362,264,37,560
BG,201803,55,3,3,0,3
IT,201803,55,29,7,14,87
CZ,201803,79,33,13,16,90
CZ,201803,72,43,13,1,74
NL,201803,77,44,3,38,240
FI,201803,72,13,3,8,45
PL,201803,80,193,130,41,459
SK,201803,66,2,1,0,3
LT,201803,90,15,2,10,64
EE,201803,71,3,2,1,10
PL,201803,60,164,35,111,515
LV,201803,90,9,0,7,34
CZ,201803,64,31,4,18,199
