country,ym,cpv_division,n,sb,ge3,sum_offers
IT,201612,73,144,120,0,168
GR,201612,73,24,0,24,96
DK,201612,72,72,24,0,120
BE,201612,77,24,24,0,24
PT,201612,72,24,0,24,192
PT,201612,60,49,49,0,49
PT,201612,55,48,0,48,168
BE,201612,32,24,24,0,24
BE,201612,38,48,24,24,120
BE,201612,79,432,48,336,2040
BE,201612,90,50,24,24,100
BE,201612,73,24,0,24,96
BE,201612,64,24,24,0,24
BE,201612,80,24,0,0,48
BE,201612,85,120,0,120,600
CZ,201701,45,100,35,60,533
NL,201701,45,28,3,22,155
FR,201701,45,2167,157,1699,11805
DE,201701,45,771,47,624,4288
DE,201701,70,9,4,0,14
PL,201701,45,38,9,27,168
NL,201701,90,52,8,33,193
PL,201701,09,200,96,64,427
DK,201701,33,97,30,48,282
CZ,201701,09,37,15,18,171
NL,201701,24,9,1,7,35
FR,201701,39,358,37,276,2611
FR,201701,65,12,7,2,20
IT,201701,34,38,21,10,78
NL,201701,39,22,3,13,68
IT,201701,33,227,32,151,850
FR,201701,33,902,227,602,20403
CZ,201701,38,17,14,1,21
FR,201701,15,1334,181,902,6421
NL,201701,30,18,1,11,58
DE,201701,34,207,64,82,696
FR,201701,42,74,15,42,239
DE,201701,30,62,16,31,183
DE,201701,90,305,31,240,3761
DE,201701,33,263,88,130,883
FR,201701,34,514,116,261,1455
FR,201701,31,87,18,49,279
FR,201701,44,237,62,120,701
SK,201701,09,18,2,9,56
SE,201701,98,8,5,1,12
CZ,201701,33,384,228,53,694
CZ,201701,34,76,28,25,164
AT,201701,33,15,3,8,56
DE,201701,03,16,0,16,202
ES,201612,33,28,7,20,244
CZ,201701,30,151,83,40,299
FI,201701,33,10,3,6,48
PL,201701,38,159,66,67,353
PL,201701,33,6063,3013,1974,13114
DK,201701,42,2,1,1,4
CZ,201701,48,59,37,12,187
PL,201701,15,442,128,202,1076
DE,201701,39,66,11,29,204
PL,201701,03,34,16,11,69
ES,201612,34,3,1,2,11
CZ,201701,39,59,39,11,115
FR,201701,35,66,20,29,183
UK,201701,33,115,16,93,1515
FR,201701,09,308,109,100,731
UK,201701,45,123,10,104,1091
PL,201701,30,137,67,39,276
CZ,201701,18,7,4,2,13
DE,201701,09,40,5,29,214
FR,201701,30,221,36,148,839
IT,201701,19,2,0,2,7
DE,201701,38,91,79,3,111
FR,201701,18,77,5,54,285
FR,201701,38,66,17,26,169
PL,201701,34,41,18,14,179
CZ,201701,24,9,7,0,11
CZ,201701,35,2,0,1,5
CZ,201701,32,65,42,3,93
PL,201701,48,56,36,10,97
PL,201701,32,19,9,5,41
FR,201701,24,40,3,16,118
NL,201701,34,39,13,13,91
NL,201701,37,5,0,4,38
FR,201701,48,69,16,46,239
DE,201701,44,68,3,52,397
CZ,201701,65,2,2,0,2
NL,201701,32,5,0,4,15
FR,201701,32,87,15,49,270
DE,201701,18,12,5,5,52
DE,201701,48,44,23,14,197
FR,201701,50,829,195,442,2625
CZ,201701,77,442,23,394,2941
NL,201701,85,48,6,37,1674
IT,201701,90,77,21,45,411
NL,201701,48,25,2,11,67
FR,201701,98,57,9,33,178
FR,201701,66,1376,134,889,4430
FR,201701,79,462,63,339,2335
FR,201701,90,680,125,423,2659
DE,201701,50,36,10,18,114
DE,201701,60,91,26,36,229
DE,201701,72,99,44,30,253
DE,201701,63,8,4,1,18
DE,201701,79,122,16,80,583
ES,201612,90,9,1,7,66
FR,201701,71,533,23,447,3337
DE,201701,32,24,8,5,46
SK,201701,48,1,1,0,1
SK,201701,77,1250,83,1159,16844
SE,201701,73,3,2,1,6
CZ,201701,64,21,4,9,47
SE,201701,45,83,3,69,427
FR,201701,72,162,54,83,531
ES,201612,72,19,2,15,108
DE,201701,77,98,4,92,612
FI,201701,15,10,0,9,49
FR,201701,64,132,36,64,329
FI,201701,60,50,5,45,402
DE,201701,85,15,3,8,71
DK,201701,90,65,28,20,148
PL,201701,92,4,3,0,5
FI,201701,72,17,5,10,55
PL,201701,60,64,40,16,117
FI,201701,71,24,0,24,157
FI,201701,66,20,1,17,77
PL,201701,66,89,30,22,183
CZ,201701,71,90,33,46,298
ES,201612,77,1,0,1,6
PL,201701,90,411,184,126,966
PL,201701,80,177,63,79,528
FI,201701,73,4,1,2,24
FR,201701,77,169,21,107,625
PL,201701,63,38,29,5,57
PL,201701,77,950,806,43,1190
PL,201701,85,139,76,40,327
PL,201701,50,101,54,28,189
IT,201701,50,51,10,33,243
ES,201612,60,20,5,11,208
DE,201701,71,261,34,196,1145
PL,201701,55,52,17,18,119
IT,201701,85,53,13,28,216
UK,201701,63,4,0,4,27
UK,201701,85,979,506,313,5111
CZ,201701,66,22,7,10,57
HU,201701,79,8,2,5,22
ES,201612,98,3,0,3,27
ES,201612,85,4,1,2,10
UK,201701,66,84,5,70,408
ES,201612,50,7,3,4,30
DE,201701,75,30,15,11,63
FR,201701,55,75,2,47,269
FI,201701,48,3,1,1,9
FR,201701,60,281,44,167,1205
PL,201701,71,84,25,49,290
NL,201701,98,9,0,7,84
PL,201701,79,114,29,74,384
CZ,201701,72,167,36,55,462
CZ,201701,79,79,28,30,220
NL,201701,79,119,23,77,653
DE,201701,76,2,1,1,5
DE,201701,98,12,2,7,50
DE,201701,80,130,50,48,309
FI,201701,80,16,2,7,52
HU,201701,55,19,13,3,30
PL,201701,64,56,46,2,68
SK,201701,31,5,0,3,13
PL,201701,44,43,5,18,115
CZ,201701,31,7,4,0,10
CZ,201701,42,17,12,3,25
DE,201701,66,22,3,17,82
AT,201701,45,58,4,46,303
DK,201701,45,28,1,25,112
PT,201701,15,2,0,2,10
AT,201701,34,5,2,2,13
GR,201701,09,54,35,5,79
SE,201701,38,14,6,6,40
SE,201701,30,6,0,6,34
ES,201612,09,4,1,3,16
IT,201701,14,3,1,0,5
SE,201701,18,2,0,2,8
PL,201701,24,23,18,4,32
SE,201701,33,62,8,47,346
BE,201701,33,56,9,19,139
DE,201701,35,8,4,1,13
BE,201701,39,49,5,13,132
