country,ym,cpv_division,n,sb,ge3,sum_offers
UK,201812,71,182,3,176,1986
BE,201812,73,242,48,146,904
NL,201812,72,60,6,48,190
KE,201812,79,24,0,24,144
BE,201812,79,582,30,377,2050
GR,201812,79,29,0,3,66
NL,201812,73,30,28,1,48
LT,201812,45,5,2,3,17
DE,201812,45,783,127,514,3286
NL,201812,45,44,5,28,177
BE,201812,45,37,4,27,143
UK,201812,50,63,8,47,489
UK,201812,45,107,11,83,644
IT,201812,45,70,16,46,465
PL,201812,45,141,65,51,325
CZ,201812,45,56,33,18,121
DK,201812,45,53,3,42,189
ES,201812,45,29,5,20,195
FR,201812,45,1536,213,1069,7987
DE,201812,77,101,33,53,420
AT,201812,45,72,0,59,542
FR,201812,32,84,16,51,285
DE,201812,44,47,7,19,153
FR,201812,39,281,38,195,1088
EE,201812,45,1,0,1,5
BG,201812,45,110,26,68,399
FR,201812,50,450,155,173,1191
FR,201812,90,638,135,369,2401
SE,201812,45,78,5,58,480
HR,201812,45,13,8,4,23
FI,201812,45,14,2,9,60
LU,201812,45,40,0,39,143
PL,201812,30,305,171,70,595
BG,201812,48,14,10,1,26
CZ,201812,34,49,35,4,70
BE,201812,15,51,4,32,149
BE,201812,34,36,12,13,81
BE,201812,44,15,5,5,30
BG,201812,03,3,3,0,3
CZ,201812,33,273,165,44,476
BG,201812,30,38,12,20,128
RO,201812,24,42,8,22,804
SE,201812,30,21,7,13,71
CZ,201812,09,47,9,32,295
CZ,201812,44,6,3,2,15
ES,201812,33,722,136,514,5132
LT,201812,34,15,2,7,41
ES,201812,15,373,29,267,1366
BG,201812,50,67,25,35,600
LT,201812,35,6,3,3,18
NL,201812,18,2,0,2,14
NL,201812,33,16,10,3,28
BE,201812,39,14,8,6,34
DE,201812,34,349,158,85,677
SI,201812,15,952,391,272,1870
SI,201812,33,166,63,76,582
NL,201812,44,11,1,6,36
LT,201812,18,34,22,1,49
SE,201812,39,80,0,80,2057
BG,201812,09,67,56,5,88
IT,201812,48,22,15,5,50
SK,201812,42,12,0,8,34
DE,201812,33,482,118,273,1796
UK,201812,44,17,1,15,77
DK,201812,38,7,6,1,12
PL,201812,33,5201,3116,1031,9152
FR,201812,98,56,15,33,190
RO,201812,33,2262,477,1341,17193
GR,201812,44,7,5,0,9
UK,201812,15,14,2,7,39
UK,201812,34,110,5,93,2255
CZ,201812,32,8,2,2,16
PL,201812,09,240,91,96,549
EE,201812,33,79,27,23,154
SK,201812,22,6,6,0,6
EE,201812,34,24,3,10,56
EE,201812,38,8,8,0,8
EE,201812,48,6,4,2,10
LT,201812,31,5,0,5,19
ES,201812,34,159,47,71,433
DE,201812,48,52,26,15,99
LT,201812,39,21,0,20,63
CZ,201812,42,9,7,1,12
