country,ym,cpv_division,n,sb,ge3,sum_offers
MA,202006,79,24,0,24,72
BE,202006,45,60,1,53,256
PL,202006,45,159,26,107,660
RO,202006,45,631,368,209,2011
FR,202006,45,1454,210,979,5618
IT,202006,45,67,6,55,437
DK,202006,45,93,9,70,403
HR,202006,45,13,1,10,56
DE,202006,45,1500,147,1112,9036
AT,202006,45,60,1,49,270
LU,202006,45,10,0,9,38
GR,202006,45,23,0,17,127
SE,202006,45,222,5,192,1138
FI,202006,45,54,3,37,216
FI,202006,37,8,1,2,17
PL,202006,30,170,59,81,426
NL,202006,31,4,2,2,10
RO,202006,33,24181,7928,12074,100746
RO,202006,30,637,196,228,1693
PL,202006,33,5752,3358,1332,12767
BG,202006,33,488,97,359,6698
RO,202006,35,99,24,62,499
ES,202006,33,731,287,383,3406
ES,202006,44,34,12,19,115
ES,202006,39,38,17,13,93
CZ,202006,33,192,120,26,298
CZ,202006,34,36,14,8,75
RO,202006,18,57,13,28,188
DE,202006,34,335,141,105,912
LT,202006,33,277,88,158,2412
DE,202006,35,80,70,6,105
IT,202006,33,389,119,198,2275
FR,202006,43,11,2,9,43
PL,202006,39,112,25,68,402
FR,202006,15,250,49,99,1254
ES,202006,34,116,46,44,278
FR,202006,39,187,40,114,707
FR,202006,30,65,7,45,244
PL,202006,15,71,24,16,144
IT,202006,18,32,16,9,64
DK,202006,33,69,22,34,183
PL,202006,09,117,29,60,332
SE,202006,03,12,0,9,41
DK,202006,38,11,5,3,22
EE,202006,32,4,1,2,11
EE,202006,42,9,1,7,27
EE,202006,33,90,38,21,177
NL,202006,30,26,4,18,84
HU,202006,33,237,131,54,466
PL,202006,38,147,92,27,266
PL,202006,03,14,5,0,23
BG,202006,38,67,31,22,267
NL,202006,48,18,5,9,47
NL,202006,33,11,2,9,32
FR,202006,33,756,98,586,30312
PT,202006,42,18,4,11,64
PT,202006,31,10,1,8,45
PT,202006,44,5,1,3,13
PT,202006,33,175,74,73,468
SK,202006,42,25,0,12,67
SK,202006,34,4,1,1,9
NL,202006,16,1,0,0,2
SK,202006,18,5,5,0,5
HR,202006,33,141,37,28,314
ES,202006,30,38,15,19,145
ES,202006,09,71,22,43,262
IT,202006,30,21,9,8,46
DE,202006,38,66,46,8,100
SE,202006,38,20,4,13,79
MT,202006,33,5,1,3,15
FR,202006,34,136,25,75,376
IE,202006,38,8,3,0,13
FR,202006,31,29,7,14,79
FR,202006,18,67,39,18,137
HR,202006,38,22,17,3,30
LV,202006,32,4,1,3,13
HR,202006,34,33,11,10,69
DE,202006,22,44,1,42,3076
LV,202006,30,12,0,8,39
LU,202006,33,6,6,0,6
LV,202006,48,54,7,39,441
FR,202006,32,34,6,22,155
LV,202006,09,6,0,6,28
