country,ym,cpv_division,n,sb,ge3,sum_offers
PL,201906,64,2,1,0,3
UK,201906,85,177,30,132,3436
FR,201906,45,152,28,91,519
UK,201906,50,10,0,10,56
FR,201906,34,52,9,34,144
DE,201906,45,113,14,69,424
PL,201906,72,8,7,0,9
LU,201906,45,8,0,5,26
ES,201906,85,6,1,4,23
PT,201906,38,4,0,3,11
DE,201906,22,5,0,4,378
SE,201906,71,30,2,26,302
FI,201906,33,17,1,11,54
FR,201906,71,76,9,58,443
DE,201906,33,369,66,244,1512
DE,201906,80,282,19,237,2096
RO,201906,60,171,22,56,396
CZ,201906,03,1,0,1,3
BE,201906,38,2,0,1,6
IT,201906,45,15,3,9,211
PL,201906,33,879,426,240,1732
BG,201906,09,17,15,2,24
AT,201906,80,2,1,0,3
FR,201906,33,227,45,139,930
FR,201906,42,6,2,2,12
RO,201906,34,8,2,5,74
PL,201906,14,1,0,0,2
PL,201906,71,44,14,12,93
DE,201906,71,38,7,27,164
BG,201906,45,25,7,13,93
ES,201906,33,108,34,65,481
PL,201906,66,12,6,1,19
FR,201906,92,15,7,4,41
PL,201906,48,7,1,0,13
RO,201906,33,875,224,387,3661
LV,201906,50,1,0,1,3
PT,201906,33,8,7,1,14
FR,201906,14,2,2,0,2
ES,201906,48,5,1,3,22
IT,201906,72,3,1,1,7
ES,201906,14,2,0,1,7
DE,201906,18,1,1,0,1
IT,201906,30,4,0,3,17
IT,201906,90,15,6,5,38
HR,201906,50,1,0,1,3
ES,201906,45,12,0,12,126
NO,201906,71,3,0,2,12
RO,201906,85,4,4,0,4
NO,201906,38,4,1,0,7
ES,201906,72,64,7,55,434
BG,201906,60,6,6,0,6
BG,201906,34,8,3,4,25
DE,201906,90,23,1,17,353
FR,201906,50,52,10,32,158
IE,201906,85,1,0,1,3
LV,201906,79,5,5,0,5
HU,201906,45,1,0,1,3
SI,201906,15,116,46,33,227
IT,201906,71,13,2,11,64
DE,201906,24,1,0,0,2
CZ,201906,34,6,2,1,11
CZ,201906,71,5,3,1,21
GR,201906,09,4,3,1,7
FR,201906,79,37,7,22,164
HU,201906,31,11,2,7,31
FR,201906,44,40,13,19,130
PL,201906,39,19,5,10,59
FR,201906,60,123,33,56,454
BG,201906,44,4,1,2,10
IT,201906,55,9,3,4,23
BE,201906,24,1,0,1,5
FR,201906,72,25,3,16,95
FR,201906,64,16,1,13,59
FR,201906,90,100,27,44,296
ES,201906,50,21,15,5,43
FR,201906,63,1,0,0,2
DE,201906,73,2,2,0,2
GR,201906,38,4,4,0,4
FR,201906,39,45,12,20,113
IE,201906,50,1,0,1,6
ES,201906,79,16,1,13,81
ES,201906,60,2,0,1,5
ES,201906,77,5,0,5,26
UK,201906,71,12,0,12,109
SE,201906,38,5,4,1,9
CZ,201906,77,4,3,1,69
LT,201906,33,27,7,14,90
BE,201906,72,74,0,73,512
ES,201906,30,6,1,5,41
GR,201906,77,1,0,1,11
IT,201906,79,4,1,2,12
DK,201906,37,1,0,1,4
SK,201906,79,25,24,1,29
CZ,201906,48,5,2,0,8
MK,201906,09,17,0,17,66
EE,201906,30,1,0,0,2
UK,201906,80,147,18,107,1428
BG,201906,33,52,11,36,246
PL,201906,34,10,6,1,15
CH,201906,44,2,0,2,11
ES,201906,63,10,1,9,46
FR,201906,24,6,6,0,6
NO,201906,42,1,1,0,1
PT,201906,75,1,0,1,9
FR,201906,66,21,4,12,54
CZ,201906,09,6,0,5,46
