country,ym,cpv_division,n,sb,ge3,sum_offers
ES,201810,71,208,10,194,2195
PL,201810,35,91,33,21,199
CZ,201810,45,185,30,147,1219
BG,201810,45,168,59,81,539
FR,201810,45,1473,256,879,5281
FR,201810,41,5,1,0,9
DE,201810,45,943,110,676,4079
BG,201810,35,6,1,3,15
DE,201810,31,28,6,14,87
AT,201810,45,71,4,64,644
PT,201810,45,36,1,34,246
LV,201810,45,20,1,18,116
HU,201810,45,137,26,91,431
UK,201810,45,250,30,185,1858
FR,201810,79,459,45,352,3202
IT,201810,50,66,42,17,139
DE,201810,37,7,0,7,33
NL,201810,45,44,10,27,151
DK,201810,45,120,2,112,695
FI,201810,45,28,5,22,119
MT,201810,45,8,2,4,18
FR,201810,34,305,119,104,664
ES,201810,44,21,4,12,116
ES,201810,18,4,2,0,6
ES,201810,24,28,15,9,55
DK,201810,33,343,109,145,837
BG,201810,15,86,27,30,222
BG,201810,30,44,11,26,139
CZ,201810,32,79,55,12,119
CZ,201810,33,737,475,100,1238
PL,201810,33,6203,3499,1476,11889
CZ,201810,30,301,169,50,586
CZ,201810,90,36,12,16,131
SE,201810,34,89,9,75,1092
CZ,201810,38,123,81,16,192
CZ,201810,39,156,66,39,357
PT,201810,32,11,0,9,109
PL,201810,48,81,37,19,174
PL,201810,30,234,110,51,470
PL,201810,15,50,11,18,122
EE,201810,38,13,8,4,23
EE,201810,34,7,0,5,19
SE,201810,38,37,5,30,487
SI,201810,18,52,27,12,93
NL,201810,09,15,4,6,41
SI,201810,15,2312,1599,430,3775
SI,201810,30,356,272,57,916
ES,201810,30,91,5,81,1807
CZ,201810,34,108,69,22,215
CZ,201810,48,74,56,5,105
PT,201810,19,6,0,5,27
PT,201810,44,11,2,6,28
DE,201810,34,371,144,105,803
DE,201810,30,87,20,54,270
DE,201810,39,131,19,90,509
DE,201810,38,146,78,44,292
LV,201810,38,22,7,7,56
HR,201810,03,9,3,0,15
DE,201810,33,617,145,402,2465
LV,201810,37,1,1,0,1
DE,201810,50,28,8,13,81
LV,201810,32,8,6,1,14
BG,201810,33,500,102,340,5635
DE,201810,80,121,33,50,309
DE,201810,22,41,2,37,2380
LV,201810,33,154,41,95,1023
DE,201810,18,33,2,27,174
LV,201810,39,9,1,5,29
FR,201810,14,8,5,0,11
DE,201810,42,84,33,34,207
PT,201810,15,36,9,19,291
DE,201810,09,212,18,159,953
UK,201810,42,15,4,10,71
HU,201810,19,2,1,1,7
LT,201810,44,18,2,11,63
SE,201810,37,16,0,12,59
LT,201810,30,33,14,15,93
CZ,201810,24,36,15,10,78
BG,201810,22,13,7,5,36
CZ,201810,44,17,14,2,24
FR,201810,33,827,162,541,12972
CZ,201810,09,77,15,52,506
SI,201810,24,13,10,2,18
EE,201810,33,6,2,3,15
CZ,201810,31,35,19,10,71
AT,201810,38,6,2,2,13
SE,201810,35,4,2,2,12
BE,201810,33,72,17,37,329
DE,201810,48,78,51,16,137
SI,201810,33,530,387,105,1328
GR,201810,09,88,58,20,139
MT,201810,44,4,0,2,13
DE,201810,44,79,14,50,298
DE,201810,14,3,2,1,5
PL,201810,09,149,60,56,354
NL,201810,18,17,0,12,71
UK,201810,32,17,2,15,105
BE,201810,34,43,26,7,79
NL,201810,34,24,9,9,60
UK,201810,44,86,7,69,347
FR,201810,15,220,59,108,849
FR,201810,18,72,6,51,291
IT,201810,33,475,164,199,1978
FR,201810,16,12,5,4,25
UK,201810,80,156,12,135,2957
DE,201810,55,33,5,25,183
DE,201810,35,30,14,6,59
FR,201810,31,109,13,70,330
ES,201810,31,49,10,28,221
DE,201810,32,56,21,29,156
IE,201810,38,13,4,7,71
UK,201810,38,27,5,14,87
BG,201810,39,28,10,16,83
BG,201810,31,35,0,34,185
ES,201810,34,122,50,36,266
FR,201810,22,37,7,20,120
ES,201810,42,15,7,6,32
BG,201810,32,5,2,0,8
NL,201810,38,17,9,3,30
HU,201810,38,33,18,3,58
FI,201810,39,9,1,8,35
HU,201810,09,29,2,27,153
UK,201810,09,14,1,10,53
FR,201810,30,159,22,111,580
BG,201810,09,55,46,7,75
AT,201810,44,10,2,7,27
FR,201810,39,223,32,142,891
DE,201810,65,13,5,7,34
CY,201810,33,32,20,3,48
DE,201810,71,451,74,278,1790
LV,201810,15,35,2,28,128
PL,201810,73,8,2,4,22
BG,201810,90,30,23,2,42
CZ,201810,71,148,33,78,589
FI,201810,90,61,13,30,225
CZ,201810,64,46,9,19,474
CZ,201810,79,155,97,37,318
IT,201810,92,9,4,3,22
PT,201810,30,11,1,9,85
SE,201810,92,3,1,0,5
SE,201810,72,102,9,90,3934
NL,201810,48,48,33,8,77
NL,201810,90,74,7,54,350
PL,201810,66,101,31,35,222
PL,201810,64,27,19,3,38
ES,201810,85,65,30,19,157
NL,201810,66,4,2,1,7
EE,201810,50,67,6,49,379
