country,ym,cpv_division,n,sb,ge3,sum_offers
DE,202003,45,1259,170,878,6486
ES,202003,45,66,2,63,2741
SE,202003,45,85,2,78,623
DK,202003,45,44,5,30,157
FR,202003,45,1168,160,788,5236
PL,202003,45,116,16,80,516
LU,202003,45,17,2,9,60
IT,202003,45,39,8,28,385
BG,202003,45,88,28,46,315
BE,202003,45,58,4,27,200
NL,202003,45,66,3,59,342
NL,202003,70,1,0,0,2
FI,202003,45,28,2,24,160
AT,202003,45,59,1,49,269
FR,202003,34,280,112,93,617
BG,202003,44,12,5,3,29
ES,202003,38,28,13,7,52
ES,202003,33,1132,252,809,13026
BG,202003,30,42,6,28,147
BG,202003,34,23,13,2,39
ES,202003,35,11,0,5,44
SE,202003,09,33,2,27,132
ES,202003,34,65,24,30,170
BG,202003,38,55,23,17,113
ES,202003,39,17,5,8,51
BG,202003,09,88,61,20,181
SE,202003,18,2,0,0,4
SE,202003,34,34,12,11,75
RO,202003,39,344,22,282,2405
LT,202003,34,15,2,8,39
RO,202003,34,50,20,20,506
LT,202003,30,5,1,4,22
DK,202003,34,132,67,22,234
IT,202003,33,586,140,317,2043
RO,202003,15,1743,290,1133,7693
GR,202003,09,30,26,3,39
ES,202003,44,136,8,122,4057
DK,202003,33,24,8,10,59
SE,202003,48,10,3,4,26
PT,202003,03,9,0,9,135
BG,202003,33,298,61,226,3107
GR,202003,38,63,22,21,136
SE,202003,33,213,7,200,1777
HU,202003,33,177,108,22,285
GR,202003,42,6,1,4,16
IE,202003,16,2,0,2,18
RO,202003,33,17030,3315,10701,85225
LT,202003,33,265,73,157,2228
PT,202003,33,104,70,30,414
RO,202003,48,10,2,3,28
SE,202003,38,8,4,2,14
ES,202003,18,22,4,15,147
PL,202003,48,40,18,10,76
IT,202003,22,7,1,4,23
PL,202003,33,5612,3091,1490,11228
ES,202003,31,17,2,11,76
FR,202003,44,185,24,107,582
PL,202003,09,91,49,29,199
CZ,202003,39,45,11,18,128
HR,202003,39,5,1,4,29
LV,202003,48,1,1,0,1
LV,202003,24,5,3,1,9
CZ,202003,33,193,117,33,337
CZ,202003,48,14,8,3,28
CZ,202003,37,1,0,0,2
CZ,202003,22,10,8,0,12
CZ,202003,15,2,0,0,4
CZ,202003,09,37,13,21,252
ES,202003,30,64,15,41,266
SK,202003,33,110,66,23,194
SK,202003,35,2,1,1,6
FR,202003,38,73,20,38,202
FR,202003,15,431,83,235,1341
FR,202003,35,14,2,7,35
LU,202003,34,5,3,0,7
LU,202003,42,1,1,0,1
HR,202003,30,12,4,3,25
HR,202003,15,55,7,30,159
FR,202003,22,69,7,44,220
FR,202003,16,17,4,9,49
FR,202003,37,29,8,9,78
FR,202003,33,505,84,340,14403
