country,ym,cpv_division,n,sb,ge3,sum_offers
MT,201607,79,48,0,0,96
DE,201608,45,432,37,340,2354
NL,201608,45,43,3,36,220
RO,201608,45,9,1,7,46
LV,201608,45,5,1,4,22
DE,201608,42,26,11,9,54
SE,201608,45,74,8,60,350
SE,201608,50,7,0,6,33
BG,201608,45,99,17,57,348
AT,201608,45,32,0,29,160
LU,201608,45,10,0,9,50
PL,201608,45,82,5,70,553
EE,201608,45,11,1,10,75
FR,201608,45,429,86,252,1517
IT,201608,45,69,7,53,1491
ES,201608,22,8,1,6,27
RO,201608,34,27,9,13,66
RO,201608,33,1377,166,1100,20184
RO,201608,42,11,4,7,50
LV,201608,09,35,2,27,296
SE,201608,15,11,5,4,25
SE,201608,33,61,4,52,332
ES,201608,14,2,0,0,4
SE,201608,44,12,0,9,33
ES,201608,33,115,30,65,1241
LV,201608,39,3,0,3,12
NL,201608,42,14,2,11,59
LV,201608,34,10,1,9,47
DE,201608,34,173,50,77,472
DE,201608,33,177,28,121,878
DE,201608,38,16,8,4,43
DE,201608,09,34,2,29,135
DE,201608,44,26,4,16,93
GR,201608,35,17,5,2,31
GR,201608,34,18,0,15,126
HR,201608,22,5,3,0,7
HR,201608,38,6,6,0,6
BG,201608,33,304,37,245,3677
FR,201608,03,7,4,1,12
SE,201608,30,15,0,14,72
BG,201608,48,4,2,1,11
BG,201608,39,10,0,5,32
SE,201608,24,7,0,7,77
BG,201608,34,40,7,26,168
BG,201608,42,5,2,3,12
BG,201608,44,25,2,19,100
SE,201608,38,12,2,5,30
RO,201608,15,24,8,3,43
MT,201608,39,2,2,0,2
UK,201608,42,21,1,19,126
ES,201608,44,8,0,7,30
ES,201608,18,17,5,3,40
DK,201608,34,12,0,11,61
RO,201608,32,13,1,11,173
DE,201608,31,22,4,12,74
DE,201608,18,5,1,4,29
IT,201608,33,391,94,200,1312
DE,201608,32,16,4,5,38
BE,201608,38,6,4,0,8
EE,201608,30,4,0,3,23
EE,201608,34,10,2,7,30
UK,201608,44,51,0,50,707
EE,201608,33,24,4,17,152
EE,201608,31,2,0,2,11
EE,201608,32,6,0,4,33
UK,201608,18,3,0,2,72
NL,201608,34,91,0,84,460
DE,201608,30,30,3,18,120
LV,201608,35,11,6,0,16
LV,201608,33,241,141,68,1138
NL,201608,22,9,3,6,52
PL,201608,33,5891,2883,1800,13027
SE,201608,19,2,0,2,8
PL,201608,39,41,10,25,145
PL,201608,32,21,5,13,78
PL,201608,30,191,63,93,597
PL,201608,18,4,4,0,4
BG,201608,38,16,0,16,76
NL,201608,32,9,1,5,26
PL,201608,09,50,5,35,199
PL,201608,38,79,40,28,195
PL,201608,48,12,4,5,50
BE,201608,33,41,5,27,166
BE,201608,35,8,0,4,24
PL,201608,35,25,18,5,45
HU,201608,18,1,1,0,1
UK,201608,50,55,9,43,529
LV,201608,55,13,4,6,32
SE,201608,48,6,2,2,14
UK,201608,85,1501,734,630,11697
BG,201608,50,77,15,50,276
RO,201608,72,10,4,4,23
RO,201608,85,8,6,1,11
NL,201608,79,83,4,73,533
SE,201608,71,188,3,180,3055
LV,201608,90,18,0,17,67
NL,201608,90,24,2,21,146
SE,201608,60,46,8,29,195
IT,201608,60,25,12,6,47
LV,201608,66,14,0,13,60
BG,201608,71,103,34,48,310
NL,201608,71,88,0,87,633
ES,201608,71,34,1,32,661
RO,201608,79,22,10,9,96
ES,201608,63,6,1,4,25
ES,201608,90,43,3,35,262
ES,201608,98,3,2,1,6
BE,201608,71,89,1,82,811
UK,201608,90,65,3,54,637
UK,201608,79,70,20,43,488
UK,201608,32,6,0,6,36
UK,201608,60,201,10,167,1815
UK,201608,71,281,0,280,9152
SE,201608,90,109,3,101,1720
BG,201608,63,2,0,2,13
BE,201608,66,21,0,18,79
IT,201608,85,50,7,37,573
IT,201608,55,37,8,20,107
IT,201608,92,4,3,1,6
IT,201608,64,3,2,1,6
UK,201608,80,307,2,297,7696
ES,201608,60,57,18,19,136
UK,201608,77,126,0,101,1568
UK,201608,66,58,7,46,258
SE,201608,79,81,1,77,3150
ES,201608,72,103,6,94,6749
ES,201608,50,78,22,53,575
FR,201608,79,159,6,95,647
DE,201608,22,19,5,12,367
DE,201608,73,7,2,4,34
DE,201608,71,179,21,124,726
DE,201608,90,197,10,175,1498
DE,201608,60,384,55,248,1517
