country,ym,cpv_division,n,sb,ge3,sum_offers
PL,202010,63,2,0,0,4
FR,202010,71,69,9,57,515
UK,202010,80,8,4,3,22
PL,202010,33,966,503,257,1960
ES,202010,50,37,8,26,212
HU,202010,90,2,0,0,4
HU,202010,09,9,0,9,34
FR,202010,38,13,2,7,46
FI,202010,85,3,0,3,25
PT,202010,33,4,2,2,10
DE,202010,71,96,12,68,378
FR,202010,45,185,23,126,946
SI,202010,72,9,8,1,12
ES,202010,90,43,7,31,185
BG,202010,19,1,0,1,3
UK,202010,79,18,2,15,472
ES,202010,66,11,1,7,38
FR,202010,03,9,3,3,20
DE,202010,65,6,1,4,23
PT,202010,48,1,0,0,2
AT,202010,33,2,2,0,2
DE,202010,45,193,12,162,1038
RO,202010,33,6303,1471,3781,28617
UK,202010,44,2,0,1,6
IT,202010,32,2,0,1,9
AT,202010,38,2,2,0,2
ES,202010,85,18,11,6,48
UK,202010,85,83,28,36,471
PL,202010,90,90,36,25,228
FR,202010,30,10,1,9,33
FR,202010,50,54,14,24,152
FI,202010,50,1,0,1,6
CH,202010,45,19,1,18,128
IT,202010,71,19,0,19,195
RO,202010,34,29,23,2,39
DE,202010,42,19,12,4,31
PL,202010,39,4,1,1,11
FR,202010,79,27,2,22,179
ES,202010,72,14,8,6,31
DE,202010,34,34,13,9,72
FR,202010,34,21,5,12,63
DE,202010,80,10,3,5,56
UK,202010,60,48,3,42,686
FR,202010,09,10,1,4,27
FR,202010,16,6,1,4,16
HU,202010,71,2,0,1,9
AT,202010,77,3,3,0,3
ES,202010,48,4,3,0,5
LV,202010,33,31,1,27,215
DE,202010,48,17,11,4,37
RO,202010,60,459,65,289,1393
ES,202010,33,141,92,23,236
NL,202010,71,7,0,6,40
PL,202010,14,3,0,2,8
BE,202010,60,4,0,4,18
ES,202010,71,25,2,19,148
IT,202010,79,15,2,13,102
LV,202010,45,2,0,2,18
DE,202010,30,48,8,14,148
PL,202010,64,4,4,0,4
FR,202010,39,29,9,13,73
SI,202010,15,751,341,249,1681
LU,202010,79,48,24,0,72
HR,202010,45,1,0,1,6
FR,202010,90,50,17,26,191
NO,202010,98,1,0,1,6
IT,202010,33,143,77,40,343
LT,202010,09,1,0,1,4
IT,202010,45,16,3,11,225
NL,202010,85,2,1,0,3
DE,202010,33,43,26,7,85
SI,202010,30,31,14,16,917
DE,202010,60,44,6,19,119
PL,202010,38,22,14,4,35
DE,202010,79,61,31,28,315
LT,202010,71,60,2,58,295
CH,202010,18,4,0,4,60
RO,202010,72,251,142,0,360
DE,202010,72,35,1,31,274
SK,202010,45,9,0,9,63
IT,202010,66,33,7,21,106
AT,202010,90,1,0,0,2
DK,202010,45,3,0,3,12
SK,202010,33,6,1,3,16
PL,202010,34,15,8,6,30
DE,202010,90,58,9,39,298
DE,202010,77,16,4,7,38
BG,202010,34,6,4,0,8
SI,202010,45,29,12,12,113
ES,202010,60,8,3,4,22
RO,202010,15,1848,224,1184,6120
PT,202010,38,4,0,2,13
IE,202010,72,2,0,1,9
ES,202010,24,4,0,4,20
PL,202010,30,33,10,11,77
UK,202010,15,5,5,0,5
RO,202010,18,17,6,6,36
PL,202010,65,1,1,0,1
PL,202010,45,16,1,13,85
IT,202010,35,1,1,0,1
HR,202010,33,14,5,1,24
BG,202010,33,75,3,72,681
SK,202010,77,9,9,0,9
DE,202010,39,22,5,6,50
ES,202010,98,5,1,3,19
NO,202010,65,1,0,1,4
PL,202010,09,10,2,6,32
SE,202010,43,3,1,0,5
LT,202010,66,2,1,0,3
UK,202010,39,6,0,6,60
BG,202010,71,6,2,4,20
PL,202010,42,6,2,0,10
RO,202010,90,68,34,14,127
BG,202010,50,52,2,49,2595
HU,202010,24,1,0,0,2
PL,202010,71,52,13,18,141
SE,202010,38,1,1,0,1
UK,202010,63,4,4,0,4
RO,202010,85,63,40,3,89
LT,202010,33,72,10,57,991
DE,202010,38,42,19,17,116
SI,202010,09,12,10,1,16
DE,202010,50,7,5,1,11
NO,202010,50,10,0,9,119
IT,202010,55,6,2,3,14
DE,202010,75,14,10,4,24
DE,202010,63,1,0,1,4
PT,202010,65,4,0,4,34
SI,202010,33,159,147,11,308
ES,202010,39,11,0,11,75
LT,202010,45,1,0,1,5
SI,202010,50,8,8,0,8
SE,202010,72,1,1,0,1
RO,202010,24,21,12,6,36
PT,202010,71,7,0,7,29
BE,202010,45,19,3,16,79
FR,202010,75,4,1,2,9
SI,202010,39,15,9,5,28
RO,202010,71,191,175,13,222
IT,202010,19,2,0,2,8
RO,202010,63,1,1,0,1
LT,202010,63,1,1,0,1
PL,202010,50,19,10,4,35
FR,202010,77,14,0,11,51
NO,202010,60,8,0,8,46
RO,202010,45,490,43,427,5033
HU,202010,44,2,0,0,4
NL,202010,90,6,2,3,18
NL,202010,45,5,2,1,11
