country,ym,cpv_division,n,sb,ge3,sum_offers
LV,201506,72,4,2,1,7
PL,201506,33,712,356,210,1460
LT,201506,44,3,2,1,6
FR,201506,90,49,8,37,281
CZ,201506,24,11,5,0,17
ES,201506,90,10,4,6,42
FR,201506,45,120,17,93,614
FR,201506,71,45,2,42,327
PL,201506,09,6,2,4,28
RO,201506,45,4,0,4,14
HU,201506,30,2,0,2,6
BG,201506,45,8,0,6,23
CZ,201506,44,1,0,0,2
DK,201506,34,3,1,1,17
CZ,201506,71,3,2,1,5
SE,201506,72,5,0,3,19
MK,201506,34,1,0,1,4
UK,201506,72,26,1,24,608
LT,201506,55,1,1,0,1
UK,201506,90,47,3,43,217
CZ,201506,34,5,2,3,12
PL,201506,80,52,20,15,117
PL,201506,44,16,5,5,43
CZ,201506,90,2,0,2,8
FI,201506,45,1,0,1,11
SK,201506,42,8,3,3,16
HU,201506,09,7,1,5,26
CH,201506,45,18,1,16,88
FR,201506,72,13,6,4,40
SE,201506,71,37,1,33,389
DK,201506,45,8,0,8,30
FR,201506,65,2,1,1,5
AT,201506,45,14,0,12,93
PL,201506,45,26,8,15,115
FR,201506,31,7,1,2,15
RO,201506,34,2,1,1,6
BG,201506,55,1,1,0,1
DE,201506,45,153,11,125,965
UK,201506,39,9,0,9,60
MT,201506,48,1,0,1,3
LV,201506,45,4,0,2,15
FR,201506,92,18,1,9,47
FR,201506,50,39,8,28,136
FR,201506,18,25,6,11,65
FR,201506,39,78,11,52,265
BE,201506,77,2,0,2,12
DE,201506,38,8,4,4,23
ES,201506,45,9,0,8,81
CZ,201506,39,5,1,2,13
RO,201506,33,222,51,156,1868
SK,201506,32,2,0,2,6
NL,201506,50,5,0,2,15
ES,201506,50,18,2,16,76
RO,201506,42,1,1,0,1
UK,201506,71,34,0,34,218
EE,201506,42,4,0,3,14
NO,201506,44,2,0,0,4
FI,201506,60,27,13,8,78
PL,201506,38,34,21,4,55
CZ,201506,38,6,2,2,13
GR,201506,45,2,0,2,11
PL,201506,63,2,0,1,6
NO,201506,72,2,0,2,19
PL,201506,90,86,11,59,344
HU,201506,33,53,39,3,79
RO,201506,71,8,2,6,62
FI,201506,80,8,2,6,27
PL,201506,48,18,11,6,40
SE,201506,79,27,0,26,410
DK,201506,50,2,0,2,8
CH,201506,72,1,0,1,5
CZ,201506,35,3,1,0,5
CZ,201506,60,1,1,0,1
CZ,201506,80,1,0,0,2
NO,201506,90,3,2,0,4
IT,201506,50,15,8,3,31
DK,201506,44,3,2,1,5
DE,201506,42,5,1,4,19
