country,ym,cpv_division,n,sb,ge3,sum_offers
FR,201612,45,252,54,145,979
BG,201612,45,66,17,29,177
PT,201612,45,10,0,10,110
HR,201612,45,54,11,23,140
IT,201612,71,9,1,8,84
DE,201612,45,153,9,123,872
AT,201612,45,30,3,26,125
DE,201612,51,2,0,2,10
NL,201612,45,11,0,9,56
EE,201612,33,25,2,17,110
FR,201612,38,10,6,4,18
FR,201612,44,24,3,14,78
FR,201612,24,5,3,0,7
FR,201612,48,13,7,6,30
FR,201612,30,29,4,15,94
BE,201612,30,41,22,15,81
EE,201612,38,12,3,6,30
DE,201612,34,129,43,56,315
BG,201612,09,4,0,3,17
LV,201612,33,107,47,45,465
UK,201612,15,6,1,3,27
LV,201612,24,72,18,40,203
ES,201612,33,85,23,53,378
LV,201612,48,52,4,47,607
PT,201612,15,18,0,18,306
ES,201612,38,9,2,4,27
HR,201612,37,1,0,0,2
HR,201612,33,437,226,168,900
HR,201612,16,10,7,2,15
HR,201612,30,37,11,23,128
UK,201612,33,329,20,270,4894
IT,201612,41,1,1,0,1
SE,201612,32,2,0,1,8
DE,201612,33,47,17,16,112
HR,201612,24,8,8,0,8
DE,201612,38,60,42,16,108
SE,201612,33,125,5,113,2882
HR,201612,35,3,1,2,7
DE,201612,39,21,3,11,74
IT,201612,33,87,18,55,300
LT,201612,48,36,21,3,54
LT,201612,15,12,0,12,63
RO,201612,24,23,3,16,78
SE,201612,09,3,1,1,7
PL,201612,39,42,8,12,105
PL,201612,33,2939,1328,950,6903
PL,201612,09,79,17,50,257
IT,201612,35,3,1,2,7
PL,201612,30,75,21,31,198
PL,201612,38,60,46,7,94
UK,201612,30,75,0,73,713
SE,201612,39,27,1,17,209
PL,201612,48,29,15,10,77
PL,201612,42,34,7,15,90
RO,201612,39,36,11,22,155
RO,201612,32,20,8,4,37
RO,201612,34,59,31,17,113
RO,201612,33,2379,563,1551,16459
RO,201612,15,14,7,7,36
RO,201612,22,14,5,9,59
RO,201612,09,31,2,24,136
RO,201612,35,9,2,2,18
DK,201612,35,3,2,1,5
IT,201612,18,13,5,5,29
BG,201612,35,19,4,15,64
FR,201612,79,116,6,102,708
HR,201612,90,14,6,4,26
BG,201612,71,42,10,29,604
IT,201612,50,13,9,3,22
IT,201612,72,16,7,7,57
FR,201612,55,5,3,1,8
UK,201612,85,833,508,189,1570
UK,201612,72,35,4,27,257
FR,201612,98,3,2,0,4
FR,201612,66,66,10,38,218
FR,201612,71,60,7,43,505
FR,201612,50,135,18,98,524
FR,201612,90,56,9,37,225
MT,201612,34,26,24,0,28
BE,201612,79,69,4,59,302
BE,201612,66,93,6,75,311
LV,201612,85,28,19,6,43
LV,201612,71,76,42,16,167
SE,201612,66,190,11,144,1016
ES,201612,85,354,6,340,36893
ES,201612,50,52,11,34,291
LV,201612,72,6,4,0,8
ES,201612,72,34,15,13,89
PT,201612,71,7,0,7,74
LV,201612,73,5,4,1,7
