country,ym,cpv_division,n,sb,ge3,sum_offers
BE,201611,80,50,0,50,202
DE,201611,45,197,9,160,1054
FR,201611,45,233,51,144,820
SE,201611,45,89,6,79,812
DK,201611,45,4,2,2,12
BG,201611,45,116,24,54,315
UK,201611,45,598,7,585,46005
BE,201611,45,52,4,31,228
IT,201611,45,23,0,21,671
FR,201611,50,80,19,33,223
IT,201611,33,513,141,240,1849
IT,201611,38,18,9,7,36
IT,201611,22,13,4,6,33
DE,201611,34,50,18,25,151
DE,201611,79,26,2,21,129
DE,201611,09,28,5,19,103
AT,201611,14,1,0,1,3
ES,201611,65,2,0,2,19
BE,201611,09,7,0,4,20
BE,201611,34,22,7,9,51
UK,201611,34,24,5,17,179
UK,201611,90,57,5,49,313
SE,201611,09,3,1,1,7
RO,201611,15,106,52,31,207
RO,201611,33,1251,303,720,10675
SE,201611,43,9,0,7,74
CY,201611,33,51,25,21,188
SE,201611,39,16,0,16,109
GR,201611,09,63,33,18,141
BG,201611,32,2,0,2,6
ES,201611,30,31,1,28,138
HR,201611,33,977,223,607,3582
HR,201611,30,22,18,2,34
HR,201611,35,17,3,0,31
PL,201611,33,2945,1506,806,7213
ES,201611,42,9,1,3,27
LT,201611,33,169,40,96,760
LT,201611,34,17,6,2,30
HR,201611,09,34,2,30,142
ES,201611,39,15,4,8,50
HR,201611,39,32,8,8,68
ES,201611,09,37,5,26,132
EE,201611,33,45,8,30,225
EE,201611,34,7,4,3,13
BE,201611,44,1,0,1,4
FR,201611,19,1,1,0,1
IT,201611,31,5,0,3,19
ES,201611,60,43,13,21,136
IT,201611,79,27,2,23,159
IT,201611,98,13,6,6,34
ES,201611,55,53,9,31,182
ES,201611,72,53,22,24,165
IT,201611,90,142,72,42,514
DE,201611,98,13,2,8,47
DE,201611,71,104,18,65,441
DE,201611,90,149,9,131,1152
DE,201611,85,11,2,4,27
DE,201611,75,5,1,2,14
DE,201611,60,22,3,12,76
DE,201611,73,13,3,8,38
BG,201611,50,16,5,5,34
DE,201611,70,1,0,1,4
FR,201611,79,44,7,33,198
UK,201611,85,1162,709,273,2335
BE,201611,85,3,0,2,11
BE,201611,66,42,4,23,111
UK,201611,60,94,20,68,628
SE,201611,71,125,2,118,893
SE,201611,79,53,7,43,389
ES,201611,79,39,4,31,198
ES,201611,50,78,17,56,472
RO,201611,79,12,8,4,29
ES,201611,98,8,3,2,23
SE,201611,90,49,3,41,310
ES,201611,90,73,11,56,408
BE,201611,90,117,15,93,479
BE,201611,79,47,3,38,208
FR,201611,63,8,3,3,23
UK,201611,66,36,3,22,127
UK,201611,75,17,0,13,77
BE,201611,98,5,2,2,14
BG,201611,63,13,13,0,13
GR,201611,90,13,0,8,62
UK,201611,71,91,0,89,943
ES,201611,71,26,3,22,493
UK,201611,72,14,0,12,96
HR,201611,64,16,9,0,23
BG,201611,77,1,1,0,1
ES,201611,66,9,2,5,29
PL,201611,79,60,8,34,198
HR,201611,71,30,7,11,81
PL,201611,73,24,19,0,29
PL,201611,66,16,6,7,38
PL,201611,71,57,20,25,157
LT,201611,79,16,0,13,72
PL,201611,72,28,12,12,75
PL,201611,50,139,74,32,265
HR,201611,72,8,5,1,13
FR,201611,71,50,8,35,246
HR,201611,50,25,5,18,143
NL,201611,79,36,3,29,322
NL,201611,63,1,0,0,2
MT,201611,90,4,0,3,12
IT,201611,66,57,12,29,172
FR,201611,64,16,4,3,31
FR,201611,34,4,1,3,14
FR,201611,90,50,5,27,202
BE,201611,71,19,9,6,43
PL,201611,45,56,17,33,265
LU,201611,34,4,1,2,9
BG,201611,42,7,3,0,11
BG,201611,71,74,14,57,526
BG,201611,44,4,0,4,12
RO,201611,85,3,0,2,10
ES,201611,45,22,0,22,706
MK,201611,45,15,0,7,48
MK,201611,44,12,7,3,23
MK,201611,30,15,0,12,67
NO,201611,45,10,1,9,38
NO,201611,35,3,0,3,12
NO,201611,30,12,0,11,48
NO,201611,90,33,8,19,132
NO,201611,60,9,1,6,27
NO,201611,32,11,2,8,54
NO,201611,71,20,0,19,142
CH,201611,45,90,6,76,510
CH,201611,09,2,0,2,12
CH,201611,66,28,0,28,284
CH,201611,71,43,1,42,239
TJ,201611,98,1,0,1,3
NE,201611,98,1,0,1,3
CH,201611,24,2,2,0,2
CH,201611,34,15,0,11,54
CH,201611,31,13,1,11,64
ES,201611,73,39,15,24,135
RO,201611,45,11,5,4,51
UK,201611,70,23,10,12,117
HR,201611,32,8,7,0,9
HR,201611,16,4,0,2,10
HR,201611,34,10,6,2,18
IT,201611,65,3,1,1,10
FR,201611,30,7,2,5,21
EE,201611,09,9,2,7,45
GR,201611,03,6,4,0,8
GR,201611,15,73,22,36,416
PL,201611,48,12,4,4,32
PL,201611,30,81,9,57,321
EE,201611,42,3,1,2,11
RO,201611,44,11,0,7,34
EE,201611,32,3,3,0,3
ES,201611,33,156,43,96,1647
IT,201611,44,4,1,2,10
RO,201611,48,4,1,2,12
ES,201611,31,8,1,7,46
IT,201611,24,15,2,11,76
RO,201611,09,37,2,30,182
HR,201611,31,6,5,1,16
FR,201611,31,7,1,6,34
UK,201611,33,40,2,36,200
ES,201611,18,8,2,4,21
SE,201611,38,4,1,1,8
BG,201611,39,22,0,22,205
FR,201611,39,25,2,20,89
UK,201611,24,30,1,19,82
ES,201611,34,18,6,7,41
SE,201611,33,109,0,104,921
PL,201611,09,44,15,23,118
SK,201611,35,1,1,0,1
PT,201611,66,2,0,0,4
HR,201611,60,17,9,4,29
HR,201611,90,29,15,10,65
HR,201611,79,39,6,27,120
UK,201611,80,32,4,23,278
