country,ym,cpv_division,n,sb,ge3,sum_offers
RO,201910,33,2108,279,1430,10637
SI,201910,33,44,41,2,69
UK,201910,85,74,37,18,158
CZ,201910,77,25,5,20,160
SI,201910,32,2,2,0,2
SK,201910,77,1,1,0,1
RO,201910,85,34,19,3,52
NO,201910,72,3,0,3,13
SI,201910,15,269,131,90,592
ES,201910,50,25,9,9,60
FR,201910,45,131,27,58,352
CZ,201910,33,24,16,5,37
DE,201910,38,10,9,0,11
RO,201910,45,86,56,26,170
SI,201910,64,5,5,0,5
FR,201910,50,80,4,70,1073
FR,201910,44,15,6,3,37
NL,201910,34,4,1,2,15
SK,201910,33,6,0,3,21
PL,201910,77,11,5,3,25
GR,201910,38,2,2,0,2
DE,201910,39,3,0,2,8
IT,201910,48,1,1,0,1
DE,201910,75,4,1,2,11
CZ,201910,24,20,12,1,29
GR,201910,09,14,13,0,15
PL,201910,30,28,15,6,57
DE,201910,48,5,4,1,7
BE,201910,45,30,0,25,85
RO,201910,64,136,30,0,242
PL,201910,43,1,1,0,1
NL,201910,72,1,0,1,4
GR,201910,79,1,0,1,4
DE,201910,09,4,1,2,10
DE,201910,45,70,4,53,314
RO,201910,30,98,42,35,276
FR,201910,43,3,2,0,4
DE,201910,80,15,2,9,47
LT,201910,43,1,0,1,3
FR,201910,77,14,2,11,50
SI,201910,30,17,17,0,17
SI,201910,18,10,10,0,10
CH,201910,71,2,0,0,4
PL,201910,45,4,0,3,14
HU,201910,90,2,1,1,5
RO,201910,15,385,84,202,1163
LU,201910,45,3,1,1,8
RO,201910,50,48,31,1,66
FR,201910,71,39,4,30,181
UK,201910,79,5,1,4,21
FR,201910,48,5,1,3,12
DE,201910,30,5,2,1,10
NO,201910,66,2,0,1,6
DE,201910,16,1,0,1,3
CZ,201910,31,1,0,1,7
DE,201910,90,43,26,15,136
RO,201910,14,8,0,5,26
PL,201910,38,22,18,1,27
UK,201910,33,18,1,17,167
CZ,201910,48,16,7,2,27
SK,201910,90,3,0,0,6
PL,201910,51,1,1,0,1
ES,201910,77,1,0,1,12
FR,201910,98,2,1,0,3
CZ,201910,30,174,130,26,261
FR,201910,09,4,0,1,11
SK,201910,48,1,0,1,3
CZ,201910,45,52,48,2,59
BG,201910,30,10,0,6,32
PL,201910,71,34,9,15,90
CZ,201910,79,62,54,2,78
PL,201910,72,4,2,1,8
RO,201910,72,265,71,1,460
