country,ym,cpv_division,n,sb,ge3,sum_offers
LV,201607,80,24,0,24,120
MT,201607,45,7,0,7,34
FR,201607,37,4,3,1,8
FR,201607,45,468,105,289,1805
UK,201607,45,125,2,115,2855
DE,201607,45,545,45,448,3228
DE,201607,38,25,12,7,48
DE,201607,39,37,9,25,130
DE,201607,44,22,6,13,90
LT,201607,45,7,1,5,33
AT,201607,45,23,0,20,124
PL,201607,45,85,4,75,599
BG,201607,71,29,7,21,117
BG,201607,45,65,23,34,191
BE,201607,45,14,0,12,55
CZ,201607,19,3,0,2,8
CZ,201607,45,98,25,69,490
CZ,201607,77,22,20,1,26
CZ,201607,33,50,20,18,114
SE,201607,45,127,3,115,1469
IT,201607,15,11,1,8,31
IT,201607,38,15,14,0,16
NL,201607,18,16,6,10,39
IT,201607,33,383,108,194,1932
NL,201607,48,38,6,20,112
IT,201607,30,11,3,5,28
HR,201607,15,26,1,25,124
PL,201607,42,108,25,47,259
PL,201607,33,5659,2761,1666,12795
PL,201607,30,125,26,58,401
PL,201607,32,19,3,11,57
RO,201607,33,1542,236,1053,10537
HR,201607,33,120,58,39,254
PL,201607,44,37,7,15,88
PL,201607,66,56,25,16,123
PL,201607,34,189,57,73,561
PL,201607,48,27,12,9,65
HR,201607,22,4,4,0,4
PL,201607,38,117,61,16,196
SE,201607,35,3,0,1,7
LT,201607,33,239,56,160,3152
LT,201607,39,11,0,9,36
LT,201607,44,10,5,5,23
PL,201607,43,118,22,63,380
LT,201607,48,11,8,1,15
UK,201607,31,115,1,109,2004
DE,201607,64,20,8,9,58
DE,201607,79,123,57,57,657
DE,201607,34,221,70,75,527
DE,201607,42,16,6,7,44
DE,201607,30,57,12,32,183
DE,201607,71,195,23,153,902
SE,201607,43,1,0,1,3
DE,201607,48,21,10,11,60
DE,201607,32,22,11,8,53
PT,201607,34,1,0,1,3
UK,201607,48,18,3,15,76
RO,201607,24,16,6,9,43
BG,201607,30,33,15,11,78
RO,201607,09,20,2,14,82
LV,201607,16,7,1,2,16
LV,201607,33,418,61,308,1983
BG,201607,38,11,7,1,16
BG,201607,15,38,7,23,125
GR,201607,34,9,4,3,21
BG,201607,09,8,1,6,34
BG,201607,33,248,35,202,4036
SE,201607,33,179,8,162,3837
ES,201607,34,32,18,11,83
NL,201607,44,8,2,5,20
EE,201607,34,2,0,1,5
NL,201607,34,51,11,36,175
IT,201607,09,34,3,31,133
ES,201607,33,189,85,81,996
IT,201607,31,9,5,3,17
PT,201607,33,17,10,7,38
NL,201607,39,38,0,30,150
NL,201607,32,24,1,19,100
NL,201607,30,49,2,41,249
PL,201607,35,30,18,10,60
IT,201607,72,22,7,5,48
IT,201607,66,59,12,35,200
BE,201607,22,9,1,4,35
IT,201607,55,35,5,26,186
IT,201607,90,98,25,53,443
IT,201607,80,17,2,13,58
UK,201607,85,470,217,176,1397
MT,201607,90,3,0,3,19
EE,201607,71,22,1,16,266
HR,201607,90,28,10,15,73
PL,201607,71,143,22,100,631
RO,201607,79,17,5,8,56
PL,201607,90,177,35,93,540
PL,201607,80,126,75,24,235
HR,201607,72,8,3,3,25
PL,201607,50,95,63,17,166
UK,201607,64,44,2,35,194
UK,201607,60,345,6,329,10970
SE,201607,72,27,3,24,234
SE,201607,79,67,3,61,659
RO,201607,50,38,24,8,67
SE,201607,60,5,1,1,11
DE,201607,72,37,14,14,112
DE,201607,98,10,0,9,56
SE,201607,71,80,8,67,675
LT,201607,50,3,2,0,4
LT,201607,71,33,8,21,178
DE,201607,90,377,15,334,3273
RO,201607,72,6,6,0,6
DE,201607,75,17,4,4,46
SE,201607,90,27,7,17,109
DE,201607,55,22,2,14,79
DE,201607,24,3,2,1,5
PT,201607,90,2,0,2,24
DE,201607,60,186,59,72,493
UK,201607,72,52,12,38,317
RO,201607,90,11,6,3,23
GR,201607,72,6,2,0,10
UK,201607,70,19,14,4,29
LV,201607,72,15,11,2,22
LV,201607,79,13,2,7,38
ES,201607,71,320,0,320,3513
SE,201607,44,10,0,7,38
BE,201607,72,4,0,3,17
UK,201607,79,247,0,241,4380
NL,201607,55,4,1,2,13
BG,201607,79,26,5,19,106
NL,201607,79,96,25,64,858
NL,201607,90,123,11,111,750
IT,201607,50,40,6,17,196
NL,201607,16,7,2,5,33
UK,201607,90,61,9,41,470
UK,201607,50,178,6,168,12325
RO,201607,73,1,1,0,1
IT,201607,34,30,14,11,86
RO,201607,45,18,2,10,63
IT,201607,24,19,13,3,29
IE,201607,31,2,0,0,4
FR,201607,38,13,6,3,23
RO,201607,42,6,2,2,18
PL,201607,09,70,21,39,248
RO,201607,34,22,5,11,71
PL,201607,24,63,19,39,1476
BG,201607,14,1,0,0,2
BG,201607,39,15,3,9,41
