country,ym,cpv_division,n,sb,ge3,sum_offers
PL,201505,55,87,8,71,495
PL,201505,22,57,3,51,314
PT,201505,50,101,98,3,114
BE,201505,34,130,24,102,826
BE,201505,45,22,1,21,128
FR,201505,45,638,52,524,4235
FR,201505,31,46,6,29,154
SK,201505,45,6,1,4,31
SE,201505,45,52,2,42,300
MT,201505,45,6,0,6,35
DE,201505,45,646,47,555,4569
AT,201505,33,25,2,17,167
AT,201505,45,77,5,71,547
FR,201505,34,96,15,56,318
BG,201505,45,43,11,26,247
BG,201505,71,18,1,11,68
PL,201505,45,158,16,117,835
FI,201505,45,15,0,11,67
UK,201505,45,241,16,217,2274
IT,201505,45,52,13,36,590
ES,201505,45,30,2,26,444
CZ,201505,45,87,38,47,360
DE,201505,70,2,0,2,12
NL,201505,98,11,2,8,94
CZ,201505,38,69,26,12,128
NL,201505,33,6,2,2,16
FR,201505,30,104,14,70,394
HR,201505,30,3,1,2,13
BE,201505,19,5,0,5,21
BE,201505,38,12,0,12,57
HR,201505,15,4,0,2,13
BE,201505,33,54,10,31,185
BE,201505,39,18,1,14,83
BE,201505,65,1,0,1,3
BE,201505,15,16,2,10,48
FR,201505,39,175,21,132,1180
SI,201505,30,4,0,4,15
SI,201505,15,104,7,76,382
FR,201505,50,185,60,94,710
SK,201505,42,66,2,40,178
SK,201505,30,16,5,9,56
FR,201505,33,688,50,594,16283
EE,201505,37,1,1,0,1
EE,201505,39,14,1,10,66
PL,201505,33,5054,2603,1464,10745
PL,201505,18,34,17,9,62
FR,201505,32,39,3,32,142
PL,201505,30,219,67,101,616
PL,201505,38,200,139,15,295
SE,201505,15,48,4,39,225
PL,201505,09,119,21,79,370
SE,201505,34,15,1,10,47
SE,201505,92,10,1,8,177
SE,201505,24,3,1,2,9
SE,201505,39,12,2,8,46
LV,201505,31,6,1,3,16
LV,201505,39,7,5,2,11
SE,201505,44,22,0,22,131
SE,201505,33,77,0,77,1542
SE,201505,42,4,2,0,6
SE,201505,48,15,0,14,121
BG,201505,09,15,11,4,30
BG,201505,30,22,6,12,55
DK,201505,30,2,0,2,8
BG,201505,48,5,2,2,16
DE,201505,39,28,1,24,126
DE,201505,80,26,4,21,122
DE,201505,44,42,7,30,226
PT,201505,33,3,0,0,6
DE,201505,42,24,10,11,81
DE,201505,33,217,61,110,747
DE,201505,43,6,1,2,16
BG,201505,60,4,3,1,6
