country,ym,cpv_division,n,sb,ge3,sum_offers
BG,201708,45,18,1,14,97
NL,201708,77,4,1,1,9
UK,201708,33,4,2,1,8
FR,201708,45,150,9,115,703
CZ,201708,71,6,1,3,19
LV,201708,77,2,2,0,2
UK,201708,85,26,11,12,75
NL,201708,48,3,0,2,8
PL,201708,33,396,204,107,777
DE,201708,09,13,1,9,73
UK,201708,55,2,0,2,21
FR,201708,71,30,1,23,227
PL,201708,71,13,2,8,49
DE,201708,90,74,10,51,508
ES,201708,79,6,1,4,19
FR,201708,90,35,8,18,118
DE,201708,45,161,16,126,803
AT,201708,45,22,3,16,106
BG,201708,09,4,2,1,7
IT,201708,24,1,1,0,1
FR,201708,42,10,0,9,45
FR,201708,50,18,6,8,42
PL,201708,31,4,2,2,10
DE,201708,48,10,6,2,18
SI,201708,55,1,1,0,1
DE,201708,32,10,2,8,104
BG,201708,18,10,3,3,28
BG,201708,48,1,1,0,1
NL,201708,09,2,0,2,14
HR,201708,80,18,9,4,31
CZ,201708,45,11,0,9,71
GR,201708,09,2,2,0,2
UK,201708,60,29,17,7,66
FR,201708,31,12,1,8,41
BG,201708,31,1,0,1,4
IT,201708,85,14,6,6,62
PL,201708,45,15,9,6,45
IT,201708,60,9,1,2,19
IT,201708,34,8,3,3,26
ES,201708,80,8,0,8,56
PL,201708,30,57,26,4,92
FI,201708,48,2,0,1,5
FR,201708,03,10,1,7,49
CY,201708,72,1,0,0,2
CZ,201708,33,21,8,9,46
FR,201708,79,24,3,20,174
LT,201708,45,1,0,1,5
FR,201708,30,23,0,23,176
SI,201708,09,2,0,1,8
NO,201708,45,1,0,1,5
BG,201708,50,9,4,2,19
GR,201708,90,1,0,1,6
BG,201708,22,5,4,1,8
AT,201708,39,1,0,1,5
ES,201708,33,9,5,0,13
NL,201708,63,2,0,2,8
IT,201708,43,1,0,1,4
LV,201708,34,4,2,1,7
BG,201708,30,10,6,4,24
SE,201708,72,3,1,1,9
ES,201708,71,39,1,38,350
IT,201708,77,1,0,1,7
IT,201708,33,161,16,109,540
DE,201708,79,16,1,14,112
FR,201708,09,11,2,5,29
IT,201708,50,4,4,0,4
BG,201708,34,6,4,2,12
CH,201708,71,3,0,3,9
DE,201708,44,7,0,5,53
DE,201708,42,2,1,0,3
SE,201708,71,15,1,11,80
IT,201708,45,5,0,3,25
NL,201708,79,51,4,37,366
FI,201708,45,10,1,9,54
SE,201708,50,1,1,0,1
BG,201708,33,32,7,24,705
FR,201708,33,64,5,58,1489
IT,201708,48,2,0,1,6
