country,ym,cpv_division,n,sb,ge3,sum_offers
LV,202001,79,120,0,120,960
BE,202001,80,322,288,0,356
BE,202001,79,52,0,4,116
DE,202002,45,1115,108,859,7147
AT,202002,45,54,2,48,237
SE,202002,45,177,3,160,1151
IT,202002,45,55,3,48,1220
FR,202002,45,1061,159,657,5188
PT,202002,45,20,1,14,74
DE,202002,44,24,3,16,115
LU,202002,45,13,2,8,45
PL,202002,45,125,37,68,446
ES,202002,45,41,4,37,406
HU,202002,45,54,14,26,135
BE,202002,45,47,4,38,184
CZ,202002,45,38,11,24,192
SI,202002,45,6,0,6,25
DE,202002,33,150,98,35,345
IT,202002,33,528,111,304,2328
DE,202002,34,283,144,78,757
DE,202002,38,44,31,6,67
ES,202002,33,754,279,392,4736
SE,202002,33,141,8,121,3196
SE,202002,34,48,8,33,303
ES,202002,44,55,11,27,208
ES,202002,09,60,14,36,203
BG,202002,38,16,11,3,25
ES,202002,24,10,3,5,26
ES,202002,38,42,26,6,67
SE,202002,22,12,0,12,100
RO,202002,15,1932,493,983,7264
BG,202002,39,27,2,19,108
BG,202002,33,186,26,142,3019
BG,202002,65,4,1,1,9
IT,202002,42,13,3,6,34
PT,202002,44,4,1,0,7
PT,202002,33,102,48,47,370
ES,202002,39,20,6,11,97
FR,202002,09,65,22,22,169
SE,202002,43,4,3,1,8
LV,202002,30,21,6,4,41
FR,202002,38,74,19,44,200
LT,202002,39,8,1,3,20
LV,202002,03,10,0,3,26
HR,202002,33,466,92,172,1141
FR,202002,44,104,29,46,287
HR,202002,35,13,6,1,24
HR,202002,18,4,3,0,5
HR,202002,42,6,5,0,7
HR,202002,34,22,9,8,54
LT,202002,34,16,4,12,51
LT,202002,33,189,47,117,1667
PL,202002,33,5849,3175,1443,11207
FR,202002,34,312,124,104,726
PT,202002,24,2,0,2,10
LT,202002,09,9,1,4,24
PL,202002,09,147,95,31,266
LT,202002,15,64,3,49,186
EE,202002,35,1,0,0,2
EE,202002,33,154,33,90,614
DK,202002,34,7,2,3,19
PL,202002,34,81,40,25,167
ES,202002,48,145,11,128,4750
CZ,202002,09,40,9,15,181
ES,202002,32,19,5,6,45
RO,202002,16,14,12,0,16
RO,202002,09,135,44,56,323
RO,202002,33,9848,2678,5286,49538
RO,202002,03,243,22,139,1212
RO,202002,45,208,151,39,469
FR,202002,30,179,30,100,561
FI,202002,22,6,0,5,74
IE,202002,34,6,3,3,14
FR,202002,33,630,55,518,20832
DE,202002,09,39,8,20,123
FR,202002,48,30,9,14,81
DE,202002,39,73,17,42,289
DE,202002,30,84,15,42,270
DE,202002,15,15,1,10,46
FR,202002,31,50,10,22,137
BG,202002,09,120,68,46,274
FR,202002,39,157,33,98,547
DE,202002,32,38,4,27,343
AT,202002,30,1,0,0,2
DE,202002,48,52,29,19,109
DE,202002,72,74,27,38,235
FR,202002,22,61,7,44,209
DE,202002,42,32,19,9,76
ES,202002,15,80,30,20,176
DE,202002,31,19,12,3,33
DE,202002,22,12,3,7,376
LT,202002,48,5,2,1,9
