country,ym,cpv_division,n,sb,ge3,sum_offers
BE,201702,45,106,52,52,333
DE,201702,45,583,38,466,3304
FR,201702,45,1379,115,1098,25039
CZ,201702,45,32,2,26,196
UK,201702,45,427,17,391,2957
NL,201702,45,51,6,37,174
AT,201702,45,95,2,82,512
PL,201702,45,55,10,38,259
DE,201702,42,22,9,9,58
IT,201702,45,35,3,31,581
DE,201702,33,138,53,61,377
FI,201702,45,24,1,20,171
DE,201702,44,30,1,19,154
FR,201702,31,58,13,28,155
PL,201702,33,9215,4096,3178,20925
CZ,201702,30,50,33,11,99
PL,201702,30,97,41,31,249
FR,201702,19,57,7,40,215
FR,201702,72,86,31,43,469
FI,201702,03,3,0,2,16
PL,201702,39,26,5,12,66
PL,201702,35,16,6,6,34
BG,201702,34,36,19,8,77
PL,201702,09,140,69,43,284
DE,201702,34,156,59,53,353
PL,201702,24,45,4,34,190
FR,201702,34,232,75,102,874
DE,201702,38,36,19,7,64
BG,201702,09,148,75,61,428
FR,201702,30,145,19,108,622
FR,201702,33,826,126,606,23869
BG,201702,33,275,23,243,3673
CZ,201702,33,71,39,17,133
CZ,201702,34,61,13,22,341
FR,201702,44,197,48,96,586
FR,201702,38,37,4,25,124
FR,201702,39,223,31,156,946
FR,201702,18,51,3,39,235
UK,201702,32,16,0,16,165
FR,201702,15,396,65,259,1484
FR,201702,03,96,7,70,372
UK,201702,39,30,0,29,229
FR,201702,37,19,3,12,54
ES,201702,50,118,47,61,525
ES,201702,34,29,10,16,86
SI,201702,24,10,0,10,100
FR,201702,48,49,19,20,164
SI,201702,33,84,32,42,507
SI,201702,22,6,5,1,11
UK,201702,38,30,6,13,80
ES,201702,35,13,3,8,35
SI,201702,30,15,5,5,97
HU,201702,34,14,1,12,52
FR,201702,22,75,13,49,249
HU,201702,30,4,0,4,31
PL,201702,42,73,32,30,263
FR,201702,55,64,11,47,711
FR,201702,32,35,11,13,89
ES,201702,30,22,2,16,112
PL,201702,38,76,29,22,161
ES,201702,09,34,5,25,128
SK,201702,34,1,0,0,2
DK,201702,33,54,9,31,199
NL,201702,38,8,6,1,14
BG,201702,50,40,19,15,90
NL,201702,35,4,0,3,11
FR,201702,42,64,15,41,286
IT,201702,33,495,151,237,1879
DE,201702,31,34,18,12,77
IT,201702,39,8,2,5,28
DE,201702,35,13,2,9,39
SE,201702,30,16,2,14,67
DE,201702,30,58,13,37,206
DE,201702,55,13,1,10,55
IT,201702,09,20,1,19,93
NL,201702,30,12,0,11,44
PT,201702,30,6,1,5,38
PT,201702,33,33,15,14,185
PL,201702,31,48,8,33,161
BG,201702,44,10,3,5,25
PT,201702,34,3,0,3,14
DE,201702,90,200,13,171,1817
BG,201702,66,4,0,3,18
CZ,201702,35,2,0,2,7
DE,201702,71,216,34,153,936
DE,201702,72,114,21,29,269
FR,201702,71,430,28,368,2979
CZ,201702,71,54,4,40,255
DE,201702,79,157,19,118,4446
CZ,201702,79,35,20,11,83
FI,201702,90,28,2,23,223
PL,201702,79,116,30,60,371
FI,201702,32,3,2,0,4
PL,201702,77,504,347,60,777
PL,201702,71,81,16,53,294
FR,201702,60,80,24,32,205
PL,201702,90,240,108,85,555
FI,201702,72,25,4,18,171
FI,201702,77,36,0,36,307
BG,201702,71,60,27,29,225
FR,201702,35,29,4,15,84
FR,201702,79,300,32,225,1590
FR,201702,66,325,51,185,972
FR,201702,50,235,61,119,653
FR,201702,85,66,22,24,153
UK,201702,34,59,7,46,411
UK,201702,73,9,1,5,28
UK,201702,85,712,244,376,5328
FR,201702,77,164,29,110,602
IE,201702,72,6,1,4,30
UK,201702,60,148,22,114,1674
PL,201702,32,7,2,1,13
UK,201702,79,164,6,144,1350
ES,201702,90,115,11,84,530
FR,201702,90,261,45,165,1256
UK,201702,77,19,1,15,146
SI,201702,71,78,2,55,265
SI,201702,79,8,0,8,155
SI,201702,45,19,0,15,263
PL,201702,72,35,17,14,87
SI,201702,85,2,2,0,2
FR,201702,98,24,1,15,96
HU,201702,70,1,1,0,1
FR,201702,09,49,8,31,147
SI,201702,72,9,6,2,35
SI,201702,77,11,0,9,111
HU,201702,79,11,6,3,23
UK,201702,15,27,0,26,110
HU,201702,72,10,7,1,14
ES,201702,79,54,7,45,573
NL,201702,79,73,10,59,360
PL,201702,60,52,17,18,112
SE,201702,79,200,4,190,2740
DK,201702,90,10,0,10,32
IT,201702,98,11,2,8,63
IT,201702,85,32,7,16,121
IT,201702,79,29,11,14,98
DK,201702,55,48,1,47,777
UK,201702,31,18,3,12,54
DK,201702,50,3,0,2,12
IT,201702,44,26,9,12,68
IT,201702,90,66,13,40,258
FR,201702,64,39,12,16,111
IT,201702,80,5,3,2,20
AT,201702,85,1,0,0,2
UK,201702,66,50,2,46,293
AT,201702,72,3,1,2,8
DE,201702,60,67,14,36,235
IE,201702,90,10,0,10,58
BG,201702,98,3,2,0,4
DE,201702,66,1,1,0,1
NL,201702,34,16,0,13,59
DE,201702,50,87,19,50,256
PL,201702,50,223,156,26,332
NL,201702,77,17,0,17,135
DE,201702,98,14,1,13,77
IT,201702,50,27,15,8,62
FR,201702,14,14,2,7,43
IT,201702,24,16,3,11,45
DE,201702,77,98,2,76,356
IT,201702,60,16,6,7,41
SE,201702,90,45,1,36,312
IT,201702,72,33,21,9,57
BG,201702,30,33,5,19,130
BG,201702,64,1,1,0,1
PT,201702,90,6,0,5,29
FI,201702,50,6,1,5,24
FI,201702,70,5,0,5,23
CZ,201702,77,68,13,54,506
DE,201702,64,19,14,2,27
DE,201702,80,264,95,104,676
FI,201702,98,24,1,22,172
FI,201702,85,16,1,13,118
ES,201702,55,5,0,4,19
ES,201702,80,14,0,12,108
CZ,201702,44,6,5,1,8
PL,201702,18,5,2,1,9
HU,201702,42,1,0,0,2
HU,201702,38,4,3,0,5
CZ,201702,18,9,6,1,16
PL,201702,44,46,20,8,80
BG,201702,31,6,3,3,18
BG,201702,42,6,2,3,19
CZ,201702,38,31,9,12,67
CZ,201702,50,21,9,10,60
CZ,201702,31,6,1,4,32
SI,201702,60,27,2,19,104
DK,201702,65,13,3,5,31
IT,201702,15,41,11,20,113
PL,201702,55,72,29,26,202
EE,201702,45,2,0,2,13
LT,201702,45,3,0,3,18
BE,201702,31,13,4,1,27
BG,201702,45,25,3,16,86
HR,201702,33,330,219,60,531
HR,201702,39,26,4,11,70
HR,201702,09,40,2,34,164
UK,201702,30,22,0,20,258
GR,201702,48,1,1,0,1
CY,201702,33,58,18,31,371
GR,201702,42,3,2,1,6
LV,201702,30,52,1,50,672
LT,201702,33,2434,49,2253,16692
LV,201702,33,690,215,230,3827
LT,201702,48,33,13,8,64
LV,201702,35,8,3,2,15
LV,201702,37,4,0,3,14
HR,201702,38,2,2,0,2
LV,201702,18,60,40,11,115
EE,201702,39,2,0,2,10
LV,201702,03,12,1,11,91
EE,201702,30,11,0,9,48
BE,201702,30,16,2,10,52
