country,ym,cpv_division,n,sb,ge3,sum_offers
LU,201909,85,24,0,0,48
BE,201909,22,24,24,0,24
SK,201909,79,25,0,25,79
FR,201909,45,1515,223,973,7052
HU,201909,45,33,1,23,113
SE,201909,45,104,12,88,651
CZ,201909,45,46,11,29,163
ES,201909,45,72,1,64,814
DE,201909,45,951,140,633,4085
FR,201909,44,161,28,101,525
BG,201909,71,110,63,27,248
PT,201909,45,6,1,4,30
FR,201909,09,128,13,89,423
NL,201909,45,36,2,23,160
ES,201909,92,31,7,17,141
BE,201909,45,41,6,25,136
IE,201909,45,15,1,14,95
AT,201909,45,103,6,82,1142
PL,201909,45,117,22,67,389
DE,201909,39,66,10,43,292
SI,201909,45,11,6,4,21
RO,201909,45,238,148,46,432
HR,201909,45,21,1,15,69
IT,201909,45,110,6,103,1142
BG,201909,45,124,37,70,417
DE,201909,33,350,133,175,1233
UK,201909,33,67,16,44,458
SK,201909,34,2,2,0,2
UK,201909,35,35,4,30,516
GR,201909,33,160,21,112,1127
PL,201909,33,5468,3173,1258,10758
LT,201909,33,289,45,207,2413
PL,201909,30,210,67,85,575
SK,201909,33,44,23,10,75
PL,201909,18,20,9,5,41
SE,201909,39,43,2,29,157
LT,201909,43,5,0,4,14
BG,201909,34,46,19,15,118
BG,201909,09,53,36,4,80
FR,201909,39,197,49,102,532
FR,201909,15,306,74,152,868
PL,201909,48,71,28,25,162
SK,201909,30,13,1,12,40
IT,201909,32,9,5,3,24
ES,201909,30,169,10,148,1859
ES,201909,33,742,248,386,3492
GR,201909,34,31,18,7,76
IT,201909,30,17,6,10,56
GR,201909,39,4,0,4,20
SE,201909,30,15,2,12,71
HU,201909,09,17,1,16,68
PL,201909,42,80,25,40,220
HU,201909,33,149,68,34,304
UK,201909,34,102,6,90,641
PL,201909,37,13,10,2,18
ES,201909,44,59,19,27,180
CZ,201909,39,40,15,17,98
LU,201909,33,1,1,0,1
CZ,201909,48,18,9,7,41
BG,201909,33,320,91,211,3463
CZ,201909,33,230,117,62,507
BG,201909,38,36,19,9,73
PL,201909,44,128,14,84,402
CZ,201909,73,53,2,2,108
CZ,201909,32,33,20,6,54
PL,201909,34,385,44,304,1910
UK,201909,09,18,1,15,84
UK,201909,44,122,77,39,485
FR,201909,30,78,14,50,282
DE,201909,38,81,53,13,132
RO,201909,33,7391,1741,4196,40687
FR,201909,31,41,17,11,95
RO,201909,15,1042,240,585,3531
RO,201909,38,20,9,5,54
RO,201909,34,105,27,63,1067
SI,201909,33,254,150,81,735
SI,201909,15,703,326,225,1649
RO,201909,09,75,29,27,186
SI,201909,30,56,16,35,174
FR,201909,42,53,15,22,151
PL,201909,38,81,55,7,115
