country,ym,cpv_division,n,sb,ge3,sum_offers
BE,201805,71,59,37,12,131
PT,201805,64,24,24,0,24
BE,201805,79,277,26,224,1492
DE,201805,45,1028,113,734,4787
FR,201805,45,1651,210,1151,8586
FI,201805,45,67,3,59,460
BG,201805,45,182,31,113,766
PT,201805,45,14,0,13,113
AT,201805,45,76,4,63,473
FR,201805,42,38,3,28,180
LU,201805,32,1,0,1,4
FR,201805,34,210,95,71,460
DE,201805,32,36,11,24,109
DE,201805,50,31,10,12,84
UK,201805,50,43,10,17,188
DE,201805,44,54,8,36,241
SE,201805,45,160,14,126,928
ES,201805,45,90,13,67,635
CZ,201805,45,54,10,37,220
UK,201805,44,14,1,9,54
PL,201805,45,148,22,87,471
DE,201805,48,47,19,16,105
DE,201805,39,75,20,45,336
DE,201805,33,584,117,365,2671
UK,201805,45,181,24,151,1384
HR,201805,33,299,38,120,825
PL,201805,33,5889,3206,1513,14815
FI,201805,34,16,3,12,78
FR,201805,33,571,102,389,8962
BG,201805,30,35,9,19,105
FR,201805,30,101,13,68,388
FI,201805,48,7,1,6,27
UK,201805,48,27,8,18,90
DE,201805,38,41,23,8,70
DE,201805,34,274,95,90,1792
CZ,201805,42,17,9,4,45
FI,201805,33,40,5,33,205
BG,201805,15,36,9,13,84
CZ,201805,09,25,8,14,153
PL,201805,34,90,36,29,197
HU,201805,48,9,4,4,44
NL,201805,22,30,7,6,71
LT,201805,34,13,2,5,31
CZ,201805,30,33,11,7,76
FR,201805,48,52,9,24,162
CZ,201805,31,27,15,10,66
BG,201805,33,296,62,200,4946
IT,201805,33,636,201,311,3086
LT,201805,33,461,104,268,3760
CZ,201805,33,154,95,21,243
PT,201805,34,27,13,12,74
PL,201805,09,91,31,38,226
NL,201805,34,29,9,15,83
LV,201805,30,2,0,1,8
SE,201805,18,33,2,29,201
SE,201805,14,8,3,5,28
DK,201805,39,5,0,4,21
SE,201805,37,11,0,9,54
ES,201805,33,378,149,163,1260
ES,201805,38,23,10,12,56
LV,201805,38,21,12,3,36
EE,201805,33,149,11,84,786
SE,201805,22,9,4,3,21
BE,201805,38,11,4,3,21
BE,201805,14,1,0,0,2
AT,201805,31,3,0,3,16
UK,201805,38,27,4,16,518
PL,201805,42,46,21,13,89
UK,201805,09,24,0,20,116
IE,201805,42,5,0,3,23
UK,201805,42,13,2,8,37
FR,201805,31,66,19,29,188
FR,201805,44,115,10,70,374
FR,201805,39,279,38,163,929
PL,201805,39,76,19,45,285
PT,201805,30,21,1,16,155
FI,201805,24,5,0,5,19
FR,201805,38,35,12,15,93
FR,201805,22,49,6,31,157
HR,201805,03,1,1,0,1
SK,201805,33,28,4,18,120
PL,201805,03,47,19,10,86
PL,201805,30,149,60,43,345
FR,201805,03,62,15,33,183
DE,201805,65,8,0,4,27
HR,201805,22,1,1,0,1
SE,201805,44,16,0,15,56
DE,201805,30,98,15,58,288
PL,201805,48,15,7,6,30
IT,201805,34,92,35,35,222
HR,201805,09,9,5,3,21
IT,201805,51,3,0,3,10
SE,201805,33,132,5,121,1234
FR,201805,09,103,10,71,376
SE,201805,32,8,0,7,34
CY,201805,33,11,6,1,18
DE,201805,72,77,26,39,242
DE,201805,31,31,3,20,105
ES,201805,34,60,5,45,262
ES,201805,32,13,0,10,76
NL,201805,16,1,0,0,2
MT,201805,48,3,0,3,15
NL,201805,42,6,0,4,25
NL,201805,64,7,3,1,17
ES,201805,51,3,1,1,13
ES,201805,31,15,6,9,55
CZ,201805,38,109,71,15,171
ES,201805,44,14,2,11,57
IT,201805,42,19,3,12,52
CZ,201805,18,16,14,2,21
SE,201805,34,27,5,18,79
CZ,201805,48,26,14,6,54
GR,201805,09,57,46,4,81
DE,201805,35,35,13,21,170
UK,201805,33,153,10,133,1908
FR,201805,15,285,77,140,793
BG,201805,71,79,29,47,427
FR,201805,72,103,35,49,377
FI,201805,50,7,1,6,24
HR,201805,71,12,7,3,20
CZ,201805,77,167,34,113,625
DE,201805,71,329,57,201,1721
PL,201805,71,212,64,75,575
FR,201805,90,328,61,193,1247
HR,201805,34,18,4,9,52
UK,201805,90,63,7,49,430
PL,201805,72,74,38,18,142
FR,201805,71,459,22,389,2738
CZ,201805,90,28,3,21,142
BG,201805,90,34,28,6,60
FR,201805,79,360,64,263,2364
NL,201805,79,127,10,101,943
FR,201805,50,319,65,193,1078
FR,201805,77,208,47,117,682
FR,201805,85,29,14,7,54
DE,201805,73,6,2,1,11
UK,201805,85,979,326,527,19873
IT,201805,90,91,40,36,259
LT,201805,72,14,9,0,19
NL,201805,71,27,3,19,116
ES,201805,64,23,5,4,46
ES,201805,72,58,22,21,140
ES,201805,79,62,15,38,297
BG,201805,50,74,23,42,223
PL,201805,90,193,59,85,557
PT,201805,71,12,1,11,112
PL,201805,79,199,70,78,776
PT,201805,42,5,1,3,13
ES,201805,98,12,6,5,28
PT,201805,66,8,2,5,28
PL,201805,85,36,21,6,77
DK,201805,77,9,0,9,63
DK,201805,66,12,1,10,41
LV,201805,72,13,7,6,49
ES,201805,50,119,38,64,437
PL,201805,77,225,103,62,523
ES,201805,71,88,10,68,711
DK,201805,90,166,27,95,535
SE,201805,71,129,10,113,955
SE,201805,79,154,6,130,1611
ES,201805,66,24,11,8,56
LV,201805,77,8,0,0,16
CZ,201805,64,48,1,47,144
IE,201805,38,2,0,1,7
UK,201805,75,18,4,11,68
UK,201805,60,341,108,166,1161
DE,201805,79,232,13,211,1912
IE,201805,66,5,0,4,38
UK,201805,92,35,1,31,134
UK,201805,98,28,6,16,150
UK,201805,72,27,7,19,137
UK,201805,66,60,6,41,199
UK,201805,77,27,4,22,122
UK,201805,71,81,4,72,1026
FR,201805,65,17,2,15,85
FR,201805,64,70,12,41,215
FR,201805,32,56,4,32,170
HR,201805,50,17,11,4,33
NL,201805,48,25,7,8,57
DE,201805,60,174,16,132,911
FR,201805,51,7,3,1,14
SK,201805,60,1,0,1,3
SK,201805,72,17,10,3,28
DE,201805,90,372,21,321,3603
NL,201805,77,39,1,35,212
ES,201805,90,89,9,63,449
FR,201805,80,131,12,80,1626
IT,201805,72,14,3,7,44
SE,201805,90,70,25,34,245
ES,201805,77,35,4,31,233
DE,201805,75,25,7,10,80
PL,201805,60,79,62,10,121
FI,201805,72,15,3,11,60
IT,201805,98,36,8,24,169
HR,201805,90,5,4,1,8
IT,201805,77,27,3,23,176
UK,201805,79,430,247,150,3055
DE,201805,55,25,6,17,98
SE,201805,50,25,0,20,170
SE,201805,48,11,4,3,23
IT,201805,71,63,4,53,743
ES,201805,63,13,2,8,42
LT,201805,71,21,1,18,101
PL,201805,50,127,77,25,226
IT,201805,85,78,49,22,277
CZ,201805,71,47,9,31,195
IT,201805,79,50,8,36,243
PL,201805,64,151,6,141,904
ES,201805,80,93,12,69,278
UK,201805,39,13,1,12,60
SE,201805,35,3,0,2,12
UK,201805,35,4,1,2,11
SE,201805,66,18,2,8,91
NL,201805,90,45,5,35,218
CY,201805,79,2,0,1,7
UK,201805,55,25,0,21,134
FR,201805,60,122,28,55,333
ES,201805,55,11,3,6,44
FI,201805,85,120,2,118,9177
DE,201805,80,77,21,40,276
PL,201805,80,200,134,38,365
BG,201805,31,45,4,36,225
HU,201805,34,31,16,11,65
PT,201805,31,3,0,3,15
PL,201805,43,46,34,4,63
CY,201805,24,1,0,1,3
SK,201805,48,3,2,0,4
SK,201805,31,1,0,0,2
PL,201805,44,107,24,39,252
UK,201805,80,87,11,57,624
SK,201805,50,4,3,0,5
RO,201805,33,1898,453,1083,8150
PT,201805,09,21,1,17,103
ES,201805,30,45,2,38,245
RO,201805,09,27,9,12,80
RO,201805,18,8,3,2,17
RO,201805,15,144,8,106,525
RO,201805,48,14,5,7,36
LT,201805,18,1,1,0,1
ES,201805,09,85,7,62,358
RO,201805,24,7,3,4,19
RO,201805,90,29,11,8,65
PT,201805,63,3,0,3,24
ES,201805,60,30,11,16,123
RO,201805,71,46,12,21,135
RO,201805,50,290,245,20,537
RO,201805,60,10,4,3,37
RO,201805,80,2,2,0,2
RO,201805,77,244,163,39,396
PL,201805,66,40,18,14,86
ES,201805,92,17,3,10,57
IT,201805,45,50,5,41,621
RO,201805,34,27,10,10,64
RO,201805,76,2,1,0,3
RS,201805,71,1,1,0,1
NO,201805,45,56,14,35,217
IS,201805,39,1,1,0,1
NO,201805,39,14,1,11,49
NO,201805,15,13,4,6,44
NO,201805,33,28,2,21,113
NO,201805,48,5,0,1,12
NO,201805,50,2,1,0,3
NO,201805,42,2,0,2,7
NO,201805,90,22,2,16,92
NO,201805,79,26,0,23,258
NO,201805,71,42,1,39,303
NO,201805,73,9,4,2,17
NO,201805,63,2,0,2,8
NO,201805,31,4,2,0,6
CH,201805,45,108,3,93,587
CH,201805,30,9,0,8,36
CH,201805,77,3,0,2,14
CH,201805,71,47,1,46,317
CH,201805,79,13,0,11,86
CH,201805,34,8,4,2,22
CH,201805,90,14,0,10,105
SI,201804,79,242,2,240,2282
HU,201804,79,24,24,0,24
DE,201804,72,25,1,24,145
LU,201804,71,24,0,24,96
BE,201805,45,33,4,22,132
DE,201805,51,5,2,2,12
NL,201805,09,10,1,3,25
BG,201805,34,27,15,8,68
BG,201805,38,11,4,7,60
NL,201805,30,49,28,15,95
PT,201805,39,2,1,1,5
HU,201805,38,32,16,8,64
LV,201805,18,2,1,1,6
CZ,201805,39,43,25,14,102
LV,201805,42,7,2,4,17
CZ,201805,34,34,17,6,73
CZ,201805,16,7,3,2,18
DK,201805,37,6,0,6,39
SK,201805,30,6,0,5,21
CZ,201805,50,13,7,2,21
DK,201805,33,64,9,47,434
SK,201805,34,18,5,9,48
LV,201805,33,84,16,49,541
DE,201805,22,38,4,34,2865
SI,201804,15,714,382,162,1328
DE,201805,18,12,6,2,20
SI,201804,33,4,2,2,92
GR,201805,22,3,0,3,15
EE,201805,32,8,0,7,51
PT,201805,24,9,0,4,22
