country,ym,cpv_division,n,sb,ge3,sum_offers
ES,201901,45,4,0,2,18
PL,201901,77,74,52,5,103
DE,201901,79,104,4,98,741
PL,201901,50,27,16,2,41
DE,201901,90,65,12,48,499
DE,201901,77,1,0,1,7
PT,201901,66,3,1,2,13
BG,201901,71,9,3,6,38
ES,201901,48,5,3,2,17
SI,201901,90,27,27,0,27
FR,201901,50,107,11,71,389
PT,201901,15,5,0,3,18
IT,201901,79,9,4,3,31
FR,201901,72,17,5,9,50
PL,201901,33,648,296,200,1351
NL,201901,79,16,1,13,208
NL,201901,72,3,1,1,8
NL,201901,90,3,0,1,8
HU,201901,34,6,2,3,13
CZ,201901,50,17,16,1,26
FR,201901,79,50,7,25,153
FR,201901,45,330,37,218,1325
FR,201901,66,120,20,73,357
SI,201901,30,154,132,15,823
CZ,201901,30,264,101,63,800
CZ,201901,71,12,3,7,29
ES,201901,79,13,1,9,70
DE,201901,45,74,8,60,369
UK,201901,85,134,50,61,380
DE,201901,22,51,48,3,60
UK,201901,31,3,1,1,6
FR,201901,09,45,7,30,137
FR,201901,90,54,11,25,163
NL,201901,45,4,1,2,9
SI,201901,33,212,201,7,318
AT,201901,45,6,0,6,32
FR,201901,55,26,8,17,113
SE,201901,63,1,0,1,3
SI,201901,15,1691,1008,407,3138
UK,201901,79,26,6,16,232
SI,201901,44,9,8,0,10
CZ,201901,90,82,57,22,185
DE,201901,33,30,22,3,41
FR,201901,71,81,6,66,509
FR,201901,34,19,5,10,49
CZ,201901,33,430,251,76,865
CH,201901,45,30,7,21,125
BG,201901,50,5,2,2,10
CZ,201901,80,22,19,2,30
SI,201901,66,12,12,0,12
FR,201901,03,5,1,3,18
DE,201901,60,3,1,1,6
ES,201901,77,4,3,1,12
LV,201901,09,9,3,4,21
LT,201901,33,65,19,43,1203
FR,201901,64,4,0,2,12
IT,201901,35,1,1,0,1
DE,201901,72,84,40,29,209
UK,201901,45,32,0,30,278
CZ,201901,79,95,61,10,175
SI,201901,72,7,7,0,7
HR,201901,71,6,0,4,24
PL,201901,65,2,2,0,2
ES,201901,33,24,11,9,80
FR,201901,32,9,3,3,20
IT,201901,50,19,14,2,26
PL,201901,60,3,2,1,6
DK,201901,38,1,0,0,2
PL,201901,45,82,13,57,407
FR,201901,42,11,1,8,46
DE,201901,80,46,6,32,329
SI,201901,60,49,16,27,863
FR,201901,33,26,1,24,600
PL,201901,09,33,25,2,45
FR,201901,48,13,1,8,48
BG,201901,34,16,1,15,76
FR,201901,18,15,4,7,44
CZ,201901,22,4,1,0,7
CZ,201901,48,10,5,3,20
CZ,201901,09,13,0,12,108
ES,201901,63,25,0,25,148
BE,201901,66,8,0,2,18
FR,201901,39,48,3,38,449
NL,201901,73,6,2,3,52
SI,201901,79,12,9,3,128
RO,201901,33,1084,295,530,3697
UK,201901,73,2,1,1,4
PL,201901,90,46,22,14,100
SE,201901,32,1,0,0,2
SK,201901,38,2,0,1,5
BG,201901,09,11,9,1,17
NL,201901,85,14,2,10,185
SI,201901,34,75,75,0,75
FR,201901,30,15,1,10,57
PT,201901,31,7,1,6,32
FR,201901,85,19,17,2,25
CZ,201901,64,26,11,15,65
HU,201901,30,2,0,2,7
DE,201901,71,52,16,29,149
ES,201901,72,13,3,7,41
SK,201901,39,3,0,1,7
PL,201901,98,2,1,0,3
DE,201901,48,5,3,0,7
HU,201901,71,1,1,0,1
CZ,201901,45,11,11,0,11
CZ,201901,72,14,11,3,23
DK,201901,66,15,2,11,55
SI,201901,38,9,8,0,10
BG,201901,15,19,4,15,104
HU,201901,72,2,0,1,13
BG,201901,39,1,1,0,1
BE,201901,30,28,0,2,60
