country,ym,cpv_division,n,sb,ge3,sum_offers
ES,201901,72,184,82,52,423
FI,201901,79,156,94,38,530
LU,201901,79,193,72,121,555
BE,201901,33,230,75,74,477
BE,201901,79,639,73,455,2527
FI,201901,45,51,3,42,450
HU,201901,45,59,21,34,266
FR,201901,45,1840,242,1222,8179
BG,201901,45,142,45,74,457
SI,201901,45,13,9,3,20
ES,201901,45,53,8,38,340
DE,201901,45,1208,159,844,5576
FR,201901,34,474,156,203,1339
PL,201901,90,651,307,199,1434
DE,201901,44,105,13,64,426
DE,201901,31,41,7,29,155
DE,201901,42,42,15,16,105
AT,201901,45,69,3,60,322
DE,201901,90,408,71,269,5176
RO,201901,45,34,17,7,67
UK,201901,45,164,19,126,3055
IT,201901,45,168,10,151,1922
CZ,201901,32,51,25,12,89
NL,201901,45,62,7,47,282
HR,201901,45,24,16,5,46
NL,201901,34,18,2,11,259
UK,201901,50,59,7,50,371
PL,201901,45,123,46,53,324
FR,201901,44,256,66,116,686
FR,201901,50,670,159,343,2224
IT,201901,33,831,356,307,2630
BG,201901,30,67,13,38,203
ES,201901,33,413,158,207,2435
PL,201901,33,7311,4252,1643,13448
SI,201901,30,330,272,36,886
HU,201901,33,60,18,21,138
SE,201901,39,19,2,14,82
ES,201901,09,82,18,42,238
BG,201901,09,135,125,7,168
CZ,201901,39,111,39,39,322
SE,201901,15,32,7,14,130
NL,201901,09,12,4,6,36
SE,201901,33,195,8,177,2388
SI,201901,33,656,408,182,1602
RO,201901,33,3244,684,1961,14557
FR,201901,30,230,34,150,915
CZ,201901,44,17,12,2,26
CZ,201901,30,371,223,75,715
SI,201901,15,2631,1485,654,4735
DE,201901,34,335,155,74,766
DE,201901,33,391,115,226,1476
NL,201901,44,10,2,3,23
FR,201901,31,102,27,50,259
GR,201901,39,21,4,12,60
BG,201901,34,68,43,16,134
FR,201901,09,284,49,159,1077
FR,201901,33,610,125,381,11868
DE,201901,43,48,5,30,145
HR,201901,09,26,7,15,74
DK,201901,34,12,1,8,40
HR,201901,15,58,20,26,152
HR,201901,33,598,2,381,1875
IE,201901,37,2,0,2,8
IE,201901,42,2,0,2,6
FR,201901,32,92,17,48,266
NL,201901,48,24,5,11,60
DK,201901,33,51,20,24,138
FR,201901,39,376,48,249,2177
FR,201901,15,730,100,469,2949
FR,201901,18,112,24,63,405
ES,201901,48,29,8,19,101
EE,201901,30,22,1,7,74
PL,201901,37,14,10,4,28
DE,201901,15,13,6,2,23
PT,201901,18,4,0,3,11
DK,201901,38,11,3,6,41
EE,201901,16,1,1,0,1
IE,201901,44,8,0,8,101
HU,201901,34,19,6,6,41
PL,201901,34,250,105,84,780
RO,201901,15,600,174,281,2187
RO,201901,39,11,2,5,25
PL,201901,09,415,177,147,908
PL,201901,15,264,121,64,512
PT,201901,90,18,2,12,84
PT,201901,42,2,0,1,6
PT,201901,38,3,2,0,4
SE,201901,79,187,5,173,2877
DE,201901,38,59,39,7,119
DE,201901,39,91,21,60,360
SE,201901,38,16,5,8,42
DE,201901,71,591,102,386,3015
AT,201901,34,21,5,10,50
UK,201901,15,43,6,30,193
DE,201901,55,42,12,15,106
DE,201901,48,68,21,34,282
DE,201901,09,46,20,13,91
BG,201901,16,1,0,0,2
CZ,201901,14,7,6,0,8
IT,201901,65,26,1,18,85
CZ,201901,15,15,8,2,24
IT,201901,03,2,2,0,2
NL,201901,30,22,5,14,64
GR,201901,15,79,8,58,497
GR,201901,09,76,50,12,144
IT,201901,31,16,6,7,44
LT,201901,33,348,120,171,1936
GR,201901,24,7,0,6,20
PL,201901,38,95,61,14,149
EE,201901,48,6,4,2,10
LT,201901,38,6,1,4,19
EE,201901,38,4,1,2,12
BE,201901,24,14,2,6,44
CZ,201901,24,52,34,6,80
CY,201901,33,34,19,1,50
BE,201901,39,29,1,26,160
LT,201901,42,12,6,0,18
GR,201901,33,27,2,24,735
PL,201901,03,24,13,4,41
SK,201901,33,91,10,59,250
SK,201901,30,11,7,2,19
LT,201901,09,28,5,18,213
HR,201901,30,9,5,2,16
CZ,201901,33,662,433,91,1101
ES,201901,32,24,9,11,68
CZ,201901,38,63,48,5,89
CZ,201901,18,36,21,5,57
HU,201901,38,59,31,11,110
IT,201901,18,40,27,9,64
PL,201901,18,14,10,1,20
IT,201901,30,21,7,11,56
SI,201901,32,9,8,0,10
SE,201901,09,14,0,8,37
ES,201901,15,72,9,46,221
FI,201901,14,18,1,14,108
SE,201901,44,24,5,15,120
SI,201901,09,32,21,4,49
SE,201901,34,26,11,10,55
NL,201901,39,12,0,8,43
IT,201901,34,66,22,22,166
MT,201901,33,9,0,9,65
BG,201901,33,262,63,178,2720
UK,201901,31,17,3,11,89
UK,201901,16,10,2,7,28
CZ,201901,42,31,14,6,63
PL,201901,30,315,164,76,627
UK,201901,85,1224,403,636,6453
PL,201901,44,34,9,14,94
PL,201901,35,31,3,28,87
ES,201901,44,77,51,20,135
SE,201901,37,8,0,8,40
PL,201901,48,122,69,29,228
ES,201901,03,7,1,5,20
HU,201901,72,16,12,3,25
ES,201901,50,193,55,110,1368
PL,201901,77,1307,1003,104,1808
SI,201901,90,54,53,1,56
IT,201901,63,9,5,3,16
ES,201901,90,196,22,135,992
SI,201901,63,21,2,19,411
UK,201901,60,222,79,118,1339
FI,201901,98,16,2,13,90
SE,201901,90,35,4,20,118
RO,201901,71,12,4,6,38
FI,201901,92,1,0,0,2
ES,201901,79,236,54,162,942
IT,201901,98,31,18,9,72
IT,201901,90,206,126,55,678
PL,201901,65,49,30,14,93
BG,201901,90,72,61,6,95
FR,201901,90,1099,224,643,4126
FR,201901,66,1316,144,833,4192
PL,201901,71,261,90,99,687
CZ,201901,45,159,36,118,964
SE,201901,71,201,6,191,2160
CZ,201901,50,111,83,21,194
CZ,201901,80,288,277,7,330
PL,201901,64,103,25,12,202
CZ,201901,66,10,4,4,24
IT,201901,79,41,15,20,163
UK,201901,73,86,12,69,697
IT,201901,72,36,24,4,52
IT,201901,55,49,15,24,141
NL,201901,66,59,7,30,205
SI,201901,85,13,12,0,14
NL,201901,79,209,50,136,1812
BG,201901,22,16,1,14,81
PT,201901,24,2,1,1,4
UK,201901,79,172,15,137,1541
FR,201901,64,156,38,86,454
IT,201901,50,150,98,30,317
FR,201901,80,292,83,129,924
FR,201901,71,661,67,511,3706
DK,201901,71,63,5,54,532
BG,201901,71,88,24,52,367
DK,201901,50,5,2,3,13
PT,201901,51,1,1,0,1
HR,201901,79,8,2,4,22
HR,201901,71,45,11,25,180
FR,201901,70,27,5,18,91
NL,201901,22,9,1,4,21
DK,201901,77,7,0,6,30
IT,201901,85,71,29,23,236
DK,201901,79,107,0,104,650
FR,201901,60,218,109,68,621
IT,201901,60,30,12,6,65
FR,201901,77,256,28,161,1111
PL,201901,72,119,60,39,307
NL,201901,72,30,7,18,670
EE,201901,66,1,1,0,1
PT,201901,55,10,1,7,78
FR,201901,72,196,61,121,1010
EE,201901,90,36,22,5,57
HU,201901,71,36,23,8,73
RO,201901,79,67,9,51,396
RO,201901,90,97,26,43,714
RO,201901,50,183,109,51,505
BE,201901,71,86,52,24,192
DK,201901,85,13,2,5,53
EE,201901,71,18,3,15,182
PL,201901,50,272,203,24,371
PL,201901,79,286,87,161,1019
DK,201901,31,4,0,4,24
DK,201901,35,9,2,4,24
SI,201901,50,64,46,9,94
PL,201901,85,163,79,47,397
PT,201901,66,15,7,2,25
PT,201901,34,23,11,11,86
PT,201901,71,6,1,5,32
PT,201901,50,20,14,6,45
UK,201901,44,37,4,28,183
PT,201901,79,17,2,9,73
FR,201901,79,592,62,429,3090
DE,201901,98,42,3,23,187
DE,201901,73,109,16,89,538
UK,201901,90,136,12,113,656
UK,201901,66,44,14,20,183
AT,201901,79,33,8,23,134
IE,201901,71,36,2,33,398
SI,201901,66,59,13,21,127
DE,201901,79,1186,21,1140,8794
DE,201901,18,21,5,10,84
DE,201901,63,8,1,3,18
SE,201901,72,132,2,127,608
DE,201901,22,16,4,3,36
DE,201901,72,167,39,107,452
RO,201901,60,233,29,168,782
NL,201901,71,48,4,38,274
ES,201901,92,24,7,13,72
CZ,201901,79,242,155,65,545
LT,201901,72,23,11,5,40
ES,201901,77,38,5,26,228
EE,201901,72,18,11,2,27
CZ,201901,77,625,112,441,3475
CZ,201901,72,71,52,15,120
BE,201901,90,157,36,82,484
BE,201901,48,66,38,17,115
BE,201901,77,53,13,13,123
BE,201901,22,10,0,3,27
LT,201901,64,57,11,19,130
CZ,201901,64,31,7,18,269
NL,201901,50,34,11,17,90
SK,201901,77,35,12,20,382
SI,201901,72,12,11,0,13
LT,201901,63,6,0,6,41
IT,201901,92,5,0,3,15
PL,201901,66,166,89,31,285
LT,201901,85,17,3,14,109
HR,201901,72,16,13,1,22
GR,201901,55,13,10,0,16
HR,201901,64,10,9,0,11
