country,ym,cpv_division,n,sb,ge3,sum_offers
FR,201510,72,232,27,188,1651
DE,201510,80,65,51,12,141
BE,201510,79,160,74,83,493
DE,201510,44,33,6,19,151
FR,201510,32,47,19,20,125
FR,201510,45,776,80,575,3462
RO,201510,45,28,3,19,117
AT,201510,45,73,2,61,423
NL,201510,45,59,0,54,338
DE,201510,03,3,0,3,21
DE,201510,45,752,63,617,4554
DE,201510,42,51,35,12,101
BE,201510,45,159,8,102,480
DE,201510,31,19,2,13,74
DK,201510,45,36,3,33,211
FR,201510,37,35,6,21,131
BG,201510,45,69,18,41,204
CZ,201510,45,66,44,21,184
GR,201510,45,6,2,4,61
PL,201510,45,133,32,90,670
IT,201510,45,63,3,55,904
SE,201510,45,59,3,44,269
UK,201510,50,129,13,103,904
IE,201510,71,224,0,224,1953
UK,201510,44,105,7,77,642
UK,201510,45,293,28,257,2846
ES,201510,71,45,7,35,595
IT,201510,33,768,431,201,1659
SI,201510,30,13,6,4,29
RO,201510,15,53,18,29,143
EE,201510,42,4,3,0,5
RO,201510,33,1842,315,1324,17592
EE,201510,38,31,5,24,430
NL,201510,34,21,1,17,74
EE,201510,39,15,2,13,60
RO,201510,38,61,35,12,109
BE,201510,35,5,0,3,15
EE,201510,35,2,1,0,3
EE,201510,33,41,2,37,328
RO,201510,34,45,23,9,81
NL,201510,30,41,2,36,148
BE,201510,32,88,1,83,630
ES,201510,42,15,7,5,48
NL,201510,44,10,6,2,16
BE,201510,15,9,0,6,29
IT,201510,30,5,0,3,19
RO,201510,30,26,7,17,101
FR,201510,55,56,34,18,127
ES,201510,38,115,43,13,203
IT,201510,32,4,0,2,18
SE,201510,34,42,4,28,258
DE,201510,30,85,15,59,299
DE,201510,35,22,10,5,41
NL,201510,39,42,0,39,231
NL,201510,43,2,0,0,4
SE,201510,44,12,2,7,34
BE,201510,09,204,22,130,530
BE,201510,90,40,4,32,133
FR,201510,33,419,34,354,7847
SI,201510,34,21,8,5,45
SI,201510,15,163,28,98,533
SI,201510,48,5,4,0,6
DE,201510,33,277,41,216,4526
SI,201510,35,3,2,0,4
DE,201510,48,31,10,16,112
DE,201510,34,258,62,121,1772
ES,201510,34,35,8,14,105
DE,201510,15,7,0,1,15
DE,201510,09,125,6,106,630
DE,201510,32,27,7,15,76
DE,201510,18,8,2,3,20
UK,201510,33,755,12,732,12803
DK,201510,34,16,2,12,44
DK,201510,39,4,0,3,23
DK,201510,30,1,0,1,4
FR,201510,31,111,18,61,322
DE,201510,19,6,1,5,59
GR,201510,33,44,15,22,266
DK,201510,33,31,12,10,74
FR,201510,24,123,29,64,397
FR,201510,35,34,14,14,82
GR,201510,09,137,81,16,227
GR,201510,38,20,17,3,26
FR,201510,18,56,10,38,190
CY,201510,48,4,2,2,11
GR,201510,34,3,3,0,3
FI,201510,14,2,0,2,6
LV,201510,42,11,2,7,29
LV,201510,15,77,6,67,393
LV,201510,33,89,14,55,627
FI,201510,39,3,0,3,24
BG,201510,33,450,135,286,3854
PT,201510,33,49,39,6,72
CZ,201510,48,20,8,7,54
LV,201510,18,12,7,2,20
CZ,201510,34,42,15,15,92
CZ,201510,38,111,87,6,146
LV,201510,38,32,11,7,65
CZ,201510,33,99,48,24,210
BG,201510,15,61,15,40,181
CZ,201510,24,2,0,0,4
CZ,201510,30,82,12,57,316
BG,201510,03,4,3,0,5
FR,201510,38,57,15,32,197
CZ,201510,09,36,2,32,146
LT,201510,39,14,3,7,44
LT,201510,38,5,1,2,21
PL,201510,15,34,12,16,82
LT,201510,33,638,106,396,2984
PL,201510,35,98,33,30,227
CZ,201510,44,12,0,7,51
LT,201510,30,26,9,15,61
LT,201510,32,13,3,9,33
PL,201510,33,7056,2785,2505,15852
CZ,201510,39,26,10,8,61
PL,201510,44,52,8,40,173
PL,201510,09,111,9,88,459
PL,201510,30,441,180,129,1004
PL,201510,42,75,27,33,198
PL,201510,31,86,34,29,409
SE,201510,03,8,1,7,46
PL,201510,43,110,30,46,283
SE,201510,33,110,0,107,1415
PL,201510,32,54,30,14,97
IT,201510,65,8,3,5,22
PL,201510,38,251,183,17,341
PL,201510,18,34,26,5,58
PL,201510,34,255,90,74,577
PL,201510,72,71,27,34,201
PL,201510,48,79,39,21,164
HU,201510,30,6,3,3,25
IT,201510,34,52,16,22,123
HU,201510,44,8,4,1,13
IT,201510,15,33,10,15,89
PL,201510,39,141,35,72,446
UK,201510,15,188,3,162,6201
FR,201510,09,156,25,92,464
SE,201510,30,16,0,15,90
HU,201510,34,41,20,9,77
SE,201510,18,5,1,3,21
HU,201510,33,132,66,32,920
HU,201510,42,2,0,0,4
IE,201510,33,3,0,1,7
PL,201510,50,199,122,26,322
UK,201510,24,7,1,4,19
ES,201510,33,258,28,203,3052
ES,201510,15,53,8,36,199
ES,201510,31,51,6,43,327
UK,201510,34,89,2,84,1124
ES,201510,44,17,4,11,122
IE,201510,35,2,0,1,7
HR,201510,16,1,0,1,3
UK,201510,38,138,16,116,766
ES,201510,18,8,2,1,15
HU,201510,09,18,6,9,42
LT,201510,34,17,3,11,52
ES,201510,72,80,25,40,221
IT,201510,85,61,13,40,269
IT,201510,63,16,3,12,107
BE,201510,22,48,1,46,217
RO,201510,90,34,15,2,59
IT,201510,90,80,44,27,303
ES,201510,79,73,5,63,517
IT,201510,80,15,8,6,44
NL,201510,71,42,1,39,381
NL,201510,79,95,9,79,698
IT,201510,50,88,32,42,397
NL,201510,90,92,7,69,428
NL,201510,80,29,21,7,55
IT,201510,72,47,35,8,90
FI,201510,60,59,1,52,1431
BE,201510,48,12,2,4,32
IT,201510,55,64,17,24,200
IT,201510,92,18,6,5,42
ES,201510,50,75,20,40,370
ES,201510,63,15,10,4,30
NL,201510,72,46,3,27,252
IT,201510,98,18,2,15,73
RO,201510,85,30,22,3,45
SE,201510,79,66,1,64,571
ES,201510,90,81,11,58,436
SE,201510,71,89,3,84,603
IT,201510,79,36,11,20,167
HR,201510,66,5,2,0,8
SI,201510,90,13,3,9,51
SI,201510,50,9,7,0,11
DE,201510,90,339,11,300,2850
DE,201510,71,150,18,112,945
DE,201510,75,48,8,29,174
DE,201510,98,20,8,12,62
DE,201510,50,62,2,50,317
DE,201510,60,258,36,159,898
DK,201510,72,13,2,9,55
DE,201510,55,15,3,9,46
DK,201510,79,13,2,8,56
AT,201510,79,7,1,4,25
AT,201510,71,16,3,11,88
DK,201510,90,56,1,48,271
DE,201510,66,14,2,10,41
FR,201510,92,76,38,31,252
FR,201510,90,248,28,158,1028
FR,201510,79,217,25,154,1143
FR,201510,71,331,33,264,2044
FR,201510,85,39,13,12,96
UK,201510,66,63,8,34,176
UK,201510,79,182,6,172,4999
FR,201510,64,83,22,43,207
AT,201510,72,20,3,15,117
DE,201510,72,74,15,56,456
DE,201510,85,28,13,14,70
IT,201510,60,15,6,3,34
FI,201510,71,22,2,19,151
FR,201510,80,121,45,39,319
DE,201510,79,74,14,47,350
PL,201510,79,121,36,67,402
LV,201510,72,10,2,5,34
PL,201510,66,55,25,16,112
PL,201510,55,64,8,42,234
PL,201510,77,51,30,15,152
FR,201510,44,77,19,40,236
AT,201510,90,7,0,6,63
LV,201510,71,7,2,3,15
GR,201510,77,12,11,0,13
ES,201510,85,8,1,5,35
LV,201510,66,6,1,5,18
PL,201510,90,372,106,188,1095
PL,201510,60,53,6,34,276
LV,201510,63,2,0,2,10
BG,201510,79,47,7,35,252
UK,201510,85,379,15,296,10595
BG,201510,22,32,14,15,115
BG,201510,71,124,45,71,673
BG,201510,50,38,11,6,82
BE,201510,60,15,4,7,53
LV,201510,79,8,3,4,23
PL,201510,85,138,96,31,351
LT,201510,71,62,8,49,260
LT,201510,90,4,0,3,13
SE,201510,72,79,5,68,1069
SE,201510,85,16,2,13,73
LT,201510,66,5,0,4,18
PL,201510,64,242,13,225,4053
PL,201510,71,190,39,103,666
UK,201510,90,69,3,62,289
SE,201510,75,3,0,3,12
GR,201510,72,20,3,12,121
SE,201510,90,55,5,41,268
PL,201510,63,39,12,15,124
PL,201510,92,4,3,0,5
UK,201510,72,64,4,50,709
FR,201510,66,113,11,80,447
PL,201510,80,145,21,106,635
IE,201510,55,2,0,0,4
HU,201510,64,1,1,0,1
HU,201510,79,16,5,9,134
FR,201510,50,282,42,173,960
UK,201510,71,542,2,532,8831
HU,201510,71,10,1,7,30
HU,201510,72,2,1,1,6
IT,201510,66,33,9,12,91
HR,201510,50,64,9,39,181
UK,201510,80,69,3,59,779
UK,201510,98,12,5,6,31
UK,201510,48,38,6,24,176
UK,201510,77,21,6,15,139
UK,201510,73,40,8,29,233
UK,201510,60,911,71,693,7040
ES,201510,60,97,48,22,194
FR,201510,34,278,84,134,816
IE,201510,72,35,7,27,266
UK,201510,70,74,2,72,643
HU,201510,51,1,1,0,1
HU,201510,50,13,10,1,17
HU,201510,85,4,2,1,9
UK,201510,32,18,0,16,95
IE,201510,34,3,2,0,4
DK,201510,50,9,0,8,42
BG,201510,72,5,0,4,23
HU,201510,45,37,7,25,107
EE,201510,43,1,0,0,2
ES,201510,09,60,4,40,196
SI,201510,44,14,0,11,55
IT,201510,09,35,1,26,174
LT,201510,09,7,2,3,15
HR,201510,31,7,2,4,24
HU,201510,19,8,1,5,31
RO,201510,79,16,5,8,72
DK,201510,71,33,3,23,137
DK,201510,66,85,5,67,323
LV,201510,50,7,3,2,20
CZ,201510,71,34,15,15,97
PL,201510,76,47,21,7,86
LT,201510,50,18,6,10,82
FR,201510,51,5,0,3,16
HR,201510,71,25,10,3,43
MK,201510,24,122,122,0,122
MK,201510,45,29,3,25,173
MK,201510,42,20,15,2,28
MK,201510,50,8,3,4,22
NO,201510,42,6,1,4,22
NO,201510,31,9,0,8,51
NO,201510,19,1,0,1,3
NO,201510,34,12,4,6,31
NO,201510,32,5,0,5,23
NO,201510,79,21,1,20,106
NO,201510,50,29,2,20,112
NO,201510,60,4,0,2,15
NO,201510,45,32,4,26,138
NO,201510,71,41,0,40,337
CH,201510,45,79,1,66,379
CH,201510,38,6,1,5,18
CH,201510,31,5,0,5,30
PT,201509,30,24,24,0,24
BE,201509,39,32,2,30,108
LU,201510,45,81,0,33,222
LU,201510,42,1,0,1,3
CZ,201510,50,51,28,13,99
DE,201510,39,31,4,23,171
HR,201510,45,6,1,3,15
ES,201510,45,44,3,40,453
ES,201510,65,7,0,7,36
ES,201510,30,31,5,17,110
ES,201509,33,42,11,28,206
SK,201510,43,5,0,3,13
SK,201510,39,12,6,3,25
SK,201510,38,15,4,2,28
UK,201510,35,38,1,37,329
CZ,201510,35,8,5,3,16
FR,201510,48,47,13,25,143
MT,201510,15,2,1,0,3
UK,201510,30,38,0,34,167
PT,201510,42,4,2,0,6
EE,201510,15,3,0,3,9
BG,201510,30,54,12,34,183
HR,201510,44,12,4,2,25
FR,201510,15,151,4,138,2158
FR,201510,43,6,1,4,22
HR,201510,24,2,2,0,2
DK,201510,15,3,0,2,18
AT,201510,42,3,2,0,4
BE,201510,24,6,3,0,9
NL,201510,15,4,0,4,18
NL,201510,09,18,1,15,88
AT,201510,03,2,0,2,14
BE,201510,33,60,8,41,211
HR,201510,09,20,10,7,44
FR,201510,16,4,0,3,13
AT,201510,33,5,3,0,7
IT,201510,38,21,7,5,42
NL,201510,22,5,3,0,7
FR,201510,14,15,2,10,43
MT,201510,33,12,0,9,60
RO,201510,39,38,5,33,1576
NL,201510,03,6,1,2,17
ES,201510,32,20,2,14,82
FR,201510,30,115,17,78,425
BG,201510,34,32,9,21,144
BG,201510,32,3,2,1,5
BG,201510,09,22,14,7,49
FI,201510,09,5,0,5,34
FI,201510,35,3,1,2,13
ES,201510,55,9,1,7,34
FR,201510,60,295,29,208,1317
ES,201510,64,30,10,11,75
ES,201509,50,11,4,7,42
SK,201510,55,8,0,6,26
SK,201510,72,13,12,1,16
LU,201510,50,25,24,1,30
FR,201510,77,34,3,24,137
CZ,201510,66,7,1,2,15
LU,201510,72,49,0,49,197
IT,201510,71,19,2,13,134
DE,201510,64,21,4,16,75
SK,201510,77,26,14,5,48
HR,201510,72,7,7,0,7
DE,201510,73,31,3,26,138
DE,201510,63,15,0,10,60
FR,201510,42,41,13,23,143
DE,201510,77,85,4,39,304
FR,201510,98,20,5,9,77
RO,201510,71,17,3,14,92
BG,201510,60,9,5,1,14
DE,201509,03,4,0,4,17
ES,201510,73,7,3,4,43
BE,201510,98,43,28,12,87
BE,201510,66,371,0,363,1174
FI,201510,79,2,0,2,8
RO,201510,42,6,3,2,14
RO,201510,03,28,2,24,108
LT,201510,48,12,7,1,18
ES,201509,48,3,0,3,23
DK,201510,60,14,3,5,38
