country,ym,cpv_division,n,sb,ge3,sum_offers
HU,202001,72,48,21,26,248
DE,202001,45,1284,181,930,6385
IT,202001,38,39,35,1,44
BE,202001,73,749,51,553,4243
LU,202001,79,601,73,360,1969
BE,202001,79,373,77,271,1579
HU,202001,45,103,41,57,253
FR,202001,45,1954,223,1354,11910
AT,202001,45,89,5,72,363
RO,202001,45,435,303,76,716
SE,202001,45,155,10,127,1299
IT,202001,45,82,23,55,1105
PL,202001,45,182,50,95,592
CZ,202001,45,176,49,122,1059
HR,202001,45,19,2,14,79
SI,202001,45,21,15,3,35
BE,202001,45,30,5,14,88
FI,202001,45,32,5,16,95
BG,202001,45,95,22,57,367
DE,202001,16,15,6,5,32
FR,202001,09,152,17,89,444
ES,202001,33,823,231,477,7246
RO,202001,18,16,2,12,59
AT,202001,34,17,9,5,33
FR,202001,18,93,15,59,801
FR,202001,34,370,121,167,988
GR,202001,15,121,37,53,344
FR,202001,39,417,74,254,1585
FR,202001,15,806,120,505,3288
HU,202001,33,442,197,144,1075
DE,202001,37,4,1,2,12
RO,202001,33,11164,2677,6381,57389
FR,202001,31,108,17,53,317
PL,202001,33,7707,3985,2212,15679
RO,202001,30,170,19,144,806
RO,202001,44,191,62,98,568
RO,202001,15,4136,621,2760,19845
LT,202001,33,427,72,294,3577
PL,202001,38,117,71,17,190
ES,202001,34,104,36,45,420
IE,202001,30,32,25,5,52
DE,202001,34,393,212,64,895
ES,202001,38,66,35,22,160
DE,202001,32,57,19,23,160
DE,202001,18,25,1,17,124
SE,202001,33,248,12,221,3911
SE,202001,42,18,5,12,88
IT,202001,33,460,124,220,1589
SE,202001,34,37,9,14,100
ES,202001,39,54,15,28,202
HU,202001,30,8,2,5,41
PL,202001,32,29,15,4,48
IT,202001,42,15,5,3,55
BG,202001,33,283,63,181,2390
UK,202001,39,33,1,29,232
IT,202001,19,3,0,2,10
LT,202001,35,6,5,1,8
BG,202001,18,6,0,3,17
SE,202001,39,65,0,61,2274
PL,202001,72,90,60,17,145
SE,202001,30,9,1,6,26
BG,202001,15,59,31,20,127
BG,202001,09,132,96,27,248
PL,202001,31,13,9,4,30
SE,202001,15,23,2,13,113
IT,202001,39,6,0,2,21
CZ,202001,31,65,27,24,140
CZ,202001,30,769,533,62,1235
UK,202001,09,14,1,11,70
CZ,202001,33,712,424,154,1974
DK,202001,33,74,13,45,248
IT,202001,44,6,2,0,10
FR,202001,14,6,3,2,11
AT,202001,33,39,2,34,195
IT,202001,09,11,4,5,25
FR,202001,03,175,33,105,532
DE,202001,09,66,13,39,582
SE,202001,44,11,1,10,36
DE,202001,33,349,211,98,827
LV,202001,09,123,15,70,388
BG,202001,39,35,3,27,172
