country,ym,cpv_division,n,sb,ge3,sum_offers
CZ,201601,32,58,57,1,60
FI,201601,79,31,1,5,73
DE,201601,79,712,10,671,11380
IE,201601,64,24,0,0,48
BE,201601,79,840,76,714,5256
LU,201601,79,1920,0,1896,16824
AT,201601,45,67,5,57,391
DE,201601,45,690,58,573,4595
UK,201601,45,840,52,784,99894
HU,201601,45,77,4,71,1555
FR,201601,45,1686,128,1344,13008
PL,201601,45,49,8,37,266
FR,201601,32,66,14,41,258
ES,201601,45,33,2,30,401
CY,201601,45,5,1,4,36
MT,201601,45,1,0,1,7
FI,201601,45,29,3,24,275
LV,201601,45,3,0,3,23
DE,201601,42,34,9,14,84
DK,201601,37,3,0,3,9
DE,201601,09,72,1,54,342
HU,201601,33,146,40,73,1634
DE,201601,48,36,12,17,99
DE,201601,31,18,2,12,98
DE,201601,44,39,7,26,195
AT,201601,44,23,1,18,92
DE,201601,65,19,5,10,74
IT,201601,33,347,63,209,1398
IT,201601,39,13,5,7,39
IT,201601,35,6,5,1,14
BG,201601,09,52,27,5,93
BG,201601,77,6,0,5,20
IT,201601,34,31,15,6,57
BG,201601,33,283,54,205,2975
UK,201601,43,25,0,19,85
UK,201601,38,31,5,20,103
SK,201601,15,4,0,0,8
SK,201601,09,25,7,16,99
SK,201601,44,9,1,6,29
SK,201601,39,3,1,2,9
DE,201601,90,257,41,198,2013
DE,201601,34,203,57,83,536
AT,201601,33,163,21,122,603
DE,201601,30,86,32,25,215
DE,201601,38,51,27,15,96
DE,201601,66,9,0,6,32
FR,201601,09,174,64,60,444
FR,201601,31,118,16,66,365
PL,201601,30,206,91,47,427
PL,201601,33,8100,3689,2621,17669
PL,201601,38,96,48,15,168
FR,201601,15,796,127,542,2911
FI,201601,15,15,1,12,73
PL,201601,31,34,14,14,76
PL,201601,09,255,74,130,651
DK,201601,34,10,0,10,48
PL,201601,39,34,17,9,71
DK,201601,15,14,0,14,64
FR,201601,39,203,22,147,1268
AT,201601,34,13,3,7,85
DE,201601,33,104,28,59,366
ES,201601,31,8,0,6,55
RO,201601,09,27,1,24,132
RO,201601,33,1614,316,1075,16976
FR,201601,72,143,43,69,500
CY,201601,42,1,0,1,3
GR,201601,09,57,44,5,83
ES,201601,33,290,40,234,6900
RO,201601,32,5,4,1,7
ES,201601,09,40,6,22,138
