country,ym,cpv_division,n,sb,ge3,sum_offers
RO,202009,90,17,12,5,27
CH,202009,45,16,0,14,88
IT,202009,72,34,5,28,213
RO,202009,45,175,51,97,521
RO,202009,71,146,62,55,416
DE,202009,71,100,12,68,349
NO,202009,42,2,1,1,7
RO,202009,50,311,240,27,458
UK,202009,30,3,0,3,18
LT,202009,45,8,1,5,21
FI,202009,85,5,0,4,32
RO,202009,03,80,65,12,136
LT,202009,71,3,1,0,5
HR,202009,38,22,16,3,36
ES,202009,45,5,1,4,50
RO,202009,35,25,2,20,133
RO,202009,34,12,8,1,18
IT,202009,71,25,0,25,165
RO,202009,39,24,0,21,159
RO,202009,33,2401,485,1494,12562
RO,202009,09,8,4,3,15
RO,202009,44,85,47,4,128
RO,202009,38,8,2,0,14
SK,202009,09,2,0,2,9
PL,202009,39,33,5,22,133
NO,202009,79,1,0,1,3
LT,202009,33,41,13,19,109
RO,202009,18,71,18,36,189
BE,202009,98,72,24,24,144
RO,202009,15,315,40,162,968
CH,202009,38,3,3,0,3
FR,202009,45,183,22,134,733
PL,202009,90,80,28,26,221
PL,202009,34,51,4,39,233
HR,202009,33,27,1,20,92
DE,202009,80,15,4,5,41
FR,202009,85,6,6,0,6
DE,202009,30,24,4,15,82
LV,202009,34,23,1,22,166
FR,202009,92,6,1,4,26
BG,202009,34,9,3,2,19
UK,202009,35,21,20,1,25
DE,202009,18,7,0,6,57
ES,202009,98,1,0,1,5
SE,202009,31,1,0,1,10
ES,202009,38,5,4,0,6
FR,202009,71,79,6,64,557
UK,202009,71,18,4,13,156
DE,202009,09,33,1,29,201
FR,202009,66,31,1,19,86
RO,202009,79,194,19,155,1425
SI,202009,15,104,68,23,185
EE,202009,09,2,0,2,6
UK,202009,60,32,10,19,326
UK,202009,66,5,2,2,13
FR,202009,77,24,1,19,95
IT,202009,90,25,4,15,105
ES,202009,85,34,28,3,50
PL,202009,31,5,1,4,15
FR,202009,50,121,10,106,498
UK,202009,85,100,25,52,598
ES,202009,79,18,3,7,48
BG,202009,55,2,0,0,4
BG,202009,38,13,9,1,18
PL,202009,77,25,15,4,40
DE,202009,60,61,12,36,217
SI,202009,45,3,1,1,8
DE,202009,73,80,76,3,89
RO,202009,37,42,40,0,44
FR,202009,09,25,4,17,79
PL,202009,71,43,6,26,140
NO,202009,39,1,0,0,2
ES,202009,33,86,43,32,336
LV,202009,50,1,1,0,1
PL,202009,64,25,3,16,83
DE,202009,45,207,20,162,1095
HR,202009,72,3,3,0,3
CZ,202009,15,6,3,1,10
IT,202009,50,37,4,0,70
PL,202009,33,1088,583,302,2199
FR,202009,34,19,7,8,44
NL,202009,72,5,2,2,12
IT,202009,66,16,1,11,139
IT,202009,75,1,1,0,1
HR,202009,48,3,2,0,4
ES,202009,90,38,15,20,126
PL,202009,45,22,3,17,86
IT,202009,34,14,8,3,27
SE,202009,15,7,0,7,28
FR,202009,60,34,18,7,64
ES,202009,50,42,18,14,99
CH,202009,71,9,0,6,33
DE,202009,64,12,2,7,52
CZ,202009,32,1,1,0,1
UK,202009,34,2,0,2,7
PL,202009,15,13,12,0,14
IT,202009,60,4,3,1,6
IS,202009,48,1,0,1,4
SE,202009,90,10,1,8,44
FR,202009,79,63,18,33,272
SE,202009,33,8,1,5,20
RO,202009,72,5,4,0,6
LU,202009,75,4,0,2,11
RO,202009,32,2,1,1,8
UK,202009,98,3,0,2,24
PL,202009,30,12,7,3,23
CZ,202009,45,35,0,35,302
NL,202009,45,6,4,2,21
SE,202009,98,3,0,3,21
DE,202009,38,16,8,4,47
DE,202009,90,68,10,46,630
BG,202009,09,5,3,2,13
FR,202009,90,58,14,35,236
SE,202009,34,4,1,2,12
NL,202009,55,3,0,2,10
GR,202009,34,11,3,0,19
ES,202009,92,6,4,2,10
DE,202009,72,199,9,185,796
IT,202009,33,42,19,5,118
DE,202009,79,67,30,31,237
BG,202009,50,9,6,0,12
LV,202009,15,21,1,20,93
ES,202009,44,4,0,3,11
UK,202009,72,8,6,1,13
GR,202009,50,9,6,0,12
MT,202009,33,3,0,2,13
NL,202009,30,4,3,1,8
HR,202009,71,4,1,3,12
PT,202009,33,20,17,0,23
ES,202009,22,8,2,0,14
FI,202009,79,6,0,2,17
FR,202009,70,2,0,1,7
NL,202009,42,1,1,0,1
UK,202009,22,6,0,5,28
HU,202009,19,1,0,0,2
DE,202009,33,64,27,23,142
IT,202009,45,37,0,36,621
FR,202009,42,5,2,2,12
HU,202009,09,7,0,7,25
BG,202009,33,103,3,100,1628
IE,202009,79,3,0,1,7
PL,202009,48,11,4,3,22
FI,202009,32,2,1,1,7
PL,202009,66,5,2,1,10
NL,202009,79,14,1,11,86
SE,202009,79,13,0,9,47
NL,202009,33,2,2,0,2
SE,202009,45,18,2,16,89
DE,202009,31,17,0,16,85
DE,202009,34,64,37,9,102
CH,202009,90,3,2,1,8
BE,202009,15,9,1,0,17
SE,202009,72,4,0,4,47
DK,202009,60,97,0,97,9418
DE,202009,77,14,7,5,30
AT,202009,90,34,0,34,443
DE,202009,48,22,9,11,53
GR,202009,60,22,0,22,1386
UK,202009,92,3,1,1,6
PT,202009,22,1,0,1,3
IE,202009,50,1,1,0,1
UK,202009,33,21,15,6,43
HU,202009,90,8,5,2,15
EE,202009,80,3,0,2,13
MT,202009,79,1,0,1,7
IT,202009,39,7,2,4,18
PT,202009,31,2,0,2,6
PL,202009,50,43,25,6,74
PL,202009,42,10,1,7,45
ES,202009,64,3,3,0,3
IT,202009,38,10,2,3,23
DK,202009,45,2,0,2,8
HR,202009,50,1,1,0,1
PL,202009,14,3,2,0,4
BG,202009,45,22,9,10,64
PT,202009,15,9,0,8,37
CZ,202009,48,2,0,1,5
BG,202009,71,13,10,2,21
UK,202009,80,8,0,7,47
NL,202009,18,1,1,0,1
BG,202009,14,2,1,1,4
SE,202009,71,43,1,41,468
PT,202009,72,25,0,24,74
PL,202009,85,6,3,3,13
BE,202009,33,16,7,6,33
ES,202009,80,3,1,0,5
DK,202009,33,8,3,5,28
LV,202009,35,1,0,0,2
FR,202009,63,6,1,1,16
NL,202009,09,3,0,2,13
PL,202009,24,13,0,9,53
RO,202009,77,10,6,1,17
FR,202009,51,2,0,2,8
