country,ym,cpv_division,n,sb,ge3,sum_offers
PT,201811,44,29,1,28,95
BE,201811,79,370,28,215,1538
IE,201811,79,80,2,50,511
PT,201811,64,199,2,197,833
BE,201811,90,248,55,116,764
DE,201811,44,90,34,39,668
DE,201811,32,69,13,21,166
SK,201811,79,35,1,33,216
BG,201811,45,133,39,76,506
IT,201811,45,63,6,51,917
PL,201811,45,159,56,42,378
RO,201811,45,79,16,38,314
ES,201811,41,1,0,1,5
FR,201811,45,900,151,531,3227
FR,201811,44,184,48,89,496
UK,201811,45,128,27,92,852
NL,201811,45,43,7,30,173
HR,201811,45,6,0,4,41
DE,201811,45,861,105,604,3829
LU,201811,45,15,1,11,60
SE,201811,45,121,12,89,684
FI,201811,45,26,4,17,76
FI,201811,65,3,0,3,12
DE,201811,38,64,39,12,118
SE,201811,44,14,1,6,38
DE,201811,15,32,12,8,69
SK,201811,18,1,0,1,3
PL,201811,33,6095,3379,1480,11681
BG,201811,30,49,13,23,135
ES,201811,32,17,4,7,58
CZ,201811,42,21,11,3,34
DK,201811,33,239,104,64,530
CZ,201811,33,443,263,94,831
ES,201811,33,310,96,164,1546
PL,201811,39,55,26,12,108
PL,201811,48,116,61,21,206
PL,201811,09,125,49,49,289
CZ,201811,31,20,7,5,41
HU,201811,34,31,10,12,69
BG,201811,33,285,26,239,6021
PT,201811,09,8,0,7,30
SK,201811,24,1,1,0,1
BG,201811,09,71,54,17,143
PL,201811,18,16,11,3,24
PL,201811,38,139,91,11,203
PL,201811,15,57,15,15,118
PT,201811,42,1,1,0,1
PT,201811,15,21,7,11,60
SK,201811,09,10,4,2,21
ES,201811,22,5,1,0,9
ES,201811,39,55,2,45,196
ES,201811,30,115,5,58,706
PL,201811,30,271,111,64,562
RO,201811,33,1687,513,743,7912
RO,201811,35,60,15,12,118
RO,201811,15,264,81,108,951
RO,201811,30,28,9,13,101
RO,201811,32,14,1,8,55
RO,201811,18,16,4,6,41
RO,201811,09,39,11,17,116
PL,201811,32,60,34,19,118
PL,201811,24,31,15,14,75
ES,201811,18,23,12,6,48
ES,201811,48,20,10,5,46
SE,201811,34,32,9,12,73
SE,201811,30,8,0,6,30
DE,201811,34,394,156,135,1507
HR,201811,09,8,4,0,12
HR,201811,34,11,5,3,20
HR,201811,19,1,1,0,1
HR,201811,30,13,9,1,18
FR,201811,34,281,91,109,691
FR,201811,09,249,55,119,657
UK,201811,70,12,1,11,105
IE,201811,15,22,5,15,134
FR,201811,18,58,9,39,229
FR,201811,66,323,17,245,1167
UK,201811,39,20,1,17,129
HR,201811,33,385,23,232,1230
DE,201811,92,7,1,3,26
FR,201811,31,89,10,55,281
BE,201811,32,6,0,2,16
CZ,201811,38,86,63,7,118
BE,201811,18,8,0,6,34
FR,201811,39,241,29,171,1994
UK,201811,33,98,5,93,2469
DE,201811,09,246,32,161,1133
AT,201811,38,5,4,1,8
CZ,201811,30,51,35,13,86
DE,201811,24,18,6,9,43
HU,201811,33,442,271,60,806
CZ,201811,72,17,12,4,28
DE,201811,03,26,0,2,56
HU,201811,09,13,1,11,58
DE,201811,30,97,23,48,300
FR,201811,22,60,4,43,218
BG,201811,15,81,43,27,170
FR,201811,33,551,49,454,22605
DE,201811,35,9,4,3,26
AT,201811,44,3,0,1,9
GR,201811,09,35,9,6,69
LV,201811,38,41,26,6,68
LT,201811,37,2,0,2,7
LV,201811,33,235,141,52,439
LV,201811,39,28,11,10,65
FR,201811,30,121,7,85,447
BE,201811,38,44,8,7,91
SE,201811,33,122,7,103,1079
ES,201811,09,73,15,36,219
ES,201811,03,1,0,1,3
DE,201811,22,18,0,15,208
DE,201811,18,14,1,9,57
LV,201811,15,110,9,91,422
AT,201811,33,28,3,19,100
DE,201811,33,596,255,276,1883
DE,201811,31,43,13,16,105
DE,201811,16,11,1,8,36
CZ,201811,09,53,15,29,305
LT,201811,33,493,152,263,2576
NL,201811,30,42,9,21,121
DE,201811,71,481,105,254,1516
CZ,201811,34,70,30,34,488
CY,201811,33,45,29,2,63
LT,201811,39,26,6,12,59
EE,201811,33,86,45,6,136
IT,201811,38,59,32,24,110
NL,201811,42,6,2,3,16
FR,201811,24,37,9,16,104
FR,201811,73,8,2,5,39
BG,201811,44,24,3,11,62
FI,201811,39,7,1,6,27
FI,201811,34,5,1,3,15
DE,201811,63,9,2,2,18
DE,201811,48,47,29,9,83
FI,201811,09,7,0,7,64
EE,201811,38,4,3,0,5
BE,201811,09,20,1,11,62
NL,201811,34,23,5,13,66
NL,201811,39,19,2,12,64
BG,201811,34,52,21,20,134
IT,201811,33,408,98,233,1800
FR,201811,15,271,58,139,779
FR,201811,48,42,14,16,113
UK,201811,32,18,6,6,53
DK,201811,35,6,1,0,11
BG,201811,41,3,3,0,3
BG,201811,39,33,12,18,139
BG,201811,24,23,2,10,64
CZ,201811,60,9,8,1,12
IT,201811,90,126,60,47,579
DK,201811,72,25,2,19,171
SE,201811,09,12,2,7,37
IT,201811,60,21,13,2,33
PL,201811,90,422,177,117,929
ES,201811,92,48,16,22,348
ES,201811,66,16,5,3,34
SK,201811,77,117,57,55,583
IT,201811,66,88,31,32,270
ES,201811,50,110,18,75,724
RO,201811,77,46,42,2,52
RO,201811,79,28,17,9,74
ES,201811,90,93,13,66,564
ES,201811,98,15,4,5,39
BG,201811,71,104,41,55,444
ES,201811,79,84,15,53,331
PL,201811,79,107,43,43,273
PL,201811,66,68,20,20,142
NL,201811,79,92,10,71,610
IT,201811,55,33,9,19,101
PT,201811,71,19,0,19,350
BG,201811,60,38,37,1,40
ES,201811,55,15,4,6,53
BG,201811,66,11,3,4,31
PL,201811,71,173,53,64,479
SK,201811,71,13,1,8,38
SK,201811,72,6,4,0,8
CZ,201811,90,48,28,6,82
RO,201811,85,16,7,1,26
RO,201811,92,11,11,0,11
SE,201811,71,173,8,155,1890
SE,201811,66,12,1,5,40
SE,201811,48,16,5,8,43
SE,201811,77,22,0,22,111
SE,201811,72,89,2,85,1154
DK,201811,90,34,0,29,158
DK,201811,55,2,0,2,6
PL,201811,77,172,66,62,393
UK,201811,85,895,354,383,6259
UK,201811,71,847,3,842,55327
UK,201811,60,459,69,344,2364
UK,201811,55,17,2,13,65
UK,201811,79,216,12,193,2893
HR,201811,90,28,26,1,31
HR,201811,50,19,10,0,28
HR,201811,72,14,11,2,21
HR,201811,79,6,3,1,10
HR,201811,71,13,7,3,27
FR,201811,77,103,26,59,481
IE,201811,50,14,1,9,135
FR,201811,90,537,146,270,1911
IE,201811,72,20,4,12,134
FR,201811,72,218,29,161,1406
UK,201811,31,8,1,7,59
FR,201811,71,505,41,402,2725
UK,201811,66,51,5,39,173
DE,201811,75,209,85,58,433
DE,201811,98,42,3,31,229
CY,201811,71,2,0,2,10
FR,201811,50,346,86,162,902
UK,201811,80,117,7,97,8877
RO,201811,50,66,36,17,159
AT,201811,30,7,0,6,20
AT,201811,50,4,2,2,12
FR,201811,60,198,57,88,815
UK,201811,72,12,0,9,68
FR,201811,32,64,10,48,287
BG,201811,79,37,7,20,122
DE,201811,50,70,22,38,346
DE,201811,79,225,27,175,1744
DE,201811,77,177,22,130,720
DE,201811,90,554,71,381,6259
FR,201811,85,40,15,15,94
UK,201811,73,27,2,25,100
UK,201811,90,46,15,22,151
UK,201811,50,61,2,44,238
PL,201811,72,57,30,17,112
LV,201811,77,29,8,13,94
FR,201811,79,350,39,255,1862
LT,201811,50,73,8,53,480
SE,201811,79,140,12,117,1236
BE,201811,71,126,54,39,267
UK,201811,77,32,0,31,517
DE,201811,42,45,17,13,89
ES,201811,60,73,26,25,174
FR,201811,64,116,27,61,315
ES,201811,72,211,68,123,1203
DE,201811,85,35,14,12,81
ES,201811,85,70,32,18,228
DE,201811,72,135,38,72,541
DE,201811,70,13,1,12,56
ES,201811,71,81,5,71,2578
FR,201811,55,83,20,50,339
EE,201811,72,10,3,6,48
IT,201811,79,40,11,24,190
BE,201811,77,27,6,10,68
NL,201811,90,63,9,41,223
FR,201811,63,20,4,13,78
PT,201811,90,9,1,5,43
DE,201811,55,28,7,16,76
AT,201811,60,7,1,5,22
PT,201811,63,1,0,1,4
NL,201811,66,22,7,12,57
FI,201811,72,14,3,10,51
LT,201811,72,26,20,3,37
FI,201811,79,15,1,13,135
FR,201811,70,12,3,8,58
DE,201811,73,24,11,11,64
NL,201811,92,2,0,1,5
PT,201811,60,13,4,5,60
HU,201811,50,19,13,1,27
MT,201811,71,1,0,1,3
BE,201811,66,40,7,14,90
NL,201811,77,23,1,21,111
NL,201811,71,23,1,18,135
IT,201811,50,64,39,19,173
IE,201811,80,4,3,0,5
BG,201811,90,23,14,4,38
UK,201811,48,32,11,19,174
CZ,201811,79,74,48,19,192
IT,201811,85,41,9,19,167
SE,201811,85,102,2,97,3667
FI,201811,85,43,4,37,738
BG,201811,85,10,8,1,14
ES,201811,80,32,11,13,84
NL,201811,85,23,3,17,372
FI,201811,75,1,0,1,5
PL,201811,55,15,3,5,46
GR,201811,45,11,0,11,96
ES,201811,31,43,8,8,95
BG,201811,31,34,3,25,121
RO,201811,42,24,12,7,49
HR,201811,31,8,7,0,9
BG,201811,42,12,1,2,26
PL,201811,31,43,23,12,80
PL,201811,35,23,10,7,48
IT,201811,30,11,3,5,26
UK,201811,30,17,2,15,95
HR,201811,51,2,0,1,6
IT,201811,63,10,6,3,25
UK,201811,34,30,4,19,114
SK,201811,50,21,9,1,34
FR,201811,37,17,8,3,29
ES,201811,34,90,18,60,285
IT,201811,44,7,3,4,17
IE,201811,35,3,0,2,10
ES,201811,44,41,10,17,104
IT,201811,92,12,7,3,26
UK,201811,76,3,0,3,21
LT,201811,90,31,4,24,138
IT,201811,14,1,1,0,1
MK,201811,79,3,2,1,7
MK,201811,09,15,4,6,35
RS,201811,71,1,0,0,2
TR,201811,80,1,0,1,4
MK,201811,64,2,1,0,3
IS,201811,45,1,0,1,6
NO,201811,44,10,1,8,37
NO,201811,31,10,0,10,46
NO,201811,33,37,3,28,157
NO,201811,09,9,1,7,34
NO,201811,34,7,3,2,13
IS,201811,33,6,0,6,48
LI,201811,39,4,0,4,23
NO,201811,72,34,5,22,142
NO,201811,71,34,1,26,215
IS,201811,85,2,0,0,4
CH,201811,32,9,0,9,40
CH,201811,30,11,0,7,42
CH,201811,33,2,0,2,16
CH,201811,39,19,4,12,80
CH,201811,71,62,1,58,416
CH,201811,48,7,0,6,32
CH,201811,72,50,13,24,211
CH,201811,85,3,2,1,6
CH,201811,90,34,6,23,120
CH,201811,31,21,1,15,85
PT,201810,60,25,25,0,25
LU,201810,71,360,0,360,3480
ML,201811,79,24,24,0,24
DK,201811,45,29,3,24,130
HU,201811,45,18,1,12,55
