country,ym,cpv_division,n,sb,ge3,sum_offers
BE,201908,73,145,48,97,460
ES,201908,72,138,29,99,542
FR,201908,72,234,57,131,2239
IT,201908,45,61,27,33,507
MT,201908,79,27,25,1,31
DE,201908,79,236,48,174,1545
BE,201908,72,54,24,28,161
DE,201908,45,1163,162,782,5582
LU,201908,45,22,1,14,81
DE,201908,44,66,9,45,437
DE,201908,39,94,16,55,313
BG,201908,45,145,33,84,519
PL,201908,45,170,24,112,593
FR,201908,45,1554,256,970,6577
LU,201908,09,26,24,2,30
DE,201908,33,532,183,231,1693
DE,201908,24,7,2,5,22
FR,201908,44,201,28,98,693
DE,201908,31,30,5,21,96
SE,201908,45,92,8,70,550
DE,201908,42,54,27,15,111
NL,201908,45,46,7,29,177
DK,201908,45,45,1,41,236
UK,201908,45,178,31,113,1082
SE,201908,50,18,2,10,126
PT,201908,45,19,0,17,109
UK,201908,42,11,3,8,52
DK,201908,33,91,24,45,260
DE,201908,35,59,43,4,86
DE,201908,34,371,157,97,1333
IT,201908,14,2,1,0,3
FR,201908,39,234,50,130,759
FR,201908,30,168,27,104,627
RO,201908,33,6269,1614,3422,36523
IT,201908,38,29,11,7,56
SE,201908,14,2,0,0,4
SE,201908,15,22,3,13,82
SE,201908,33,141,7,123,1218
RO,201908,09,38,18,16,92
DE,201908,32,42,15,16,113
MT,201908,31,2,1,0,3
RO,201908,42,11,9,1,14
ES,201908,44,57,2,51,555
ES,201908,34,72,24,39,268
SE,201908,22,4,1,2,21
SE,201908,30,13,1,9,41
NL,201908,34,39,9,28,121
RO,201908,34,113,29,71,550
SE,201908,34,48,5,37,330
RO,201908,39,38,7,24,351
PL,201908,38,113,87,4,144
PL,201908,33,6514,3449,1757,12735
SI,201908,15,930,503,270,1800
RO,201908,15,666,117,370,2737
NL,201908,48,27,9,12,67
SI,201908,09,19,11,6,39
PL,201908,35,55,32,13,105
ES,201908,24,20,4,13,60
LV,201908,09,16,0,14,60
LV,201908,34,50,2,45,208
CZ,201908,33,222,109,57,434
LV,201908,38,34,13,10,85
SI,201908,34,27,19,1,37
SI,201908,30,29,23,5,42
SI,201908,33,226,109,62,575
SI,201908,32,5,4,0,6
SI,201908,24,6,3,3,22
PL,201908,15,43,12,14,89
PL,201908,09,67,22,32,189
PL,201908,48,41,18,17,91
PL,201908,39,75,29,16,163
UK,201908,34,35,6,25,160
FR,201908,50,393,99,197,1172
FR,201908,09,143,16,108,563
FR,201908,37,61,18,21,168
FR,201908,31,74,12,51,249
FR,201908,34,347,119,130,863
FR,201908,38,50,16,18,124
UK,201908,39,21,2,16,146
FR,201908,33,1047,178,686,9170
FR,201908,32,83,13,58,403
FR,201908,03,134,17,86,505
DE,201908,37,8,0,4,29
DE,201908,09,105,10,66,365
UK,201908,33,62,14,38,374
DE,201908,38,102,71,13,147
FR,201908,18,70,17,31,193
PL,201908,34,164,67,53,401
DE,201908,43,12,0,12,56
DE,201908,30,91,28,39,249
PL,201908,32,17,7,7,41
PL,201908,30,141,52,54,345
IE,201908,44,2,0,2,8
DE,201908,48,56,24,20,145
AT,201908,34,22,6,6,46
BG,201908,09,97,46,46,279
BG,201908,30,79,18,56,217
NL,201908,39,8,3,4,22
RO,201908,35,54,6,22,164
DE,201908,22,42,8,28,1126
SE,201908,39,27,3,17,91
IT,201908,33,911,121,690,30104
ES,201908,33,527,190,244,2367
IT,201908,19,2,0,0,4
FI,201908,34,10,4,2,23
PL,201908,79,68,29,29,189
PL,201908,24,48,21,12,91
DE,201908,03,8,4,1,13
BG,201908,33,325,55,255,4749
ES,201908,09,41,11,25,144
AT,201908,33,24,10,7,51
UK,201908,48,47,11,31,273
SE,201908,44,16,4,8,46
SE,201908,16,3,1,2,10
BE,201908,44,15,0,15,51
MT,201908,39,3,0,3,27
UK,201908,85,1183,410,536,5589
BG,201908,15,35,2,20,159
FR,201908,42,75,25,24,175
NL,201908,03,3,0,3,20
BE,201908,39,34,1,32,113
GR,201908,32,7,1,5,25
FR,201908,35,33,9,15,86
FR,201908,19,4,2,1,7
SE,201908,31,10,1,9,52
IE,201908,34,3,1,2,11
MT,201908,38,2,1,0,3
NL,201908,79,174,18,120,1767
RO,201908,50,268,201,37,460
IT,201908,71,203,73,31,532
FR,201908,71,575,33,489,3663
DE,201908,71,491,78,307,2096
PL,201908,90,279,135,58,520
DE,201908,73,27,18,5,52
LT,201908,71,29,5,23,123
SE,201908,48,26,9,13,73
FR,201908,60,544,167,244,2394
DE,201908,50,20,10,6,38
DK,201908,75,1,0,0,2
SE,201908,85,119,2,114,4207
DE,201908,77,71,1,60,449
RO,201908,79,60,21,35,254
BG,201908,71,70,31,35,244
ES,201908,64,17,6,7,40
RO,201908,71,29,18,6,66
DE,201908,90,380,34,301,2977
RO,201908,92,46,46,0,46
ES,201908,45,52,6,40,419
FR,201908,79,356,34,275,2020
DE,201908,60,389,78,201,1339
SE,201908,92,32,0,31,675
SE,201908,79,95,10,80,1096
SE,201908,60,27,2,21,163
FR,201908,55,111,10,66,411
FR,201908,65,4,1,3,12
SE,201908,75,19,0,18,159
NL,201908,72,51,4,46,239
SI,201908,72,16,7,1,26
PL,201908,80,88,27,45,230
PL,201908,92,8,7,1,11
LV,201908,90,27,0,18,97
LV,201908,79,16,15,0,17
PL,201908,77,147,55,57,372
EE,201908,66,2,0,1,5
ES,201908,85,70,17,18,217
SI,201908,64,4,4,0,4
EE,201908,60,23,12,9,46
SI,201908,66,1,0,1,4
BG,201908,50,73,25,36,211
EE,201908,77,1,1,0,1
SI,201908,50,24,16,3,35
ES,201908,60,193,20,160,2458
BE,201908,79,467,52,335,3217
ES,201908,50,180,52,97,849
PL,201908,71,200,66,75,499
ES,201908,90,124,28,76,468
UK,201908,60,541,90,402,4069
UK,201908,80,86,14,63,776
FR,201908,77,178,24,115,707
UK,201908,50,81,8,65,490
FR,201908,48,46,14,27,156
FR,201908,70,36,1,31,179
SE,201908,73,2,1,1,4
FR,201908,66,141,23,69,406
UK,201908,79,404,59,163,2397
FR,201908,90,512,52,348,2656
UK,201908,32,15,1,11,57
BE,201908,90,140,18,80,605
LT,201908,60,9,0,9,31
FR,201908,63,17,1,14,61
UK,201908,71,65,1,57,646
DE,201908,19,5,0,5,21
DE,201908,92,5,1,3,19
DE,201908,51,8,3,4,25
AT,201908,90,4,0,3,13
DE,201908,72,174,42,122,734
UK,201908,90,106,3,79,740
AT,201908,60,3,0,3,13
FI,201908,50,33,0,13,90
IT,201908,43,4,2,2,8
LV,201908,77,84,3,74,418
DE,201908,98,36,17,15,80
BG,201908,79,56,21,19,129
RO,201908,90,25,9,14,93
DE,201908,80,447,205,133,1033
DE,201908,63,3,1,1,9
FR,201908,24,19,1,14,82
SE,201908,90,94,20,66,365
DK,201908,66,6,2,1,12
BE,201908,50,28,0,3,59
DK,201908,90,37,2,24,132
IE,201908,71,31,6,24,263
FI,201908,79,53,5,42,250
FI,201908,90,27,2,16,101
FI,201908,72,15,3,8,49
ES,201908,71,53,9,39,547
FI,201908,60,207,29,141,874
NL,201908,70,8,1,6,72
IE,201908,98,4,0,4,24
PL,201908,85,114,60,48,808
BE,201908,77,15,1,13,53
LU,201908,85,1,0,0,2
FI,201908,73,3,2,1,14
UK,201908,72,28,11,14,90
NL,201908,31,4,1,2,13
FR,201908,75,25,8,12,88
BE,201908,71,23,0,16,98
IT,201908,72,27,15,6,62
SE,201908,70,3,1,2,7
UK,201908,03,9,5,3,16
NL,201908,22,9,1,8,33
DE,201908,75,38,28,7,59
DE,201908,85,51,9,33,398
PL,201908,64,25,12,9,51
SE,201908,80,30,0,29,155
ES,201908,75,12,7,2,30
RO,201908,45,165,79,61,360
AT,201908,45,90,5,68,718
PL,201908,44,86,23,45,268
NL,201908,50,20,2,12,62
PL,201908,42,42,22,14,81
BG,201908,42,43,10,19,106
PL,201908,43,22,7,7,47
IT,201908,48,11,4,2,20
IT,201908,42,5,2,1,10
IT,201908,50,34,22,3,54
CZ,201908,50,33,27,2,43
PL,201908,60,62,16,21,158
PL,201908,50,192,128,11,267
RO,201908,64,133,33,0,233
AT,201908,71,33,3,26,156
PL,201908,65,56,56,0,56
AT,201908,79,12,5,6,32
MK,201908,34,2,1,0,3
MK,201908,65,1,0,1,4
NO,201908,45,27,4,16,100
NO,201908,34,14,4,3,30
NO,201908,33,8,1,5,25
NO,201908,98,2,1,1,4
NO,201908,90,23,3,19,148
NO,201908,71,25,1,24,164
NO,201908,79,33,2,27,211
CH,201908,45,72,4,63,345
CH,201908,18,5,0,5,27
CH,201908,71,56,4,43,280
CH,201908,80,2,0,2,8
CH,201908,31,29,9,9,66
BY,201908,38,1,0,1,4
LU,201907,79,337,0,313,2476
EE,201908,65,25,24,1,30
BI,201908,79,24,0,0,48
BE,201907,90,54,0,50,278
EE,201908,45,9,0,8,61
AT,201908,44,1,0,0,2
FR,201908,14,17,4,8,66
IT,201908,34,47,24,15,114
LU,201908,44,1,0,0,2
IE,201908,45,3,1,1,7
FI,201908,45,79,9,59,570
CZ,201908,45,116,64,40,317
LU,201908,90,8,0,7,37
CZ,201908,34,54,15,10,113
LT,201908,33,437,116,239,3006
LT,201908,39,12,2,6,39
AT,201908,35,2,2,0,2
CZ,201908,30,51,23,19,122
LT,201908,16,2,0,2,7
CZ,201908,42,33,27,1,40
RO,201908,24,77,28,34,300
AT,201908,38,3,1,0,5
CZ,201908,38,77,47,6,113
ES,201908,32,18,3,13,58
PT,201908,33,73,42,23,196
BG,201908,22,11,8,3,20
IT,201908,44,4,1,2,10
UK,201908,09,11,1,10,61
IT,201908,31,4,0,4,14
HR,201908,24,4,2,0,6
HR,201908,33,508,3,252,1456
NL,201908,33,19,0,12,54
PT,201908,39,7,1,6,29
EE,201908,33,168,37,54,420
RO,201908,30,93,3,65,401
