country,ym,cpv_division,n,sb,ge3,sum_offers
FI,201703,72,24,24,0,24
IT,201703,38,24,24,0,24
BE,201703,38,71,30,11,131
FR,201704,45,1183,73,914,6771
DE,201704,45,921,70,749,5461
NL,201704,45,41,2,36,216
DE,201704,42,61,15,31,179
FR,201704,77,128,19,89,596
DE,201704,03,9,1,8,75
NL,201704,90,45,6,25,169
DK,201704,45,100,0,97,829
SI,201704,45,37,31,6,80
CZ,201704,45,173,21,148,1101
ES,201704,45,40,8,30,293
UK,201704,50,164,11,139,890
UK,201704,45,244,45,180,2413
FR,201704,44,147,35,74,461
IE,201704,45,10,0,10,210
UK,201704,79,186,8,166,2482
BG,201704,45,80,13,52,319
CZ,201704,18,28,23,1,34
CZ,201704,48,20,16,2,31
CZ,201704,33,467,330,59,747
IT,201704,33,371,139,136,968
CZ,201704,34,63,32,13,135
CZ,201704,39,39,22,14,103
CZ,201704,30,177,90,58,512
NL,201704,22,2,0,1,11
DE,201704,30,42,10,23,140
NL,201704,34,15,4,7,42
CZ,201704,38,13,12,0,14
DE,201704,38,31,22,3,47
DE,201704,71,204,17,166,1101
CZ,201704,44,54,8,27,153
NL,201704,30,22,1,19,85
NL,201704,32,8,0,6,39
NL,201704,77,47,0,45,425
BG,201704,34,32,18,9,64
BG,201704,09,108,79,12,187
NL,201704,44,3,0,3,11
BG,201704,41,10,10,0,10
CZ,201704,14,30,4,21,108
FR,201704,34,234,62,127,746
FR,201704,38,42,15,14,90
FR,201704,15,346,53,235,5026
FR,201704,24,57,11,39,233
FR,201704,32,62,12,38,224
FR,201704,31,53,13,32,152
FR,201704,42,37,15,9,79
FR,201704,30,100,12,79,418
FR,201704,09,57,4,38,196
UK,201704,39,32,1,31,312
DK,201704,09,6,0,6,23
DE,201704,33,331,73,228,1541
SE,201704,15,32,4,25,102
DE,201704,39,47,6,28,232
DE,201704,34,215,83,74,478
AT,201704,32,2,0,0,4
DE,201704,44,31,4,23,170
DE,201704,48,43,14,20,123
AT,201704,31,16,8,6,38
DE,201704,31,25,6,15,105
DE,201704,32,26,11,7,54
DK,201704,33,61,33,15,132
ES,201704,22,16,4,12,158
DE,201704,15,2,1,0,3
SI,201704,44,52,18,21,124
SE,201704,33,110,10,89,1621
SI,201704,15,7668,4257,1966,17560
SI,201704,09,72,51,11,134
HR,201704,32,3,2,1,6
SI,201704,33,1505,934,496,4893
HR,201704,33,468,232,178,948
SI,201704,24,41,20,16,680
SE,201704,34,22,4,11,70
PL,201704,33,5840,2740,1982,14099
CZ,201704,32,51,44,2,61
SI,201704,30,154,65,79,4647
SI,201704,34,133,131,2,140
CZ,201704,50,59,46,12,117
ES,201704,33,386,154,186,2324
ES,201704,09,28,0,21,112
PT,201704,34,3,0,3,20
FR,201704,55,64,13,41,265
PL,201704,30,141,32,52,383
ES,201704,15,21,9,9,47
ES,201704,03,11,1,8,38
UK,201704,33,111,8,97,1835
PL,201704,39,39,10,17,110
PL,201704,38,70,37,20,155
PL,201704,24,47,16,23,128
PL,201704,48,15,7,6,41
PL,201704,32,24,15,5,45
DK,201704,38,4,3,0,5
FR,201704,33,1505,165,1199,40111
ES,201704,18,15,3,11,158
FR,201704,39,223,56,133,864
BG,201704,33,286,36,239,4032
ES,201704,48,16,9,5,37
PL,201704,80,221,37,149,950
FR,201704,79,334,40,246,1855
CZ,201704,79,159,49,89,444
CZ,201704,90,19,4,11,78
CZ,201704,71,174,10,120,1544
FR,201704,63,21,3,15,82
FR,201704,71,446,29,373,2951
NL,201704,48,29,12,12,70
DE,201704,79,83,11,62,594
FR,201704,90,323,44,226,1411
CZ,201704,66,23,13,6,45
DE,201704,90,275,24,231,5371
PL,201704,71,80,10,48,337
PL,201704,72,29,18,6,53
PL,201704,90,215,51,95,653
CZ,201704,64,45,12,3,81
NL,201704,72,26,8,18,109
NL,201704,15,3,1,1,6
BG,201704,71,50,21,17,233
NL,201704,79,74,4,61,543
CZ,201704,72,113,28,4,207
BG,201704,66,8,1,7,34
CZ,201704,77,286,17,252,1686
FR,201704,92,23,3,18,130
FR,201704,72,91,35,42,251
FR,201704,50,377,53,265,3955
UK,201704,66,107,13,62,386
IE,201704,72,6,3,1,10
UK,201704,48,90,6,79,734
UK,201704,72,24,2,22,390
UK,201704,92,3,0,2,17
UK,201704,85,650,240,302,3158
UK,201704,90,75,13,53,298
UK,201704,63,3,0,1,10
FR,201704,64,56,19,24,129
FR,201704,60,103,29,58,649
FR,201704,66,127,12,94,653
DK,201704,90,10,1,8,40
DK,201704,66,19,3,13,58
HU,201704,71,45,4,36,147
DE,201704,72,74,24,43,296
DK,201704,50,2,0,2,6
DE,201704,80,56,15,24,150
DK,201704,79,4,1,3,18
DE,201704,92,20,1,9,80
