country,ym,cpv_division,n,sb,ge3,sum_offers
AT,201512,79,31,26,2,44
IT,201512,73,147,50,25,272
IT,201512,50,110,82,21,223
FR,201512,72,195,44,106,757
BE,201512,48,41,1,31,197
ES,201512,79,87,38,44,295
BE,201512,90,588,35,366,2436
BE,201512,73,386,24,290,2036
BE,201512,79,5367,4973,272,6635
DE,201512,71,318,43,250,1355
BE,201512,44,76,26,50,227
UK,201512,45,303,7,282,2342
EE,201512,45,8,1,7,142
FR,201512,45,1491,73,1286,48302
DE,201512,45,837,66,689,5442
DE,201512,31,32,4,17,160
HR,201512,45,42,2,37,192
CZ,201512,45,120,86,33,344
UK,201512,50,143,6,132,1233
DE,201512,34,293,72,113,729
DE,201512,44,42,9,28,173
DE,201512,24,2,0,2,8
FR,201512,50,480,105,276,1854
BE,201512,45,24,1,22,179
IT,201512,45,62,6,55,1136
FR,201512,32,64,11,36,273
FI,201512,45,12,0,12,74
FR,201512,90,514,110,313,2094
DE,201512,90,447,41,359,3517
EE,201512,09,17,1,16,83
IT,201512,24,8,1,6,26
IT,201512,33,487,147,249,3980
IT,201512,51,3,1,0,5
IT,201512,39,8,2,4,27
HR,201512,24,8,1,7,47
RO,201512,09,31,5,16,108
FR,201512,42,57,11,38,208
HR,201512,44,12,1,7,37
HU,201512,33,100,55,17,176
HR,201512,33,852,326,368,1961
FR,201512,15,372,59,246,1413
CZ,201512,39,19,2,9,58
RO,201512,24,16,1,15,216
RO,201512,33,1879,324,1299,14069
CZ,201512,33,84,49,17,158
CZ,201512,34,36,8,16,96
CZ,201512,30,50,16,23,146
NL,201512,22,10,1,7,50
CZ,201512,31,14,6,6,31
NL,201512,30,37,2,29,342
NL,201512,33,38,4,20,119
NL,201512,18,52,0,35,210
RO,201512,38,23,15,6,39
DE,201512,38,89,45,34,180
SE,201512,34,11,4,3,22
SE,201512,39,9,2,3,24
SE,201512,37,5,0,3,13
SE,201512,33,174,5,160,4603
SE,201512,38,17,2,13,60
LT,201512,33,245,81,136,1429
IT,201512,31,3,2,1,7
FR,201512,33,237,34,174,4860
LT,201512,31,3,0,3,17
PL,201512,09,196,56,112,584
BG,201512,48,13,8,3,28
BG,201512,30,59,19,31,162
BG,201512,32,5,2,0,8
DE,201512,09,125,10,96,566
BG,201512,33,289,44,236,4133
DE,201512,33,379,57,230,1365
BG,201512,22,15,6,0,24
DK,201512,39,2,0,2,12
BG,201512,09,24,14,6,47
BG,201512,31,41,9,19,118
CY,201512,44,5,0,5,23
GR,201512,44,11,6,2,20
GR,201512,39,3,3,0,3
DE,201512,48,34,14,13,80
DE,201512,18,126,25,77,602
DE,201512,39,59,10,41,230
DE,201512,42,63,28,18,146
UK,201512,30,42,0,35,236
ES,201512,34,43,21,14,90
FR,201512,09,198,56,59,446
UK,201512,09,33,4,29,230
RO,201512,42,14,12,0,16
ES,201512,33,239,79,129,2008
UK,201512,31,31,5,26,331
ES,201512,38,25,11,6,50
PL,201512,33,5298,2877,1361,10706
UK,201512,79,309,26,277,3473
PL,201512,39,56,22,15,127
PL,201512,30,475,216,107,923
NL,201512,38,10,8,1,14
PL,201512,15,183,34,102,505
DK,201512,19,7,0,6,30
ES,201512,09,64,8,39,190
FR,201512,30,131,29,74,442
PL,201512,48,122,80,25,223
UK,201512,35,17,0,15,134
PL,201512,50,174,97,41,324
PL,201512,43,78,36,23,180
NL,201512,34,57,9,33,203
BE,201512,42,41,1,16,179
FR,201512,31,112,23,52,328
NL,201512,48,21,3,14,66
NL,201512,45,55,0,47,254
NL,201512,09,21,1,8,68
IT,201512,35,3,3,0,3
FR,201512,22,104,16,66,322
DK,201512,33,42,10,25,106
IE,201512,30,20,0,20,120
ES,201512,32,49,10,28,153
IT,201512,48,8,4,4,28
FR,201512,38,95,26,43,339
FR,201512,18,62,5,43,226
